,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X600031.SH,X000338.SZ,X300014.SZ,X002129.SZ,X002179.SZ,X600703.SH,X000100.SZ,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X600741.SH,X000157.SZ,X000661.SZ,X600584.SH,X000977.SZ,X600522.SH,X601877.SH,X601799.SH,X002074.SZ,X002463.SZ,X000800.SZ,X600702.SH,X002007.SZ,X300142.SZ,X000066.SZ,X600183.SH,X002180.SZ,X002028.SZ,X000733.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.243765963515581,0.0266180184143327,0.160911286303531,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0205576972006468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440985632046453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141455275141186,0,0.00289444418968432,0,0,0,0,0,0
X000858.SZ,0.0782148057448287,0,0,0.133740120058776,0,0,0,0,0,0.116361160230862,0,0,0,0,0,0.0578764291624465,0,0,0,0,0,0,0,0,0,0,-0.0012644888417119,0,0,0,0,0,0,0,0.023777802092428,0,0,-0.0184098277889974,0,0,0,0.0851103935097511,0,0,0,1.73472347597681e-18,0,0,0,0.154657851536844,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,-0.0767971364309601,0,0,0,0,0,0,0,0.0811510076626398,0,0,0.00598620782588514,0,0.115320511966534,0,0,0.129169571866045,0,0,0,0,0,0.198754326334668,0,0,0,0,0,0,0,0.00207545225640061,0,0,0,0,0,0,0.144211026001055,0,0,0,0,0,0,0,0,0,-0.0144627272168881,0,0,0,0,0,0,0
X000568.SZ,0.286909810629172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328772740912372,0.0260241104827929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174348452889966,0,0,0,0,0,0,0,0,0,0.0196117321436218,0,0,0,0,0,0,0
X600276.SH,0,0,-0.508356376082368,0,0,0,0.0542386324140591,0,0,0,0,0.0211295188630654,-4.33680868994202e-19,0,0,-0.129735460126818,0,-0.0679202104690219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.621645834048638,0.00587940137703266,0,0,0,0,0,0.104944689575771,0,0,0,0.042706871214382,0,0,0,0,0,0,0,-0.0365128899021034,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.437276032622808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125358626630717,0,0,0.0609189866405392,0,0,0,0,-0.0407160593883774,0,0,0,0,0,0,0.196303921107968,0,0,0,0,-0.0968157813776667,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0918246155438863,0,0.0271959170346739,0,0,0,0,0,0,0,0,0.0555004732629347,0,0,0.166002424458404,0,0,0,0,0.0363989737092792,0,0,0,0,0.182012504501712,0,0,0,0.11491470264526,0,0,0.0813447967121814,0,0,0,0,-0.0619677676460214,0.0733526794142437,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.0701477496292271,0.084554650389384,0,0,0,0,0,0,0,0,0.0141967492790732,0.10447868538593,0,0,0,0,0,0,0,0,0.0980983542467985,0,0,0,0,0,0,0,0,0,0,0,0,0.0570738823145515,0,0,0,0.0433388154982695,0,0,0,0.0772355021387603,0,-0.00940357526034149,0.0343810682397403,-0.0230302532243474,0,0,0,0,0
X000651.SZ,0,0.051174267583501,0,0,0,0,0.203963287670205,0,0,0,0,0,0,0,0,0,0,0,0.151210006112914,0,0,0.0185210402782975,0,-0.0361381613164016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0653972020153683,0,0,0,0.098917275185165,0,0,0,0,0,0,0,0.00556335194635425,-0.021519088793702,0,0,0,0,0,0
X002304.SZ,0,0.501870493972138,0,0.0785231596391537,0,0.0570388183342988,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0900547155847316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0745334560810742,0,0,0,0,0,0,0,0.00342584281035771,0,0.0692647460092059,0,0,0,0,0,0,0,0.00176739158880498,-0.00493556847940022,-0.0952957737499873,0,0,0,0,0
