,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600031.SH,X600741.SH,X002475.SZ,X002241.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X600271.SH,X600118.SH,X300124.SZ,X000157.SZ,X600089.SH,X600522.SH,X002085.SZ,X600177.SH,X002007.SZ,X002508.SZ,X600372.SH,X300136.SZ,X000066.SZ,X600487.SH,X300003.SZ,X000981.SZ,X600699.SH,X002294.SZ,X600867.SH,X002008.SZ,X002180.SZ,X000050.SZ,X000559.SZ,X002292.SZ,X000623.SZ,X300115.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.0258161710566269,0,0,0,0,-0.0414957756604242,0,0.208862835837506,-0.119836681027269,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0320956774507785,0,0,0,0,0,0,0,0,0.077410336339309,0,0,0,0,0,0,0,0,0,0.000458718845326365,0.0314386433655685,0,0,0,0.00104068177778804,0.00137896038391628,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0232244422386789,0.278626369170893,0,0,-0.0746038699007292,0,0,0,0,0,0,0,-0.0459239445343343,0,0.224919217146129,0,0,0,0,0.0417851879878019,0,-0.00088609249539196,-0.117035829376762,0.262329185042517,-0.0347879096864536,0,0,0,0,-0.0724338947838834,0,0,0,0,-8.67361737988404e-19,0,0,0,0.00937654305050827,-0.0107673089515764,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0656381766070849,0,0,0.057282666042737,0,0,0,0,0.0673988747346005,0,0,0,0.0944019250782244,0.116441397827057,0,0.0359388829249118,0,0,0,0,0,0,0,0.00701636854958724,0,0,0,-0.0896884002818588,0,0,-0.0145123989580939,0,0,0,-0.115457335277264,0,0,0,-0.0226780692602748,0,0,0,0,0,0,0,0,-0.0268806953012572,0.0115072504190389,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.035289856259365,0,0,0,0,0.206150576733859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035741005405197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101596906182158,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.120015532958799,0,0.110424897542107,0,0,0.0278787675310632,0,0,0,0.260567337759679,0,0,0,0,0.0974568008273218,0,0.0459354781234289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0848468602351197,0.0350502909498363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010047171260856,0.00226653857537871,0,0,0,0,0,0
X002304.SZ,0,0,0,0.157274918437218,0,0,0,0,0,0,0,0,0.325171774521645,0.113250381714205,0,0,0,0,0,0,0.023405691598624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538251703924237,0,0,0,0,0,0,0,0,0,0,0.0137569873208388,0,0,0,0,0,-0.00244880729010112,0,0,0,0,0,0
X600276.SH,0.0516407593566039,0,0,0,0,0,0,0,0,0,0,0.140059602823532,0,0,0,0,0,-0.0367063985775018,-0.064653017347605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360506653530095,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0764227127859428,0,0.0068730204078715,0,0,0,0,0,0
X000725.SZ,0,0,0,0.241759830186879,0,0,0,0,0,0.0221357673200211,0,0,0.0533816477090189,0,0,-0.090935652324637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165732342588539,0.109326022330956,0,0,0.0685696245376709,-0.0326432745728044,0.00991239871393506,0,0,0,0,0,0
X000625.SZ,0,0.152371858289632,0,0,0.0893098260444818,0,0,0.0439081963877801,0,0,0,0,0,0,0.268563349422822,0,0,0.0968377890157971,0,0,0,0,0,0,0,0,0,0.023379325210962,0,0,0,0,0,0.0620168595073737,-0.00279800714687608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.3175212405041e-05,0.00117187011311338,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754318116206917,0,0,0,0,0,0.175673459496365,0,0,0,0.00161251231591884,0,0,0,0,0,0,0.0753136144141218,0,0,0,0,0,0,0,0,0.00775856438282293,0.00656361792908066,0,0,0,0,0,0
