,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600690.SH,X600276.SH,X000063.SZ,X000100.SZ,X600703.SH,X600031.SH,X600271.SH,X002292.SZ,X000157.SZ,X000338.SZ,X600741.SH,X002241.SZ,X600066.SH,X002475.SZ,X600118.SH,X601877.SH,X600089.SH,X002129.SZ,X002223.SZ,X002236.SZ,X600372.SH,X000016.SZ,X002456.SZ,X600177.SH,X300124.SZ,X002276.SZ,X002294.SZ,X000568.SZ,X600582.SH,X300003.SZ,X600839.SH,X000559.SZ,X000066.SZ,X000550.SZ,X000869.SZ,X600312.SH,X000581.SZ,X000623.SZ,X002465.SZ,X000800.SZ,X002414.SZ,X600252.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.100666500005739,0.0570591823978153,0,0,0,0,0,0.0233197294409476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286062689980994,0,0,0,0,0,0,0.0114030698286218,0,0,0,0,0,0,0,0,0,0,0,0,0.0102825366195553,0.0157652914298667,0,0,0,0,0,0
X600104.SH,0,0,0.136566485219878,0,0,0,0,0,0.0563003300774929,0,0,0,0.00510482272452867,0,0,0,0,0,0,0,0,0,0,0,0.172857295712187,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0.0758766175495489,0,0,0,0,0,0,0.0211612972579805,0,0,0,0,0,-0.00534385857410472,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0525888659593916,0.18854126243799,0,0,0,0,0.0349369459847569,0,0.153882612639287,0,0,0,0.0198438118469844,0,0,0,0,0,0,0.104726900726975,0,0,0,0,-0.014817446190752,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.147860117887754,0,0,-3.46944695195361e-18,0.0257197153358915,0,0,0.0595540415314752,0,0,0,0,0.0766593944434997,0,0,0,0,0,0.00130236145560573,0,0,0,0,0,0,0.396534780482048,0,0,0.0147609901369834,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129903182151959,0,0,0,0,0,0,0
X000725.SZ,0,0,0.117191849459737,0,0,0,0,0,0,0,0,0,0.150889882200798,0,0,0,0,0,0,0,0,0,0.165141360502654,0,0,0,0,0,0,0,0,0,0,0,0,0.0435435810030635,0.084614033997624,0,0.105379272762896,0,0,0,0,0,0.169296082696014,0,0.0123787966077873,0,0,0,0,0,-0.0147352883937777,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.289059660251485,0,0,0,0,0,0,0,0.0378825802714281,0,0,0,0,0.155392932223254,0,0,0,0,0,0,0,0,0,0,0,0,0.03193818015663,0,0.0870348380769582,0.103358626141018,0,0,0,0.001514788754014,0,0,0,0,0,0,0,0,0,0,0,-0.00638964423591612,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0820202352697681,0,0,0,0,0,0,0,0.0179634109269253,0.0165314258515502,0,0,0.1672008110428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.474328700784554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0276723462274524,-0.0296498886418118,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0670219099340641,0,0,0,0,0,0.0286827935120001,0,0.0941389638929493,0,0,0,0,0,0.107778658322629,0.0443283490069113,0,0,0,0,0,0.0538645719119378,0,0,0,0.0527156214790509,0,0,0.112050994934763,0,0,0,0.110861400143981,0,0,0.0152344330149772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.181364458952049,0.0172993604034059,0,0,0,0,0,0,0,0,0,0,0.119278122531944,0,0,0,0,0,0,0,0,0,0,0.0175867748142734,0,0,0,0,0,0,0.0214207142110809,0,0,0,0.0981956028690294,0,0,0,0,0.007962341208906,0,0,0.0421310946395778,0,0,0,-0.00567278945628403,-2.16840434497101e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0550894179915962,0,0,0.058979557875724,0,0,0,0.114904791581358,0,0,0,0,0,0,0,0.0238720577325276,0,0.0274550020720191,0,0,0,0.0432530388967087,0,0,0.181576905819563,0,0,0,0,0,0,0.031918777106308,0,0,0,0,0,0,0,0,0,0,0,0,-0.00515730262649991,0.0209229777419262,0,0,0,0,0,0
X000063.SZ,0,0,0.00572932945704335,0,0,0,0,0,0,0,0,0,0,0.0554108799615868,0.0923566934522943,0,0,0,0.0681844351882858,0,0,0,0,0,0.26779938746253,0,0,0,0,0,0,0.197380533546782,0,0,0,0,0,0.0438490965951272,0,0.00852957226996338,0,0,0,0,0,0,0,0,0,0,0,-0.0165082364345427,-0.00375223554330629,0,0,0,0,0,0
