,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X600104.SH,X000568.SZ,X003816.SZ,X000725.SZ,X300124.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X002179.SZ,X600418.SH,X002463.SZ,X600089.SH,X000977.SZ,X600584.SH,X600703.SH,X000157.SZ,X600372.SH,X002028.SZ,X600522.SH,X002049.SZ,X000066.SZ,X002236.SZ,X600741.SH,X600839.SH,X600183.SH,X601877.SH,X600066.SH,X002456.SZ,X600460.SH,X002156.SZ,X000661.SZ,X600487.SH,X002129.SZ,X002074.SZ,X000800.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.25683451982199,0,0,0,0,0.0583258191650427,0,0,0,0,0,0,0,0,0,0,0.219788385389108,0,0,0.00820767042960639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489220436091047,0,0,0,0,0,0,0,-0.0306091727289063,0,0,0,0,0,0,0,0,-0.0190237042474399,0,0,0,-0.0434024168380378,0,0
X000858.SZ,0.0460913038047418,0,0,0,0,0,0.345397332417699,0,0,0.0392653051559737,0,0,0,0,0,0,0,0.296026045334047,0,0,0,0,0,0,0,0,0,0,0,0,0.141896347459477,0,0,0,0,0,0,0,0.0155478730110961,0,0,0,0,0,0,0,0,0.00504374433125716,0,0,0,0,0,0,0,0,-0.00303658278699972,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919043024601642,0,0,0,0,0,0.227113635746285,0,0,0,0.319556418228229,0,0,0,0,0,0,0,0,0,0,0,0.000710084198879301,0,0,0,0,0,0,0,0,0,0.0689136183131782,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102040249484731,0,0,0,0,0,0,0.0481501420895325,0,0.442432080998978,0.0563935244190189,0,0.0894368191228682,0,0.0363123518950706,0,0,0,0,0,0,-0.0285812320606357,-0.0116553966158429,0,0,0.0582255348395912,0.0110814898796883,0,0,0,0,0,0,0,0,0,0,0,0,-0.0801366984489723,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0815592133053829,0.0621217016512132,0,0,0,0,0,0,0,0,0,0,0,0,0.0554984108537933,0.257016715317625,0,0,0,0,0.0273097144222745,0,0,0,0,0,0,0,0,0,0.0539495960354409,0,0,0,0,0,0,0,-8.67361737988404e-19,1.73472347597681e-18,0,0,0,0,0,0,-0.0505008762514788,0,0,0,0,-0.0246368979765569,0,0
X600690.SH,0,0,0,0.0513620143820071,0,0,0.0767648201738841,0.330658877562023,0,0,0,0,0,0,0,0.0802689564109677,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0141790344859351,0,0,0,0,0,0,0,0,0,0,0,0,0.00332759221219972,0,0,0,0.0683420238410201,0,-0.00580525375026111,0,0,0,0,0,0,0,0,0,0,0,0.0386472536752247,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.0136742674334451,0.550070743452846,0,0,0,0,0,0,0,0,0.30647460410153,0.0119042958904081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000224472780411803,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.34350734460877,0,0,0,0.0608575857924107,0,0.0483115595184982,0,0,0,0,0,0.15623241260891,0,0,0,0,0,0.0200724461158182,-0.048720587837303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142311281529462,0,-0.0187908652554933,0,0,0,0,0,0,0,0,0,0,0,0,0.00721725359269328,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0416340770576255,0,0,0,0.410359340012287,0,0,0,0,0,0,0.0436364799403722,0,-0.00425024630396373,0,0,0.0629770559969798,0,0.106598524560185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141312307720803,0,0,0,0,0,0,0,-0.0164724105783346,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.449907232371664,0,0,0,0,0,0,0,0,-0.0195583995652242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536625064541157,0,0,0,0,0,0.240372776916867,0,0,0,0,0,0,0,0.0683144848147954,0,0
