,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600031.SH,X600809.SH,X600690.SH,X002304.SZ,X600104.SH,X002475.SZ,X000725.SZ,X000661.SZ,X000338.SZ,X003816.SZ,X300124.SZ,X000100.SZ,X000063.SZ,X300014.SZ,X600703.SH,X000157.SZ,X000596.SZ,X002129.SZ,X002241.SZ,X600741.SH,X000625.SZ,X601877.SH,X002179.SZ,X300142.SZ,X002007.SZ,X002236.SZ,X002371.SZ,X002049.SZ,X002414.SZ,X600584.SH,X300003.SZ,X600183.SH,X601799.SH,X000800.SZ,X002074.SZ,X000799.SZ,X000066.SZ,X300146.SZ,X600707.SH,X002008.SZ,X600089.SH,X000977.SZ,X002294.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.082852856991077,0,0,0,0.239402297407944,0,0.0353578031785298,0,0.0511150939062069,0,0,0,0,0,0,0,0,0,0,0,0.0901778184995621,0,0,0,0,0,0,0,0,0,0,-0.131938360398046,0,0,0,0,0,0,0,0,0.0114871936096343,0,0,0,0,0,0,0,0,0,0,-0.0153872891994577,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.374689011537555,0,0.107698693673615,0,0.0215154593972671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00760077351827326,0.128411536531666,0,0,0,0,0,0,0,0,0,-0.0170817993548227,-0.0069955367731538,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.113570746852252,0,0,0,0,0.0284895531989637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147686875833972,0,0,0.0527109716708031,0.39437793289952,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0480550177059588,0,0.015913193807887,-0.0442608905483998,0,0,0,0,0,0,0,0.00704584476018754,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.029953360751321,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.0670193399405064,0,0,0,0,0.0448646316113588,0,0.170697918621765,0,0,0,0,0,0,0,0,0,0.105673435642017,0,0,0,0,-0.154184973601078,0,0,0,0,0.0813729417517325,0,0,0.0113915050455507,0,0,0,0,-0.0336762700534799,0,0
X000651.SZ,0,0.0814448057602376,0,0,0,0,0,0.0078144799415758,0.107538694497958,0.0890331849140725,0,0,0,0,0,0,0.091296657235282,0.104872035411925,0,0,0,0,0,0.0360562306069664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.101499883251631,0,0,0,0,0,0,0,0,0,0,0,0,-0.00455674271067667,0,0,0,0,0,0,0
X000568.SZ,0,0.496113262794651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044340964906871,-0.00538602021479184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346345329404414,0,0,0,0,0,0,0,0,0,0,-0.0289860988987427,0,0,0,0,0,0
X600031.SH,0,0,0.0689059531047594,0,0,0,0,0.256209206514962,0,0,0,0,0,0,0,0,0.0700589109082354,0,0,0,0.201816797841804,0.166467859294085,0,0,0,0,0,0,0,0,0,0,0,0.0382883615897281,0,0,0,0,0.0103373798720169,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169981942805297,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.260527970717205,0,0,0,0,0,0,0,0,0,0.069109327704238,0,0,0.0372982228358218,0,0.0120611942755604,0.20629540769772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129592074588853,0,0,0.166720072659755,0,0,0,0,0,0,0,0,0,0,-0.0674875508184311,0,0,0,0,0,0
X600690.SH,0,0,0.13980893733229,0,0,0,-3.46944695195361e-18,0.248921618535258,0,0,0,0,0,0.12822004898222,0,0,0,0,0,0,0,0.0987320028934399,0,0,0,0,0,0,0.0676942502089406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.030917328637277,0,0,0,0,-0.0109444371969069,0,0
X002304.SZ,0,0.231281894254565,0,0,0,0.124819689676728,0,0,0,0,0,0,0,0,0,0,0.0385976349567134,0,0,0,0.0626875474613129,0,0,0,0,0,0,0,0,0,0,0.0326587336322829,0,0,0,0,0,0,0.130819992064198,0,0.103854108984386,0.0301073822144202,0,0,0,0,0,0,0,0,0,-0.0329211738436356,0,0,0,0,-0.0698678829124367,0,0
