,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002304.SZ,X600690.SH,X000651.SZ,X002475.SZ,X600104.SH,X003816.SZ,X002371.SZ,X000725.SZ,X300124.SZ,X000596.SZ,X000063.SZ,X300014.SZ,X600031.SH,X002129.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X600089.SH,X002049.SZ,X002236.SZ,X600372.SH,X000100.SZ,X000661.SZ,X002241.SZ,X601877.SH,X000157.SZ,X600741.SH,X002180.SZ,X600702.SH,X000977.SZ,X600522.SH,X600584.SH,X002074.SZ,X300142.SZ,X600460.SH,X000733.SZ,X300003.SZ,X002007.SZ,X000800.SZ,X300146.SZ,X002294.SZ,X002463.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.247837778866403,0,0,0,0.0759485477644485,0,0,0,0,0,0,0.0393660255690001,0,0,0.0302422788475316,0,0.055629510115528,0,0,0.00585293898649303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0584737129373651,0.0027526652183105,0,0,0,0,0,0,0,0,0,0.0777876975490609,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0220759492768606,0,0,0.133155575443457,0,0.0683083321310413,0,0,0,0,0,0,0,0,0,0.0852913312695979,0,0,0.082360970232123,0,0.0154241692114033,0,0,0,0,0.0206695142396861,-8.67361737988404e-19,0,0,0,-0.000263658216759293,0,0,0,0,0.0136471299596132,-0.0164891067422004,0,-0.00868679782621171,0,0,0,0,0,0,0,0,0,0,0,0,-0.0376770533938707,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0529302795420676,0,0,0,0,0,0,0,0,0.179642035883863,0,0,0,0,0,0,0,0.0895128179159188,0,0,0,0,0,0,0,0,0,0,0.172871175080538,0,0,0,0.114612982136487,0,-0.0100900054846667,-0.0136989263753988,0,0,0,0,0,0
X000568.SZ,0,0.324624075281353,0,0,0,0,0,0,0.0144752688806461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0715592611986579,0,0,0,0,0,0,0,0,0.131425301982422,-0.0089407253766002,-0.025384877835112,-0.0313446493305031,0,0,0,0,0,0,0,0,0,0,0,0,-0.00443671439541987,-0.0656571120059638,0,0,0,0,0,0
X600276.SH,0,0,0.0337364888656886,0,0,0.129781620265319,0,0.0945602672210168,0,0,0,0,0.0207763479594973,0,0,0,-0.0254682941059375,0,0.183489665644883,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0295602897741201,0,0,0,0,0,0,0.00838923790890755,0,0,0,0,0.495306061760077,0,0,0.00188507925619694,0,0,0,0,-0.000820408637332483,0,0,0,0,0,0
X600809.SH,0,0.25510344279341,0,0,0,0,0.319658916441465,0,0.198357329144852,0,0,0,0,0,0,0.078449589172585,0,0,0,0,0,0,0,-0.0219161886660337,0,0,0.0284199378659186,-0.0769486365146393,0,0.0256441836519513,0,0,0,0,0.0534677267549578,0,-0.0130884774709375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0462992369836499,-0.0163583607312475,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.255766977557544,0,0.081807808999123,0,0,0,0,0,0,0,0,-0.0511899257218791,0,0,0,0,-0.00689590523821346,0,0,0,0,-0.0391891131949634,0,0,0,0,-0.0573000686032885,0,0,0,0.134317227625776,0,0,0,0,0,0,0,0,0,0,0,-0.00952292363616953,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165736127631433,0,0,0,0.282866868824768,0,0.112218912298334,0,0,0,0,0,-0.09158112093193,0.00708292156015433,0,0,0,0,0,0,0,0,0.00489689298124809,0,0,0,0,0,0,0,0,0.0875658266381933,0,0,0,0,0.138621350711221,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0536222529476097,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112920572052924,0,0,0.0205151259055292,0,0,0,0.0157111239109583,0,0,0,0.248074395590974,0,0,0,0,0,0.0376799872336988,0,0,0,0,0,0,0,0,0,-0.0829912570475168,0,0.0739091057267969,0.041599881003825,0,0,0.0682405782444165,0,0,0,0,0,0
