,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X000338.SZ,X600031.SH,X600703.SH,X600741.SH,X000568.SZ,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X002456.SZ,X000100.SZ,X002008.SZ,X002236.SZ,X600566.SH,X600498.SH,X002007.SZ,X000625.SZ,X600487.SH,X002179.SZ,X000661.SZ,X600809.SH,X300146.SZ,X000596.SZ,X600177.SH,X002506.SZ,X000157.SZ,X300136.SZ,X002180.SZ,X600089.SH,X600867.SH,X002294.SZ,X300142.SZ,X600066.SH,X600372.SH,X002241.SZ,X000977.SZ,X000981.SZ,X600522.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.819023557090764,0,0,0,-0.0200283483745363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00905702813379692,0,0.101339183766494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155515681930454,0,0,0,0,0,0,0,0.00809662261318383,0.00544122353898389,0,0,0,-0.0346311609163649,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.150760480354592,0,0.0896959213766815,0.056084719298039,0,0,0,0.0615695791409263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13456681368367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168735416151152,0,0,0,0,0.016414289178922,-0.0168441663068171,0,0,0,0,0,0
X000651.SZ,0.0582880732127364,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578685178431622,0.195448790499005,0.0142491044474314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213956837860264,0,0,0,0,0,0,0,0,0.061066201785769,0,0.0934257095357622,0,0.0331429975558684,0,0,0,0,0,0,0.00125280556348248,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0218854252287928,0,0,0.00824478338956888,0,0,0,0,0,0,0,0,0.00826500731137489,0,0,0,0,0,0,0.644185462395241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145010685465828,0,0,0,0,0,0,0,0,0,0,0,0.0708286937632143,0.0130420166008441,0.0775650405330118,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.385115748687767,0,0,0,0,0,0,0.123222478480988,0.0243550586728542,0,0.0189988853411692,0,0,0,-1.73472347597681e-18,0,0.193745507162126,0,0,0,0,0,0,0,0.01627501796808,0.107206605436587,0,0,0,0,0,0,0,0.0063775290061305,-0.0821814022028762,0.00784646266553872,0.00795279330714108,0,0,0,0,0,0
X000858.SZ,0.144670944167016,0,0,0,0,0,0.182913063164691,0,0,0,0,0,0,0,0,0.0358224918724758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337633658695335,0,0.135792348732812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0161248820240558,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.218825355011368,0,0,0,0.00580624869023319,0,0,0,0,0,0.470071114523184,0.0566805681547044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267692943755235,0,0,0,0,0,0,-0.0168232855331265,0,0,0,0,0,0,0,0,0,0,0,0,0.041723052753346,3.46944695195361e-18,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0305928829618751,0,0,0,0.0620794650414167,0.233437222749489,0,0,0,0.060180017790601,0,0,0.176926658261036,0,0,0,0,0,0,0,0,0,0.0281900344010719,0,0,0,0,0,0,0,0,0,0.34165432083362,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.208727735103746,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136098382088703,0,0,0,0,0,-0.0224637411098096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0187856453217494,0,0,0.205171152954493,0,0,0.253474428140662,0,0,0,0,0,-0.0278400165244431,0,0,0,0,0,0
X000063.SZ,0,0,0,0.188796737495453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499886262341584,0,0,0.0816242551270712,0,0,0,0,0.0681271400620215,0,0,0,-0.0655429211307461,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106360986031137,0,0.107050808646176,0,0,0.00264323482779805,-0.0375201735519184,0,0,0,0,0,0
