,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000063.SZ,X002304.SZ,X000858.SZ,X600276.SH,X600690.SH,X600031.SH,X000100.SZ,X000338.SZ,X000157.SZ,X600372.SH,X600089.SH,X600741.SH,X600118.SH,X002129.SZ,X600271.SH,X600703.SH,X002241.SZ,X600177.SH,X600066.SH,X600582.SH,X002236.SZ,X601877.SH,X000800.SZ,X000581.SZ,X600839.SH,X000568.SZ,X000623.SZ,X000550.SZ,X002475.SZ,X000559.SZ,X600060.SH,X300124.SZ,X002292.SZ,X000977.SZ,X002294.SZ,X002456.SZ,X002007.SZ,X000050.SZ,X000869.SZ,X300146.SZ,X600252.SH,X600498.SH,X002465.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.0828819373958035,0.120224132017413,0,0,0.13108905039052,0,0,0,0,0,0,0,0,0,0.098957580899222,0,0,0,0,0,0,0,0,0,0.0833295846971648,0,0,0,0,0.0410899545365845,0.0145210881342152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00979824032737432,0,0,0,0,0,0
X600519.SH,0,0,0,0.0514586355374234,0,0,0,0.0608524427136901,0,0,0,0,0,0.104446337903425,0,0.0155779277510503,0,0,0.0225049939346773,0,0,0,0,0,0,0,-0.0282960097545516,0,0,0,0,0.071389476527002,0.0625351325284314,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226435579365665,0,0,0,0,0,0,0.0125998129534307,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0262327477697552,0.0751864407008638,0,0,0.0751329558100411,0,0,0.179597115028488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114631286879613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0054508610593522,-0.04127744589913,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170019267992318,0,0,0,0,0,0,0,0,0,0,0,0.082159654777028,0.123838889277837,0,0,0,0,0,0,0.100982549091721,0,0,0,0,0.115203581493518,0,0.0429985961404454,0.0811478811036515,0,0,0,0,-0.0146652584433709,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.00190942271806269,0,0,0,0,0,0,0,0,0,0,0,0,0.114432498211804,0,0.00303755199290617,0,0,0,0,0,0,0.029894695809128,0.0893539640826534,0.00739635772542367,0,0,0,0,0.105487144149489,0.101557628213471,0,0,0,0,0,0,0,0.0834522137967784,0,0,0,0,0,0,0,0,0,0,-0.0151375974885998,0,0,0,0,0,0
X000625.SZ,0,0,0.0107961445955122,0,0.264654960546231,0,0,0,0,0,0,0,0,0.159274225593979,0,0,0,0.00193629063219723,0,0,-0.101748941888319,0,0,0,0,-0.0710376020393669,0,0,0,0,0,0,0,0,-0.00934701441796654,0,0,0,-0.0234960608813887,-0.0276336799611904,0,0,0,0,0,0,0,0,0,0,0,0.0188435048942013,0.00613665261245622,0,0,0,0,0,0
X000063.SZ,0.0711594082343533,0,0.000983034355297636,0,0,0,0,0.0352742286281882,0,0,0,0,0.0974248454392728,0,0,0,0.183206351436678,0,0,0.0178434788633026,0,0,0,0.0274078507985025,0,0,0.0285140434126384,0,0,0,0,0,0.0862495156112228,0,0,0,0.0376196388590851,0,0,0,0,0,0,0,0,0,0,0.0363138387932101,0,0,0,0,-0.0178998443905663,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.110648217031751,0,0.157997021301053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124820919669117,0,0.0176925526522083,0,0,0,0,0.225635177521645,0.0393054944889917,0,0,0.00417478574250582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0222231813115221,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0869590997094648,0,0,0,0.103773157766154,0,0,0.0315723418931404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129283787605159,0.0623595290295248,0.0730665935983228,0,0,0,0,0,0,0,0,0,0,0.0480669030170027,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0
X600276.SH,0,0.0535914039868656,0,0,0,0,0,0.0704968018958926,0,0,0.00638144722630892,0,0,0,0,0,0,0,0,0,0,0.0143385317192947,0,0,0,0,0,0,0.0621790030202547,0,0,0,0,0,0,0,0,0,0,0.0359152704111761,0.0154257122903708,0,0,0,0,0,0,0,0,0,0,0.00790336906196051,0.0122923712610963,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0597995652470677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0621649667386031,0,0,0,0,0,0,0.162015910608235,0,0.0561262212711359,0,0.14702249912431,0,0.0741980006603466,0,0,0,0,0,0,-0.00301752577173711,0,0,0.0986457991058167,0,0,0,0,-0.0315704818164394,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0434906033270005,0,0,0,0,0,0,0,0.159170762885871,0.036742660175385,0.155668082891655,0,0,0,0,0,0,0,0.0720622503652985,0,0,0,0.0244803548601112,0,0,0,0,0,0,0.0198367480538397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0562255056808054,0.00789988693695901,0,0,0,0,0,0
X000100.SZ,0,0,0,0.0940496648280937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117370452812698,0,0.0339668717958104,0,0.0236482709718375,0.142955227416605,0,0,0.263548305231549,0,0,0,0,0,0,0,0,0,0,0.0415757346758437,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0.0567807567386361,8.67361737988404e-19,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.268353622301188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143091044304826,0,0,0,0,0,0.0882799179490784,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356032597405718,0,0,0,0,0,0
X000157.SZ,0,0,0,0.0634670501695193,0,0,0,0,0,0,0,0.444854403022129,0,0.0455896211611322,0,0,0.0663013226859017,0,0.000968473647805129,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0232238260292275,0,0,0,0,0.0692365215477604,0,0,0,0,0,0,0.113946504492345,0,0,0.00443794713270913,0,0,0,0,-0.0038125465989955,0,0,0,0,0,0,0
X600372.SH,0,0,0,0.0724758357432197,0,0,0,0,0,0,0,0.260252343243188,0,0,0,0,0,0,0.0867429753047564,0,0,0,0,0,0,0,0,0.0686892889134905,0.055760689691524,0,0.0298733120146943,0,0,0,0.148766116427229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0297862777143689,0,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0.433029711510706,0,0,0,0,0,0,0.0563357346188766,0,0.0233796551645918,0,0,0,0,0.0319121371355046,0.0134536840114711,0,0,0,0,0,0,0,0,0,-0.0577897163898525,0.0328943607931492,0,0,0,0,0,0,0,0,0,0.134798960191588,0,0,0,-0.00700541632598318,0,0,0,0,0,0,0
X600741.SH,0.0934759686466877,0,0,0,0.136125350809596,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.158422294822875,0.156618865618431,0,0,0,0,0,0,0,0,0.0478433720431752,0,0,0,0,0,0,0,-0.0334783585554785,0.247143431740187,0,0,0,-0.0237578902305429,0,0,0,0,0,0.00659804249301981,0,0,0,0.00767505563573438,0.0539755128943627,0,0,0,0,0,0
X600118.SH,0,0,0,0,0.0174539505095071,0,0,0,0,0,0,0,0,0,0,0.131838710413995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324041667980317,0,0,0,0.0649977074990414,0,0.0823933395638764,0.0483710138491766,0,0,0,0.0801330788042751,0,0,0,0,0.220198065840617,0,0,0,0,0,-0.0205563072074241,0,0,0,0,0,0
X002129.SZ,0,0,0.0466580220686792,0,0.154939518950216,0,0.0499981148529644,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.137026641803425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134567569752044,0.0985587355968915,0,0,0,0,0.128310862293472,0,0,0,0,0,0,0,0,0,-0.0359576291018844,0,0,0,0,0,0,0
X600271.SH,0,0,0.0760202069174186,0,0.128289691716354,0,0,0,0,0,0,0,0.157704225686792,0,0,0,0,0,0,-0.0262666892977366,0,0,0,0,0,0,0.203614413158862,0,-0.0524447251608903,0,0,0.0686792940582213,0,0,0,0,0,0.268177748207337,0,0.0875151047271518,-0.0340177428266341,0,0,0,0,0,0,-0.0299795507177755,0.0574628514182845,0,0,-0.0189857309235422,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.217279189297221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00349111133099125,0,0.138764468084726,0,0,0,0,0,0.0842230734536996,0,0,0,0.0141843917473672,0,0,0,0,0.0536049108951127,0,0.0737846897078932,0,0,0,0.00494039238888552,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0519871620500687,0,0,0.152819296083416,0,0.0690272020239031,0,0,0,0,0.250583814165567,0,0,0,0,0,0,0,0,0.041955678173945,0.0200803874998725,0,0,0,0,0,0.0109284370020707,0,0,0,0,0,0,0,0,-0.0311579145807879,0,0,0,0,0,0,0
X600177.SH,0.169184431932926,0,0,0,0,0,0.0763938330572955,0.0485858960823979,0,0,0,0,0,0,0,0.0360829454910752,0,0,0,0,0,0,0,0,0.0389285594892021,0,0,0,0,0.130374400267965,-0.104069007775482,0.109220570510551,0,0,0,0,0,0,0,0,0,0.155512360009276,0,0,0,0,0,0,0,0,0,0.030518165553668,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0.118527412533044,0,0,3.46944695195361e-18,0,0,0,0,-2.71050543121376e-20,0,0,0,0.0210651807512955,-3.46944695195361e-18,0,0.0255420895197027,0,0,0,0,0,0,0,0,0.001053390886608,0,0,0,0.236702632783023,0,0,0,0.0501848624003395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206585275119551,0,0,0,0,0,0
X600582.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656652992989928,0.118816345918399,0,0,0,0,0.232011397478233,0,0,0,0,0,0,0,0,0.25018452274763,0.0729620285665595,0,0,0,0,0.0957693020645181,0,0,0,-0.0435749167479209,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0.134312345093698,0,0,0,0,0,0.0479209267368263,0,0,0,0,0,0,0,0,0,0.351454923763688,0,0.0687468708811699,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.333635326133648,0.117275956464097,0,0,0.0523004510560069,0,0,0,0,0,0,0,0,0,0,0,0,-0.0169818813398629,-0.0184964729031151,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0.0589650554448753,0,0,0,0.120741667498807,0,0,0,0,0,0,0.101453496644625,0,0,0,0,0,0,0.0636331735067257,0,0,0,0,0,0,0,0.00516994508470946,0,0,0,0.0846723108745091,0.0805639478481037,0,0,0.0116238349161641,0,0.0955882723514178,0,0,0,0,0,0,0,-0.0396754221222514,0,0,0,0,0,0,0
