,X600519.SH,X600104.SH,X000858.SZ,X000651.SZ,X002415.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X000338.SZ,X000568.SZ,X600031.SH,X600741.SH,X600703.SH,X300003.SZ,X601877.SH,X600271.SH,X002008.SZ,X300124.SZ,X600487.SH,X002236.SZ,X000596.SZ,X000100.SZ,X002456.SZ,X600809.SH,X600867.SH,X002007.SZ,X002179.SZ,X600498.SH,X600566.SH,X000661.SZ,X000625.SZ,X600066.SH,X300146.SZ,X002294.SZ,X600177.SH,X000157.SZ,X002506.SZ,X600089.SH,X000977.SZ,X002180.SZ,X000981.SZ,X002241.SZ,X300136.SZ,X300142.SZ,X600522.SH,X600372.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.440788211272428,0.000794254445058593,0,0,0,0,0,0,0,0,0,0,0,0,0.147711515678829,0,0,0,0,0,0.0339223225964874,0,0,0,0.0814478661734094,0,0,0,0.0379183812369908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00530318670288137,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0905880814505397,0,0.0399345660577516,0.0837521267555592,0,0,0,0,0,0,0,0,0.0064877094937062,0,0,0,0,0,0.275587116932428,0.00518019735765557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202375789716211,0,0,0,0,0,0,0,0,0,0.0104839013497237,0,0,0,0,0,0,0
X000858.SZ,0.153926538744028,0.0955353646715624,0,0,0,0,0.11103891294074,0,0,0,0,0,0.22333727032614,0,0,0,0,0,0,0,0,0,0.0496891181733691,0.0906300622190168,0,0,0.121566497371841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00358818403542249,0,0,0,0,0,0
X000651.SZ,0.248750204838961,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.141790697526083,0,0.0278543704054417,0,0,0,0,0.0860339501702765,0.00983039516853294,0,0.0214967359202562,0.087636191256895,0,0,0.0589095510194583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0204490240693676,0,0,0,0.00910481134068095,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0711108323669396,0,0,0.599008901148814,0,0,0,0,0,-0.0237230224294739,0,0.0652246019079536,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0.0115919363436283,0.118728438827454,0,0,0,0,0,-0.0670092452342646,0,0.0584993284008474,0.0246136324177739,0.069585076306254,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0586726574964654,0,0,0,0,0,0.261277131877039,0,0,0,0,0,0.165808884044238,0,0,0,0,0,0.180623286181648,0,0,0.0548952761997131,0.0674946699684084,0,0,0.214643041978325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166029887036281,0.0201455854844265,0,0,0,0,0,0
X002304.SZ,0,0,0.444787168879677,0,0,0.0335123716330526,0,0,0,0.0566383202045319,0,0,0.349631352583419,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106279684845457,0,0,0,0,0,0,0,0,0.000871121484810798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00402615781804948,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291559430914614,0,0,0,0,0,0,0,0,0.0947914332000239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534306500341377,0,0,0,-0.00530240432656096,0,0,0,0,0,0,0
X600690.SH,0,0.0408673296425718,0,0,0,0,0,0,0,0,0,0,0.00583291602173216,0,0.0965260044994934,0,0,0,0,0,0.148575642950687,0,0.0909250223921786,0,0,0,0,0.0841883558536544,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0341615037953021,0,0.0229550704087195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.12086658585763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296232101250474,0,0,0,0.308050351323276,0.0360934528219619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.132278314226448,0,0,1.38777878078145e-17,0,0,0,0,0,0.014687752134471,-3.46944695195361e-18,0,0,0,0,0,0
