,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X600031.SH,X600703.SH,X000063.SZ,X002475.SZ,X000568.SZ,X600741.SH,X000338.SZ,X300003.SZ,X600271.SH,X002008.SZ,X601877.SH,X002236.SZ,X300124.SZ,X600487.SH,X002456.SZ,X600809.SH,X000100.SZ,X600867.SH,X000596.SZ,X600498.SH,X000977.SZ,X000625.SZ,X000661.SZ,X300136.SZ,X600066.SH,X600566.SH,X000157.SZ,X002179.SZ,X300142.SZ,X002294.SZ,X002180.SZ,X600522.SH,X000981.SZ,X300146.SZ,X002007.SZ,X002049.SZ,X002241.SZ,X000869.SZ,X600177.SH,X600089.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.373974036869535,0,0,0,0,0,0,0,0,0.0197543852797871,0,0,0,0.110847102754283,0,0.0207094465846619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11116903312874,0,0,0,0,0,0.00528758230713791,0.00257768057354579,0,0,0,0,0,0
X600104.SH,0,0,0,0.0995567656939466,0,0,0,0,0,0,0,0,0,0,0.292123412476625,0,0,0,0.0438198829894229,0,0,0,-0.000290743713278215,0,0,0,0.00524341468638013,0,0,0,0,0,0,0,0,0,0,-0.117703718716559,0,0,0,0,0,0,0,0,0,0,0,0,0.0268411306716203,0.0254605982969881,0.0546290551105355,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0524054125782062,0,0,0.00877211881186565,0,-0.0299496863334554,0,0,0,0,0,0,0.0557976522181711,0,0.153625890858401,0,0,0,0,0,0,0,0.0121889278074441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116912089401828,0,0,0.293132533030211,0,-0.00180365462986927,0,0,0,0,0,0,0
X000858.SZ,0.08358984353858,0,0,0,0,0,0.294001746082714,0,0.071894248118969,0,0,0,0,0.256511084419713,0,0,0,0,0,0,0.0638826429795016,0,0,0,0,0,0,0.00380032607258654,0,0,0,0,0,0,0,0,0,0.0124937342048777,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00785277746408981,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0667747774989657,0,0,0,0,0.0559963619701957,0,0,0,0,0,0,0,0,0,0,0.105039242175035,0,0,0,0.377563940196239,0,0,0,0,0,0,0.197307014298,0,0,0,0.0759461432090064,0,0,0,0,0,0,0,0,0.0120911264214487,0.0169965527064771,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0984308760647792,0,0.0910258004743345,0,0,0.0745042067049462,0,0.0863943316902321,0,0,0.187992924056412,0,0,0,0,0.0497045923048283,4.33680868994202e-19,0,0,0.0106046361770337,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181775892572479,0.0274564600163131,0,0,0,0,0,0
X002304.SZ,0,0,0,0.35472195309356,0.0601614217116528,0,0,0,0,0,0,-0.060221180319777,0,0.388807196817283,0,0,0,0,0,0.0278121825178753,0,0,0,0,0.0284813454174941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0961927255024012,0,0,0,0,0,0,0,0,0,0,0,0,0.00855423901328273,0.0195537767058722,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0948785500557818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0919564550414232,0,0,0,0,0,0,0,0,0,0,0.446867398175066,0.0414856902434877,0,0,0,0,0,0,0,0,0,0.00640637236430169,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.022189808764035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0824073204612417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0689539949668873,0,0,0.0544010334648258,0,0.0119423873005107,0.0318980205481526,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,-0.0546102840980393,0,0,0,0,0,0,0,0.206344660881079,0,0,0,0,0,0.0157205632033188,0,0.195408648103337,0.0415996248064305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0202713146643971,0,0,0,0,0,0,0,0.00935154573296359,0.0035679738993858,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.0686169939257743,0,0.191531966082493,0,0,0.00206729409859994,0.0164238752233576,0.0577740638019033,0,0.0766308526881151,0,0,0,0,0,0.0337908648318032,0,0.125394463242413,0,0,0,0,0,0,0,0,0,0,0.0799406791843175,0,0,0,0,0,0,0,0,0,0,0,0,-0.00892085195602375,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0471856816341419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156703060590323,0,0,0,0,0,0.0913152638116732,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0678724480503356,-0.0444164250112392,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.00259474193812977,0,0.0184131704754518,0,0,0,0,0,0,0,0,0,0,0,0.567955686616362,0,0,0,0,0,0,0,0.0958232503365801,0,0,0,0,0,0,0,0,0,0,0,0.140651421466014,-6.93889390390723e-18,0,0,0,0,0,0,0.00887770794732945,0.00997415416427362,0,0,0,0,0,0
X000568.SZ,0,0,0,0.426335741311508,0,0,0.0597586505318618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242177751523816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0624919386069445,0,0.00406831279287414,0,0,0,0,0,0,0
X600741.SH,0,0.297454163620592,0,0,0,0,0,0,0.125009680364199,0,0,0,0,0,0,0,0.0960489162648038,0,0.0180430329083075,0,0.0901360741508245,0,0,0,0,0,0,0.0243329878858399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0808683028479254,0,0.0545151080606839,0,0,0,0,0,0,0.0104026224646591,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.0573556414051171,0,0,0,0,0,0,0,0,0,0,0,0.191802426246044,0,0,0,0,0,0,0.24414680424625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169831166183868,0,0.0108789472598042,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0.223563157292684,0,0.111631223078321,0.261773806165844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106470798120691,0,0,0,0,0.194196483143672,0,0,0,0,0,0.00133051759413265,0,0,0,0,0,0,0.119473615708506,0,0,0,0,0,0,-0.007513205510542,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155344396058523,0,0.138458060931168,0,0,0,0,0,0.177904791470057,0.0387354179040568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.541026002645012,0,0,-0.00272172739626557,-0.00892963889793771,0,0,0,0,0,0
X002008.SZ,0,0,0.271307492516487,0,0,0,0,0,0,0,0,0.0790125059436889,0,0,0,0,0.0196607831674207,0,0,0,0.13290866579851,0,0,0,0.0176380001180651,0,0,0,0,0,0,0,0.0336439218530671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.7762635780344e-21,0.0142649987885396,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0.282127186935171,0,0,0,0,0,0,0,0,0,0.0145523581410001,0,0,0,0.0257326120832153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140743178528456,0,0,0,0.319712049751614,0,0,0.000462017972431372,-0.0333537395609477,0,0,0,0,0,0
X002236.SZ,0,0,0.32773544949017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259778783166361,0,0,0,0.374585383660009,0,3.46944695195361e-18,0,0.0265938929285533,0.221679236553001,0,0,0,0,0,0,0,0,0,0,0,0.0593253583209563,0,0,0,0,0,0,0,0,0,0,0,-0.00404471469466236,-4.33680868994202e-19,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.0269276992261981,0,0.0386413049607192,0,0,0,0.0357744055835248,0,0,0,0,0,0.00679397886601112,0,0,0,-0.076957658396521,0,0,0,0,0,0,0,0,0.0461621242516595,0,0,0,0.0242033644070456,0,0,0,0,0,-0.170003617865957,0,0,0,0,0,0.262955345412306,0,0,0,0,0.0630086872779347,0.0110254010832492,0.0362118475172629,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.193802748028005,0,0,0.180610158865984,0,0,0.108258973240477,0,0,0,-0.0270749758696328,0.185590357872289,0,0,0,0,0,0,0,0,0,0,0,0.345421071173721,0,0,0,0,0,0,0,0,0,0,0.00788852716849763,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0.146962854319445,0,0.47724071602277,0,0,0,0,0,0,0.094410229395325,0,0,0.139594943570538,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.014571468858763,0,0,0,0,0,0,0,0,0,0,0,0.164874703692268,0,0,0,0,0,0,0.00694426966490613,-2.16840434497101e-19,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.3199266301249,0,0,0,0,0,0,0,0,0.22825334491038,0.0109599816474379,0,0,0,0,0,0,0,0,0,0,0.184488774921618,0,0,0,0,0,0,0,0,0,0.0535067514799157,0.219021499611674,0,0,0,0,0,0,0,0.0564962988647678,0,0,0,0,0.0137364434839221,0.0427542455570477,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.391889376319749,0,0,0,0.0268281298878527,0,0,0,0,0,0,0,0,0.0528441867709138,0,0.0582251256989027,0.0741517523462019,0,0,0,0.00230800946689498,0,0,0,0,0,0,0,0,0,-0.0176425353508021,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00367138425418383,0.0151176579256858,0,0,0,0,0,0
X600867.SH,0,0,0,0,0.300584637739671,0,0,0,0,0,0.107957493869856,0,0.0295845122925781,0,0,0,0,0,0,0,0.0209176226696679,0,0,0.0644751383842633,0,0,0,0,0,0,0,0.237046169129843,0,0,0,0,0,0,0,0,0,0,0,0.286250744583963,0,0,0,0,0,0,0,-0.0111506166241199,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.00293233919129928,0,0,0,0,0,0,0.0110396776468572,0,0.541487309387266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230400325590398,0,0.07828546835973,0,0.136853154475214,0,0.0333244513183893,0,0,0,0,0,0,0,0.00559952906036894,0.0236927782872115,0,0,0,0,0,0
X600498.SH,0,0,0,0,0,0,0,0,0,0,0,0.0463487188101643,0,0,0,0,0,0,0,0,0,0,0.361859574585395,0,0,0,0,0,0,0.153010992747261,0,0,6.93889390390723e-18,0,0,0,0,0.00775387821206947,0,0,0,0,0,0,0.141299855246862,0,0,0,0,0,0,-0.00257239479665709,1.0842021724855e-19,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0.088550511928999,0,0,0,0,0,0,0,0,0.0504703531837608,0.0570279119553322,0,0,0,0,0.105543348038346,0,0,0,0,0,0.143768032647395,0,0,0,0,0,0,0,0,0,0.00955867128630988,0,0.146925279503647,0,-0.117919516830036,0,0.378213795744017,0,0,0,0,0,0,-0.0208668845109322,-0.0101357458342482,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0.0283734036415182,0,0,0,0,0,0,0,0,0,0,0,0,0.11108986158105,0,0,0,0,0,0,0,0,0.0936192130498075,0,0,0,0,0,0,0,0.00967141557859008,0,0,0.0552701882454286,0.0735631709374805,0,0,0.0741360740157927,0,0,0,0.186689064440836,0,0,0,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0,0,-0.0874350013052111,0,0,0,0,0,0,0,0,0,-0.0183142999638467,0,0,0,0,0,0,0,0,0.344230642952713,0,0,0,0,0,0,0,0.290156303961468,0,0,0.137323776379709,0,0,0,0,0,0.254622968777382,0,0,0,0,0,0,0,-0.0230429840157458,0.0220065938059969,0,0,0,0,0,0
X300136.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0895886119374306,0,0,0,0,0,0,0,0.103297069307253,0,0,0.258550214011533,0,0,0,0,0,0,0,0,0,0,0.0706734234347931,0,0,0,-0.0293129297341425,0,0.0308197798831516,0,0,0.183063099086741,0,0.105701755340493,0.429050730232917,0,0,0,0,0,-0.0111627772567143,-0.0343328495937036,0,0,0,0,0,0
