,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002304.SZ,X002475.SZ,X600104.SH,X600690.SH,X000651.SZ,X300014.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X002129.SZ,X000338.SZ,X000625.SZ,X002241.SZ,X600703.SH,X000596.SZ,X002049.SZ,X601877.SH,X000661.SZ,X300142.SZ,X002179.SZ,X600089.SH,X000100.SZ,X600460.SH,X600741.SH,X000799.SZ,X000157.SZ,X002074.SZ,X002236.SZ,X600884.SH,X600702.SH,X600779.SH,X601799.SH,X600584.SH,X002414.SZ,X002007.SZ,X000733.SZ,X600183.SH,X000800.SZ,X300003.SZ,X000977.SZ,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.46577731275927,0,0.0886574057760807,0,0,0,0,0,0,0,0,0,0,0,0.0426761962637747,0,0,0,0,0,0,0,0,0,0.0575314718013187,0,0.00228186958832897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.00840991996976772,0,0,0,0,0,0
X000858.SZ,0.117652036099391,0,0,0,0.171473163365091,0.0203045716739184,0,0,0,0,0,0,0,0,-0.0079337981857596,0,0,0,0,0,0,0,0,0,0,0,0.0779747404390428,0,0,0,0,0,0,0.159823303824077,0,0,0,0,0,0.231679886709945,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298577861890413,0,0,0,0,0,0
X002415.SZ,0,0.152848928707837,0,0,0,0,0,0,0,0.157618764728327,0,0,0,0,0,0,0,0,0,0,0,0,0.0522804663532306,0,0,-0.0388750774807265,0,0.0143748328217863,0,0,0,0,0,0,0,0,0,0.0872672266435378,0,0.0408084567588732,0,0,0,0,0,-0.0417797326223955,0,0,0,-0.119494066249499,0,0.00310707650431271,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.205654508865494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514636576228361,0,0,0,0,0.144843922880884,0,0,0,0,0,0,0,0,0,0,0,0,-0.0118530947029491,0,0,0,0,0,0,0
X000568.SZ,0,0.398061491675229,0,0.107008129236488,0,0,0,0,0,0,0,0,0,0,-0.0672278121452143,0,0,0,0,0,0,0,0,0,0,-0.01989416003031,0,0,0,0,0,0,0,0.162280946353159,0,0,0,-0.0281602247334497,0.0319791153099126,0.0482373289377809,0,0,0,0,0,0,0,0,0,0,0,0,0.00878577155289244,0,0,0,0,0,0
X600276.SH,0,0.200174620701798,0,0,0,0,0,0,0,0,0,0.223817183739612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272319916184889,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0553259839625262,0,-0.0623560014365927,0,0,0,0,0,0,0
X002304.SZ,0,0.0314766140173229,0,0.302644755482972,0,0,0,0,0,0.0894527690221179,0,0,0,0,0,0,0,-0.131860517144223,0,0,0.0486855670507717,0,0,0.00877078083638918,-0.00404477137430876,0,0,0.0191608143599961,0,0,0,-0.0694045211501948,0,0.101167958300247,0,0,0,0,0,0.075225816025829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.040798899350257,0,0.00777670055716509,0.0750153939191771,0,0,0,0,0,0.0457023767393984,0,0,0.0759765785565259,0,0,0,0,-0.215228246534961,0,0.0596467096612947,0,0.0608826244741454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121339738788191,0,0,0,0,0,0,0.0146136981299776,0,0
X600104.SH,0,0,0,0,0,0,0.0327795211517449,0,0,0,0,0,0,0.0614134906313953,0,0,0,0,0,0,0.152646003032872,0,0,0,-0.0104638407459545,0,-0.0126527594547408,0.023212774061669,0,0,0.0648910351194441,0,0.187106962639307,0.0523679213352807,0.0668530329396425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0452036147159026,0,0,-0.0275846086933841,0,0,0,0.00400404669500292,0,0
X600690.SH,0,0,0,0,0,0.0323358044842713,0,0,0,0,0,0.059357972022352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00618856275953656,0,0,0,0,0.0788932809034489,0,0,0,0,0.156726267633648,0,0,0,0,0,0,0,0,0,0,0.0072549799880528,0,-0.016901166752929,0,0,0,0,0,0
X000651.SZ,0,0.0631787069992387,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.178903583444899,0,0,0,0,0,-0.0183721447561943,0,0,0,-0.0230459585047702,0,0,0,0,0,0,-0.0142785699195017,0,0,0,0,0,0,0,-0.0435212963061939,0,0,0,0,0,0.085515913230207,0,0,0,0,0.0530523165148002,0,0,0,0.0344120647895491,0,0,0,0.0227760691117024,0,0
X300014.SZ,0,0,0,-0.0655980325850602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224432298767174,0,0.190921267284858,0,0,0,0,0,0.193466537132313,0,0,0.0526320785731096,0,0,0,0,0,0.239495107451846,0,0,-0.130331802452495,0.200029294350394,0,0,0,0,0.0187315580522517,0,0.0253578084764518,0,0,0,0,0.0455570846086346,0,0,0,0,0.172887347987917,0,0
X600031.SH,0,0,0,0.00700267045455367,0,0,0,0.2866700159432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0853716812285464,0.146467143245447,0,0,0,0,0,0.346714399072446,0,0,0.00726460674033702,0,0,0,0,0,0,0.0409192412417634,0,0,0,0,0,0,0,0.0146658191444245,0,0,0,0.0706291056971242,0,0
X000725.SZ,0,0,0,0,0,-0.072670332166664,0.0128736318128103,0,0,0,0,0,0,0,-0.00759896537479322,0,0,0,0,0,0.0446338372550965,0,8.67361737988404e-19,0,-0.0374217836680499,0,0,0.123581842183841,0,0,0.33204823979338,0,0.0213842453714701,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189895255347203,0,0,0,0,0,0.00105278563520499,0,0,0,-0.00994291021708031,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0495699079609523,-0.154252110531956,0.264991912083641,-0.134777031741915,0,0,0,0,0,0.409794366503256,0,0,0,-0.0367639360532091,0,0.126341678919107,0,0.0621060003091429,0,0,0,0,-0.206926399113578,0,0,0,0,0,0,0.0213722186052869,0,0,0,0,0.019448611191365,0,0
X300124.SZ,0.429153133515345,0,0,0,0,0,0,0,0,0,0,0.0647383774922192,0,0,0.0471035083816215,0,0,0,0.04805243571584,0.0803392464552375,0,0,0,0,0,0,0,0,0,0.0152979321335882,0,0.0210909805035524,0,0,0.17755043306723,0.202719229664389,0,-0.046124582254178,0,0,0,0,0,0,0,0.0890802276640444,0,0,0,0,0,-0.00645408361592967,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.0492402540281741,0,0,0,0,0,0,0.140029253831134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100970697991266,0,0,0,0,0,0.11631464543753,0,0,0,0,0.192818984252896,0,0,0.000482119169943274,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0037727566509173,0,0,0,0,0.0317513315269463,0,0,0.0566292069224008,0,0,0,0,0.0156652386745872,0,0,0,0,0,0,0,0,0,0.0538369043180403,0,0,-0.0110558028550869,0,0,0,0,0,0,0,0,0,0,0,0.018779394529922,0,0,0,0,0,0,-0.194903282545451,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0.33901761882778,0,0,0.101562334473144,0,0,0,0,0,0,0,0.131968055422068,0,0,0.175509435470041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0163558567465564,0,-0.0991879471207909,0.14902198246575,0,0,0,0,0,0,0,0,0,0.0793032513534072,0,0,0.0887330455893371,0.0285568651852756,0,0,0,0,0.098787914888032,0,0,0,0,0,0,0,0,0,0,0,0.0412382724800139,0,0.0865500828694134,0,0,-0.00519951494261488,0,0,0,0,0.0470693161595749,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.414998711788971,0,0,0,0,0,0,0,0,0,0,0,0.0151833498298414,0,0,0,0.00669891958657025,0,0.0195883509788776,0.139392293993614,0,0.145958634480238,0,0,0.006594424924647,0,0,0,0,0,0,0.297183807109696,0,0,0,0,0,0,0,0,-0.0207861314551138,-4.33680868994202e-19,0,0,0,0.0402174312046224,0,0
X002241.SZ,0,0,0,0,0,0,0,0.33926336263373,0,0,0,0,0,0,-0.0734230754998417,0,0,0.368659708852821,0.0604077375277524,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234538091025106,0,0,0.0458929938238973,0,0,0,0,0,0
X600703.SH,0,0,0,0.0548050903560909,0,0,0,0,0,0,0,0,0,0,0.158127591619301,0,0,0,0.295594320357897,0,0,0,0,0,0,0,0,0,0,0,0,0.0564995747631211,0,0.0478739748610891,0,0.0489032871301796,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0559301154006945,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.105874820498305,0,0,0,0,0,0,0,0,0,-0.0958400671239727,0,0,0,0,0,0.0203506321615593,0,0,0,0,0,0.28153201752021,0.0179793117173159,0,0,0,0,0,0,0,0,0,0.105777230596805,0.128428109450239,0.0760038898653377,0,0,0,0,0,0,0,0,0,0,0,-0.00447647993834631,0,0,0,0,0,0,0
X002049.SZ,0,0,0,-0.0587753960764879,0,0,0,0,0,0,0,0,0,0,0.323951586226474,0,0,0,0,0,0,0,0,0,0,0,-0.0619906020393194,0.0318635460292581,0,0.103038853617535,0,0,0,0,0,0,0,0.0131254568871871,0,0,0,0,0,0,0.199361257946505,0,-0.109831876283697,0,0,0,0,0.0163654761015757,0,0,0,0,-0.0466036947619089,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.190077249727396,0,0,-0.1281153588069,0,0,0,0,0,0.0173311947655513,0,0,0,0,0.13818263483139,0,0,0.343998088016044,0,0.303989426812184,0,0,-0.130336119779016,0,0,0,0.0687790150073511,0,0,0,0,0,0,0.0487156229928455,0,0,0,0,-0.186240157656727,0,0
X000661.SZ,0,0,0,0,0.269502569205545,0.175757609092804,0,0,0,0,0,0.294996535597909,0,0,0,0,0,0,0,0,0,0,0,0.146985637916404,-0.0655122428395039,-0.0536353450707186,0,0,0,0,-0.153018751930582,0,0,0,0,-0.333157957610146,0.276702146698561,0,0.0795432356432523,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0547503680544151,0,0,0,0.0134964904472948,0,0
X300142.SZ,0,0,0,0,0.314618717801835,-0.188231419667682,0,0,0,0,0,0,0,0,0,0.198740121129686,0,0,0,0,0,0,0,0,0.172780646058664,0,0,0,0,-0.143415466818573,0,0.0942227910920284,0,0,0,0,0,-0.07306371880833,0,-0.0718736595727579,0,0,0,0,0,0,0,0,0,0,0.0698361138945899,0.404732976539968,-0.346610373304741,0,0,0,0.058091077817309,0,0
