,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X600690.SH,X003816.SZ,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X000063.SZ,X300124.SZ,X000338.SZ,X002304.SZ,X000596.SZ,X000100.SZ,X300014.SZ,X002463.SZ,X002179.SZ,X002241.SZ,X600089.SH,X000157.SZ,X600703.SH,X600584.SH,X600372.SH,X000977.SZ,X600183.SH,X600066.SH,X600522.SH,X002236.SZ,X002028.SZ,X600741.SH,X002049.SZ,X600418.SH,X000921.SZ,X601877.SH,X600487.SH,X002180.SZ,X000800.SZ,X000661.SZ,X002223.SZ,X002156.SZ,X601799.SH,X002129.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.100891595926069,0,0,0,0,0,0.206489776991062,0,0.163915317341506,0,0,0,0,0,0,0,0.0609729272698884,0,0.113138290302887,0,0,0,0,0,0,0,-0.0770207843189171,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0690313408527102,0,0,0,0,0,-0.0034390927647092,-0.0345624502915545,0.0306613028534387,0,0,0,0,-0.0153430269386484,0,0,0,0,0,0,0
X000858.SZ,0.289620169543381,0,0,0,0,0,0,0,0,0.233874291162159,0,0,0,0,0,0,0,0,0,0.0308049153125975,0.0733351932359403,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201128516666822,0,0,0,0,0,0,0,0,0,0,0.0188733030013677,0,0,0,0.0182850839791437,0.039389321987204,0,-0.00417543009107675,-0.00893149020575506,0,0,0,0.0147016042350312,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0522433512057354,0.0981405406359561,0,0.217705949125459,0,0,0,0.182957299858433,0,-3.46944695195361e-18,0,0.0370503833296325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141967154264191,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0632834775732124,0.00297933717160736,0,0,0,0,0,0,0,-0.158954770899744,0,0,0,0,0,0,0,0.0143781845318726,0,0,0,0,0,0,0,0,0.0130505563089302,0.023440470489518,0,0,0,0,0,0.0527751219822388,0,0,0,0,0,0,0,0,0,0,0.151577863531488,0,0,0,0.00320947587183281,-0.146560198313785,0,0,0.0640662435116744,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0447765122253822,0,0,0,0,0,0,0,0,0,0,0.22817625078381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0528823371442491,0,0,0,0,0,-0.0419793422728401,0,0,0.0395569140839708,0,0
X600690.SH,0,-0.0384214221739027,0,0,0,0,0,0,0,-0.1856589419836,0,0,0,0,0.0340615106473429,0,0,0.208104436591311,0,0,0,-0.00348378649672474,0,0,0,0,0,0,0,0,-0.0462959013281333,0,0,0,0,0,0,0,0,0.201002811661122,0,0,-0.0636975232171205,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0838859317897063,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.151752727301098,0,0,-0.0162322015893575,-0.221498033565972,0,0,0,0,0,0,0,0,0,0,-0.172784938396934,0,0,0,0,0,0,0,0,-0.0342029018922964,0.0409108295431283,0,0,0,0,0,0,0,0,0,-0.00979638160515163,0,0,0,0,0.116011053137065,0,0,0,-0.00825696759267405,0,-0.00812780679105115,0,0,-0.00372237695050063,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0737517875803241,0,0,0,0.247024292134037,0,0,0,0,0,0,0,0,0,0,0,0,0.0127101861632309,0,0,0,0,0,-0.0349323251731154,0,0,0,0,0,0,0,0,0,0,0,0,-0.00748053249717463,0,0,0,0,0.0188427066735892,0,0
X000651.SZ,0,0,0,0,0,0.0512562835371689,0,0,0,0,0,0,0,-0.0256955060244006,0.00963314117420079,0,0,0,0,0,0,0,0,0,0,0,0.0569867056386961,-0.0152259190056499,0,0,0,0,0.00411384237111117,0,0,0.00452082997755507,0,0,0,0.187339124032228,0,0,0,0,0,0,0,0,0,0,0,0.0194214486191921,0.00940129804074329,0,0,0,0,0,0
X000568.SZ,0,0.755597609317623,0,0,0,0,0,0,0,0,0,0,0,2.71050543121376e-20,0,0,0,0,0,0.15281025008849,0,0,0,0,0,0,0,0,0,0,0,-0.049916043889803,0.0784417765588162,0,0,0,0,0,0,0,0,-0.0429235114278435,0,0,0,0,0,0,0,0.158550853173044,0,-0.00349366109402765,-0.050542865037408,8.67361737988404e-19,0,0,-0.001344292140636,0,0
