,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002304.SZ,X000725.SZ,X000661.SZ,X600031.SH,X000568.SZ,X003816.SZ,X600809.SH,X600703.SH,X000338.SZ,X600690.SH,X300014.SZ,X002371.SZ,X002241.SZ,X000100.SZ,X002007.SZ,X000596.SZ,X300142.SZ,X300124.SZ,X002049.SZ,X300003.SZ,X600183.SH,X600741.SH,X002129.SZ,X600584.SH,X002236.SZ,X000977.SZ,X000625.SZ,X000157.SZ,X000800.SZ,X601877.SH,X002414.SZ,X002456.SZ,X300136.SZ,X000066.SZ,X002463.SZ,X002179.SZ,X600118.SH,X002008.SZ,X002185.SZ,X600522.SH,X000021.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.138734955896311,0.170163130769747,0,0,0,0,0,0.160481624037318,0,0,0,0,0,0,0,0,0,0,0,0.0094377628489761,0,0,0,0,0,0.0123412762152385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00478860425591611,0.010145795316776,0,0,0,0,0,0
X000858.SZ,0.143623197943583,0,0,0,0,-0.0111929828730803,0,0,0.038497461623164,0,0,0,0.209265072082471,0,0.174329422294428,0,0,0,0,0,0.0950215713045252,0,0,0,0,0,0,0,0,0,0.0231078646739238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00186722590292368,0,0,0,0,0,0,0
X600276.SH,0,0.0913919374733904,0,0,0,0,0,0,0.00732053072065874,0,0.401155037359924,0,0,0,0.0372388984038377,0,0,0,0,0,0,0,0.00463225108275466,0,0.0988585699157528,0,0.0160463428215761,0.0118017495906898,0.21785680341844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106986508303446,0,0,0,-0.00995452517262155,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2704669425209,0.010261554100628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0545020386331307,0,0,0,0,0,0.0909719527240422,0,0.0611016719257431,0,0,-0.0107399421487968,-0.010737028759519,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0449916746459991,0,0,0,0,0,0.107381610930776,0.0222444111373527,0,0,0.0400932161636296,0.0181342576936743,0.223411454818322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112028484136062,0,0,0,0,0.0149559841985821,0.00493616592102581,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.101039697709373,0,0,0,0,0.0552283595857275,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.130046247481045,0,0,0.0483119485727431,0,0,0.118845046395523,0.0167451802656534,0,0,0,0,0,0.1196365288185,0,0,0,0,0,0,0,0,0,0,0,0.00252123385406501,-0.00880426869382842,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.10405295737211,0,0,0,0,0,0.0241480647380504,0,0.0493695107755497,0,0,0,0,0,0,0.0176732821808424,0.0756359360735691,0,0,0,0,0.082590440799848,0,0.195931206038515,0,0,0,0,0,0,0.0359861416191064,0,0,0,0.0263826399964535,0,0,0,0,-0.063778412845304,-0.00566961619982317,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.129155754600715,0,0,0,0,0,0,0,0,0,0.0982451369487032,0,0,0,0.0425799952829491,0,0,0.000202935064896569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179529215899757,0,0.132078919444001,0,0,0,0.00277088423693539,-0.0167226833040539,0,0,0,0,0,0
X002304.SZ,0,0.152146219558285,0.0831374097950624,0,0,0,0,0,0,0,0,0,0.258800239859619,0,0,0,0.218389087767123,0,0,0.0402589201831273,0,0,0,0,0,0,0,0,0,0.0302120657577504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.053822885616832,0,0,-0.00203494804983759,0.00389732405260041,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0948291323710603,0,0,0,0,0,0,0.0337277772196336,0.0542612178906311,0,0,0,0.0227052593526204,0.33408020030866,0,0,0,0,0,0,0,0.0957983596980589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620006384123984,0,0,0,0.00507528191523243,0.00493873489881298,0,0,0,0,0,0
