,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600703.SH,X600271.SH,X600690.SH,X600741.SH,X002292.SZ,X600066.SH,X000100.SZ,X002241.SZ,X600031.SH,X002236.SZ,X600118.SH,X600177.SH,X002506.SZ,X600372.SH,X000559.SZ,X002475.SZ,X000157.SZ,X000338.SZ,X000568.SZ,X002085.SZ,X300003.SZ,X002074.SZ,X300124.SZ,X002294.SZ,X600089.SH,X600867.SH,X002456.SZ,X002426.SZ,X002465.SZ,X002508.SZ,X002007.SZ,X600498.SH,X000869.SZ,X002180.SZ,X002008.SZ,X601877.SH,X000977.SZ,X000050.SZ,X002049.SZ,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.140917173439223,0,0,0.360631707890732,0,0,0,0,0,0,0,0,-0.0116070876344809,0,0,0,0,0,0,1.73472347597681e-18,0,-0.0902014062841383,0,0,0,0,0,0,0,0,-0.0753855807568711,0,0,0,0,0,-0.0188193457414042,0,0,0,0.118624375505928,0.0683982197714614,0,0,0,0,0,0,0,-0.016200766602878,0.0341577639283708,0,-0.0716454504209427,0,0,0,0
X600104.SH,0,0,0.143527485021325,0,0,0,0,0,0,0,0,0,0,0.331147536486786,-0.00338657223715567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218701222420043,0,0,0,0,0,0,0,0,-0.0236916228317928,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.108232235827317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289228455965924,0,0.00522123104663177,0,0,0,0,0,0,0.172403574867541,0,0,0,0,0.12877170419776,0,0,0,0,0.0784528318447429,0,0,0,0,0,0.0561144808484145,0,0,0,0.0448631218831632,0,0,0,0,0,0,0
X000651.SZ,0,0,0.0370815949596474,0,0,0,0,0,0,0.0435103897482943,0,0,0,0,0,0,0,0,0,0,0,0.00179922225181124,0,0.039175316533042,0,0,0,0,0,0.0233694867104999,0,0,0,0,0,0,0,0,-0.0341266036555931,0,0,0,0,0,0,0,0,0,0,0.0254553120694512,0,0.0437809626171898,0.00449502542375982,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.143402253024872,0,0,0,0,0,0,0,0,0.0995335420885393,0,0,0,0,0.0160269126340014,0,0,0,0,3.46944695195361e-18,0,0,0,0.241268478141788,0,0,0,0,0,0,0,0,0,0,0,0,0.0309140575736071,0,0,0,0,0,0,0,0,0,0.00714638919972325,0,0,0,0,0,0,0
X002304.SZ,0.159964098467519,0.172428766000753,0,0,0.100615545881833,0,0,0,0,0,0,0,0,0,0,0,0,0.0449950560028687,0,0.0241289309429613,0,0,0,0,0,0,0,0.0433107267441407,0.0860833346544989,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180333608114668,0,0,0,0,0,0.095194110977164,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.0866121073819169,0,0,0,0,0,0,0,0,0,0,0,0,0.0254704890307765,0,0,0,0,0,0,0,-0.0814681347105785,0,0,0,0,0,0,0,0,0.123680452341872,0,0,0,0,0.0173071118144554,0,0.0924467058330691,0,0,0,0,-0.0621203577131364,0,0,0,0,0,0.121842281503876,0,-0.0117425056959002,0.0227068270309504,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0924460001184461,0,0,0,0,0,0,0,0.129146024686889,0,0.13872392932703,0,0,0,0,0,0,0,0,0,0,0,0.0705773497614968,0,0,0,0,0.0440909033018236,0,0,0,0,0,0.0141698735569315,0,0,0,0.000164327849450015,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.124613319650596,0,0,0,0.0331314309875723,0,0,0,0,0.0483598023392518,0,0,0,0.0849815510488417,0,0.0623321135522155,0.0164094638706921,0,0,0,0,0,0,0.0189352732743768,0,0,0,0,0,0.0331537111826649,0.0669709059867083,0,0,0,0,0,0.012446925392745,0,0.0745327424603509,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.401609869598865,0,0.019881376896914,0.151595065655594,0,0,0,0,0.0401650983732712,0,0,0,0,0.14956042442001,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.0301244244918708,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145893426490721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571732491498556,0,0,0,0,0.132379890659481,0,0,0.00215368547941822,0,0,0.0907299521457728,0,0.0859755293544964,0,0.0161978815575891,0.00636266332740446,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0.0698445808998998,0,0,0,0,0,0,0,0.168231711715872,0,0,0,0,0,0,0,0.267702462972827,0,0,0,0,0.112927038185444,0,0,0,0,0,0.0934514241935884,0,0,0,0.0625597222062037,0,0,0,-0.0998375556145487,0,0,0,0.113730518796231,0,0.0587634908639936,-0.179860215083829,0,0,0,0,0,0
X600741.SH,0,0.288871728845802,0.0931342788767445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170530845004715,0,0.0120125244373489,0,0,0,0.0336205005737408,0,0,0,0,0,0,0,0,0,0,0,0.103291865780058,0,0,0,0,0,0,0,0,0,0.0210671096941723,0.0463952056907247,0,0.0104057009629503,0,0.00696953019012679,0,0,0,0,0,0,0
