,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X002241.SZ,X002236.SZ,X000568.SZ,X000100.SZ,X600271.SH,X600031.SH,X600118.SH,X002456.SZ,X600177.SH,X002292.SZ,X002475.SZ,X600372.SH,X000338.SZ,X002007.SZ,X000559.SZ,X002180.SZ,X300003.SZ,X000157.SZ,X002074.SZ,X600522.SH,X002506.SZ,X600867.SH,X300124.SZ,X002294.SZ,X002085.SZ,X002426.SZ,X600089.SH,X000981.SZ,X000869.SZ,X601877.SH,X002508.SZ,X600498.SH,X002465.SZ,X002249.SZ,X000050.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.329079254140456,0,0,0.222293845329855,0,0,0,0.262755188726097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0155510736373086,0,0,0,0,0,0,0,0,0.0778307353252882,-0.0143078759380713,0,0,0,0,-0.104127222104543,0,0,-0.00951073438279323,0,-0.0156723655534722,0,0.0346966046593649,0,0,0,0,0,0,0
X600104.SH,0.154685931179233,0,0.121679412188267,0,0,0,0,0.186638592402338,0,0,0.0350851083486301,0,0,0,0,0,0,0,0,0,-0.0946043966088113,0,-0.00188115170340779,0,0,0,0,0,0.0203692126679789,0,0,0,0,0,0,0,0,0,0,0,0.0724471142449425,0,0,0.0473125502490088,0,0,0,0,0,0,0.0494692532296477,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0735621116818045,0,0,0,0,0,0,0.0998976995468083,0,0,0,0,0,0,0,0.0652690436965573,0.0471687746443561,0,0,0,0,0,0,0.0638156851148527,0,0,0,0,0,0,0,0,-0.00236843177204173,0,0,0.00263470259560036,0.0335198076372596,0,0,0,0,0,0.0130067153804801,0,0,0,0,0,0,0
X000858.SZ,0.0360098061460303,0,0,0,0,0,0,0,0.0758693969435037,0,0,0.0101773029742292,0,0,0,0.342899270675126,0,0,0,0,0,0,0,0,0,0,0.0457786684177706,0,0.0524041027187274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186168405036278,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.0175607038505856,0,0,0.551826462517908,0,0,0,0,0,0,0,0,0,0,0,0.142076796664587,0,0,0,0,0,0,0,0,0.0804791003482584,0,0,0,0.0578406886667777,0,0,0,0.0249666494054748,0.0370559616926452,0,0,0,0,-0.00991620855728815,0,0,0,0.0269715716111559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.0262548185227829,0,0,0.0764361852803325,0,0,0,0,0.0373837459282567,0,0.0719517207273631,0,0,0,0.0289106064394297,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0731677474470245,0,0,0,0,0,0,0,0,-0.0152494538089975,0,0,0,0,0,0,0,0,0,0.00920710651455008,-0.0168098178603603,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0597740460887638,0.0637753642115017,0,0,0,0,0,0,0,0,0.0523277108702402,0,0,0.00731090898548585,0,0,0,0,-0.0170029589684013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112953002945291,0.0533217411788964,0,-0.0552624672144612,0,0,0,0,0,0,0
X000625.SZ,0,0.161148884283421,0,0,0,0,0,0,0.0235167859264997,0,0.104840477011435,0.0454816691286921,0,0,0.0742166176904316,0,0,0,0,0,-0.0324581561836517,0,0,-0.069806641098924,0.0393374307952113,0,0,0,0,0,0,0,0.0764547636168213,0.0173471940345915,0,0,0,0,0.00674433989089098,0,0,0,0,0,0,0,0,0,0.045790967982621,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.130285891273567,0,0,0,0,0,0.0258242919777869,0.0490514495639554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147677239477174,0,1.73472347597681e-18,0,0,0,0.0545769867802644,0,0,0,0,0,0,0,0.00147358689921733,0,0,0,0,0,0,0.0750797315922521,0,0,0,0.0676624141131924,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0246409898435006,0.0128672146289465,0,0,0,0,0,0,0,0,0.132507123171938,0,0,0,0,0,0,0.137522878629277,0,0,0,0,0.00864752924705263,0,0.0722726275347149,0.042568980752909,0,0,0,0.101597565802112,0,0,0,0,0,0,0,0,0,0,0,0.013398048663552,0,0,0,0,0,-0.0119035174937923,0,0,0,0,0,0,0
X600741.SH,0,0.372739013892179,0,0.132445356300978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00936133287523652,0.262604103411969,0,0,0,0,0,0,0.110796254037718,0,0,0.0830012274630058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516112001416791,0,0,0,-0.00375257200199684,0,0,0,0,0,0,0
X600066.SH,0,0,0,0.0281935241195397,0,0,0,0.139231707948949,0,0,0.0644474013875956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0632158347375324,0,0,0,0,0,0.145228616848479,0,-0.0132093766161877,0,0,0.00832332144700978,0,0,0,0,0,0,0,0.0831526227206673,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0350495100488728,0.0408441380675261,0,0,0,0,0,0,0,0,0.148549798148111,0,0,0,0.129513777130817,0,0,0.0760460957913578,-0.0836286134708581,0.0171506040800525,0,-0.0432237364513145,0,0,0,0,-0.0706651920475304,0,0,0,0,0,0.00422892602438444,0.16136335809132,0,0,-0.011054440832826,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0377263642019579,0,0,0,0,0,0,0.143901240249224,0,0.0572475055967017,0,0,0.0209575732050519,0.12731038747349,0,0,0,0,0,0,0.0136151152278493,0,0,0,0,0,0,0,0,0,0,0.0384391546085733,0.281012692214402,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169611781574767,0,0,0,0.0612803526909544,0,0,0,0,0,0.0730692153919105,0,0,0,0,0,0,0,0.0388187392135243,0,0,0.00202591743020729,0,0,0,0.0607157107638494,0.213739063315173,0,0,0,0,0,0,0,0,0
X000568.SZ,0.0849086456627137,0,0.0103139779031055,0.470597733844625,0.273870510487458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387525527026701,0,0,0.141335395351166,0,0,0,0,0,0,0,0.0186382932446962,0,0,0,0,0,0,0.049640336465381,0,0,0,0,0,0,0,0,0,0,0,0.0171622420989697,0,0.0219940197864976,0,0,0,0,0
X000100.SZ,0,0,0,0,0.0979780353077908,0,0,0,0.0500582563538399,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00406533161073921,0,0,0,0,0,0,0,0,0,0,-0.0434131753585555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160878186099302,0,0,-0.0401584852873417,0.0955885211367093,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248814329461107,0,0,0.21274047120116,0,0.130639306448311,0,-0.0218546842978643,0,0.0419725038890131,0,0,-0.0734902456453732,0,0,0,0,0,0,0,0,0.00824251109833541,0,0,0,0,0,0.0227295871970705,0.0905615982353036,0,0,-0.0633461574563478,0,0,0,0,0,0,0
X600031.SH,0,0,0,-0.0236425603705036,0,0,0,0,0,0,0,0,0.0428060431239876,0,0,0,0,0,0,0.03738943670071,0,0,0,0.148566857731599,0,0,0,0.0821518930718134,0.0276020582290298,0,0.088954078541808,0,0,0,0,0,0,0,-0.0502092428953864,0,0,0,0.105574988661588,0.0705204491452164,0,0,0,0.0337396069265448,0,0,-0.00388842401650027,-0.0678836114095758,0,0,0,0,0,0
X600118.SH,0,0,0,0.00749908431523301,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117589131176522,0,0,0,0,0,0,0.323815364022483,0,0,0,-0.045093858458334,0,0,0,0,0,0,0.0238622118613827,0,0,1.0842021724855e-19,0,0.0130218817882468,0,0.0524321431473256,0,0.0510907866214113,0,0,0.0278145596225802,0,0,0.0193540464920304,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146088186518298,0,0.038914631112224,0,0,0.27892179915034,0.0117847752914325,0,0,0,0,0,0,0,0,0,0,0,-0.0183924744326669,0,0.129432948973594,0,0,0,0,0.258877502643815,0,0,0,0,0,0,0,0,0,0
X600177.SH,0.0248410567582476,0,0,0,0.0500254258135678,0,0,0,0.209700838402735,0,0.205698992835282,0,0,0,0,0.0775567939928244,0,0,0,0,0,0,0,0.0332316669145312,0,0,0,0.0364254502060619,0,0,0,0,0.0711925557861653,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0768079385275715,0.0936611511480507,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144368822698614,0,0.119201890579269,0.0762104011171782,0,0,0,0.0163526552049552,0,0,0,0,0,0,0,0.0574734309916987,0,0,0.0184640146145105,0,0,0,0,0.0971567604761264,0,0,0,0,0,0.048027966391195,0.378848390237826,0,0,0,0.0545015135165709,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,-0.288772153776468,0,0,0,0,0,0,0.207325896718655,0.150230048907954,0,0,-0.00602092620090472,0,0,0,0,0,0,0,0,0,0,0,0.0217842478049168,0.172283126604821,0,0,0.109392920967886,0,0,0,0,0,0,0,0,0,-0.0955446575662829,0,0,0,0,0.0258449780304484,0,0,0,0,0,0,0,0,0,0
