,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X600703.SH,X000100.SZ,X600741.SH,X600066.SH,X600031.SH,X002506.SZ,X002475.SZ,X002241.SZ,X600118.SH,X002236.SZ,X000559.SZ,X000157.SZ,X600372.SH,X000568.SZ,X000338.SZ,X600177.SH,X002074.SZ,X300003.SZ,X002085.SZ,X300124.SZ,X002294.SZ,X600089.SH,X600867.SH,X002465.SZ,X002049.SZ,X600498.SH,X601877.SH,X600582.SH,X002007.SZ,X002180.SZ,X002456.SZ,X000869.SZ,X000050.SZ,X002249.SZ,X300001.SZ,X002426.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0699671475504977,0.111652217289181,0,0,0.291193804638592,0,0,0,0,0,-0.02014551451508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0515204472705188,0,0.0609701850740503,0,0,0,0,0,0.125525962037355,0,0,0,0,0,-0.0155891693897485,0,0,0,0,0,0,0
X600104.SH,0,0,0.121584488639748,0.131376531024898,0,0,0,0,0.0254275491548314,0,0,0,0,0,0.328845253611699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0405349937249055,0,0,0,0,0,0,0,-0.00789938908552485,-0.0158842196220617,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17328682888958,0,0,0,0.068285494890258,0,0,0,0,0,0,0,0,0,0.0698519096475663,0.0434617882627999,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228991877955193,0,0.108365985841928,0,0,0,0,0.0122599975737541,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.133782218725268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321176616507658,0,0,0,0,0,0,0,0,0,0,0.00150830445657861,0.0472663857856436,0,0.0637850738791437,0,0,0,0,0,0,0,0.0545251084289331,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0858637800512527,0,0,0,0,0,0.100445382738684,0,0,0,0,0,0,0,0.210780868890405,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028606504242678,0,0,0.0346540434939682,0,0,0,0,0,0,0.0121536801261756,0,0,0,0,0,0,0
X002304.SZ,0,0.0693574213316217,0,0,0,0,0,0,0,0.0583131458664967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000695098233899888,0,0.252255096684065,0,0,0,0,0,0,0.0751672885578456,0,0,0,0,0,0,0.0388190891352124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.0243539834260273,0,0,0,0.0631070136221217,0,0,0,0,0,0,0,0,0,0,0,0.221846266896345,0.0321614569535597,0,0,0,0,0,0,0,0,0.0470663566366387,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171136153757946,0,0,0,0.0262014726234725,0,0,0,0.0228538638319036,0.142410120328804,0,0,0,0,0.168592531491902,0,0,0,0.0888107661159486,0,0,0,0,0,0.0948729867961469,0,0,0,0,0.0162278537147963,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0209160897238757,0,0,0,0,0,0,0,0,0,0,0.0369338178016244,0,0,0,0,0.297603262931486,0,0,0.0395011198661075,0,0,0,0,0,0,0,0,0.0572675995145901,0.128046278994417,0,0,0,0,0,0.0709935181378135,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.00310400887486636,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0757434617423471,0,0,0,0.0767897827216482,0.257566990568631,0,0,0,0,0,0,0,0,0,0,0,0,0.178937697341268,0.0386837285124104,0.0399390765916328,0,0,0,0.0773290081475651,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137625348260074,0,0.173293278173,0,0.0979841782437535,0,0,0,0,0,0.031266316212374,1.0842021724855e-19,0,0,0,0,0,0,0,0.041239220115443,0,0,0,-0.0582322278740719,0,0,0,0,0,0,0,0,0,-0.0167942650446323,-0.122372296064754,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.355343454328107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104916921680668,0,0.200689482427475,0,0.457630046625466,0,0,0,-0.0557724732876953,0,0.140893785449893,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.0161827569983122,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0949186463545918,0,0,0,0,0.044234579906304,0.0137552335849734,0,0.162529444994874,0,0,0,0,0,0,0,0.0529496628130399,0,0,0.0312448591200117,0.0400118629106328,0,0.155633466665097,0,0.145106482654627,0,0,0,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0361640694066863,0,0,0,0,0,0.228643200970799,0,0,0,0.0230764596086085,0,0,0,0,0.120549904232705,0,0,0,0,0.0925310425852586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00767442608846258,0.0313253733121655,0.035849901613373,0,0,0.149949556092602,0,0,0,0,0,0,0.0203361907576391,0,0,0,0,0,0,0
X600741.SH,0,0.0675234237620142,0.0912215887879887,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103031753425089,0,0,0,0,0,0.0362977732040293,0,0,0,0,0.229790357753652,0,0,0.0331716867855767,0,0,0,0.0253474744772884,0,0,0,0,0,0,0,0.0857647950021867,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0890600748370642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630828274669943,0,0,0,0,0,0,0.152898197317641,0,0,0,0.0221523497764403,0,0,0,0,0.152379058010207,0,0,0,0,0,0,0,0,0,0
