,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X600690.SH,X000725.SZ,X000063.SZ,X600031.SH,X000338.SZ,X600741.SH,X002475.SZ,X000568.SZ,X601877.SH,X600271.SH,X600703.SH,X300124.SZ,X002236.SZ,X000100.SZ,X000625.SZ,X300003.SZ,X600487.SH,X600498.SH,X002008.SZ,X600809.SH,X000661.SZ,X000596.SZ,X002007.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X600566.SH,X600089.SH,X002456.SZ,X300146.SZ,X600177.SH,X600066.SH,X002180.SZ,X600522.SH,X600867.SH,X002506.SZ,X600372.SH,X002508.SZ,X002241.SZ,X002223.SZ,X600183.SH,X000977.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.12685963326441,0.0881272633276435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084286512941326,0,0,0.215208476107973,0,0.0604366939297587,0,0,0,0,0,0,0,0,0,0.0849000179900197,0,0,0.00173834835533245,0,0,0,0,0,0,0,0,0,-0.0450586670762693,0.0310087260147473,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422609261378607,0,0,0,0,0.149448537596967,0,0,0,0,0.0367729724526986,0,0,0,0.217058063206353,0,-0.0395930368632004,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0180366381458759,0,0,0,-0.0211915381604837,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.109323004755731,0,0,0,0,0,0,0,0,0.0156671549280332,0,0,0,0.749671922782043,0,0,0,0,0,0,0,0,0,-0.0266838197631857,0,0,0,0,0,0.0263504996715275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00808605797009725,0,0,0,0,0,0,0
X000651.SZ,0.0336921487182775,0,0,0,0,0.102232601223838,0.04022200687176,0.189754075387937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0644266685676476,0,0,0,0,0.0565174178901865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00228154719103728,0,0,0,0,0.0172411696496255,0,0
X600276.SH,0,0,0,0,0,0,6.93889390390723e-18,0.309976395719877,0,0,0,0,0,0.0444639440614164,0,0,0,0,0,0,0,0,0.406355689238439,0,0,0,0.0103498359151555,0,0,0,0,0,0,0.0224761449907115,0,0,0.00735273410425533,0,0,0,0,0.0735527333761309,0,0,0,0,0,0,-0.152147094241006,0,0,0.015064317157342,0.0554942014172879,0,0,0,0,0,0
X000858.SZ,0.265247140128444,0,0,0,0,0,0.212416830549959,0,0,0,0,0,0,0,0.120720810598191,0,0,0,0,0,0,0,0.00544112982072507,0,0,0,0.0879799563938589,0,0,0.0237991679178854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.013388994852297,0,0,0,0,0,0,0
X002304.SZ,0.199250157357431,0,0,0,0,0.114967159017007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134241163542653,0,0,0,0,0,0.387554749700383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00669886828866653,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.133103640516906,0,0,0.155325673600025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0798278136111869,0,0.0254161288354097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198025614675241,0,0,0,0.139095615569819,0,0,0,-0.0162447580864927,0,0,0,0.0239328141752114,0,0
X000725.SZ,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.15894804534934,0,0,0,0,0,0,0,0,0,0.0894210367194867,0,0.0173813876286354,0,0.0348632663358549,0,0,0,0,0,0,0,0,0,0.0513908491152918,0,0.0553307466137555,-0.00717639496427367,0,0,0,0,0,0,0.0903756007578913,0,0,0,0,0,0,0,-0.00260270641434295,0.0202934212112745,0,0,0,0.0116230136403669,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702515872827478,0.0188978744053348,0,0.0342904553487979,0,0,0,0.197392278841478,0.285641810429165,0,0,0.0124999922477341,0,0,0,0,0,0,0,0,0.00841949060435071,0,0,0,0.164656060035814,0,0,0,0,0,0,0,0,0,0,0.0169330189819459,-0.0163858070915782,0,0,0,0.085684519624352,0,0
