,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X002292.SZ,X000100.SZ,X600703.SH,X002241.SZ,X600066.SH,X600741.SH,X002506.SZ,X600031.SH,X600118.SH,X002236.SZ,X000559.SZ,X002475.SZ,X002049.SZ,X600372.SH,X000157.SZ,X000338.SZ,X000568.SZ,X002465.SZ,X300124.SZ,X600089.SH,X300003.SZ,X002294.SZ,X002074.SZ,X600867.SH,X600177.SH,X601877.SH,X002007.SZ,X002085.SZ,X002456.SZ,X002180.SZ,X600498.SH,X000550.SZ,X000050.SZ,X000869.SZ,X600582.SH,X300001.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0.0669439997345021,0,0,0,0,0,0.0942966499438368,0,0,0,0,0,0,0.0389670936464353,0,0,0,0,0,0,0,0,0,0,0,0,0.131801160681053,0.0051737383730715,0,0,0,0,0,0.0266652809318454,0,0,0.046365693923785,0,0,0,0,0.00823718829080141,0,0,0,0,0,0,0
X600104.SH,0,0,0.168459407193227,0,0,0,0,0,0,0,0,0,0.114493061973644,0,-1.73472347597681e-18,0,0.331731885973216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0212483254390139,0.0861699761793351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0512640614757445,0,0,0,0,0,0.0826601489020955,0,0,0,0,0.247585504549041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253752937543091,0,0,0,-3.46944695195361e-18,0.0660899214402644,0,0,0,0,0.090457811004198,0,0,0,0,0.056877615647107,0,0,0,0,0,-0.00887054674996939,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.204236404364829,0.0503617343094712,0,0,0.0458291585414787,0,0,0,0,3.46944695195361e-18,0.144889366940344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249522383438292,0.025834709784831,0,0,0,0.0385853914478783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340369915859385,0,0,0,0,0,0,0,0,0,0,0,0,0.179393882357721,0,0,0,0,0,0,0.159753523380082,0.0818586331777288,0.0420381346803783,0,0,0,0,0.0150682607102801,0,0,0,0,0,0,0,0,-0.032517728493158,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0439384473381761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0605238253545708,0,0,0.0294496608969633,0,0.0128468638972156,0,0,0.0358921147055282,0,0,0.0255225469243312,0.062402044868382,0.0463794773351534,0.0485871586453242,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0910948067215815,0,0,0,0,0,0.0526821914822232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00502522203220092,0,0,0,0,0,0.209427289017942,0,0,0.0915255652376145,0,0,-0.00186161678363033,0,0,0,0,0,0
X000725.SZ,0,0,0.0235209282304259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00969364518976725,0,0,0,0.0520211373131418,0,0.250372701285865,0,0,0,0.0767024131637901,0,0.0467504597130362,0,0,0,0,0,0.107097516643319,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0.206547688230958,0,0,0,0,0,0,0,0.0165057878228608,0.102854198720733,0,0,0,0,0,0,0,0,0.222555300807827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0476502452580397,0.0299071542678514,0,0,0,0,0,0,0,0,0.154807982810049,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179330496699096,0,0,0,0,0,0,0.228357544287093,0,0,0,0,0,0,0,0,0,0,0,0.196382897465336,0,0.139359853901845,0,0.0789171589008071,0,0.000359089469766939,0.0467205430591794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
