,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X000063.SZ,X600741.SH,X000338.SZ,X300003.SZ,X600031.SH,X002236.SZ,X600809.SH,X002008.SZ,X600867.SH,X600271.SH,X601877.SH,X000596.SZ,X300124.SZ,X002456.SZ,X600487.SH,X000661.SZ,X600566.SH,X600066.SH,X000625.SZ,X000100.SZ,X002294.SZ,X300136.SZ,X002180.SZ,X002179.SZ,X300142.SZ,X002007.SZ,X000977.SZ,X002241.SZ,X000157.SZ,X000981.SZ,X600498.SH,X000050.SZ,X000869.SZ,X002049.SZ,X600779.SH,X600522.SH,X002508.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.28803802874412,0.123682354801841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00472270148204859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251164543880344,0,0,0,0,0,0.0496807580361278,0,0.0736586740350241,0,0,0,0,0,0,0.0118500248157919,0,0,0,0,0,0,0
X600104.SH,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0.0744847576202687,0,0.144577388463122,0,0,0.188718450354393,0,0,-1.73472347597681e-18,-0.0230257138457135,0,0,0,0.0234778172094812,0,0,0,0,0,0,0,0,0.0247241951687957,-0.0237779081944936,0,0,0,0,0,0,0,-0.137099654716988,0,0,-0.0141916046302182,0,0,0,0,0,0.0186386481028938,0.0306596680473002,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0179057911305477,-8.67361737988404e-19,0,0,0,0,0,0.0251421613418266,-0.13502163336068,0,0,0,0,0.180260327986733,0,0,0,0,0,0,0,0,0.099059305713594,0,0,0,0,0,0,0.10504065860176,0,0,0.0378305776707839,0,0,0,0,0,0.0232981441927877,0,0,0,0,0,0.112667237431963,0,0,0.0219745469844866,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.193546651229405,0.0868825928039501,0,0,0.202445172541085,0,0,0,0,0,0,0,0,0.0935044861310385,0.0216222498179375,0,0,0,0,0.155784053083385,0,0.0148972426683295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121891806492863,0,0,0,0.0100091175438009,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.491406334805664,0,0,0,0,0,0.0810292455152064,0,0,0,0,0,0,0,0,0,0,0,0,0.00482696798413168,0,0,0,0.0599969232060521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111122857954331,0,0,0,0,0.00651555455924273,0.0264088580987003,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0808737259785127,0,-0.0703332707636208,0,0,1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.147759809452623,0.0583286936532266,0,0,0,0.147310550395256,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0541961086406459,0.119626908559744,0,0,0,0.0390013233344423,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.175844061858061,0,0,0,0,0,0,0,0,0,0.147814426245042,0,0,0,0,0.0734388196305516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00218893851165013,0,0,0,0,0.0430747141826962,0.0567350471099469,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0819647578217908,0,0,0,0,0.0261238990607111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146382328100375,-0.161472901052967,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0147168250250235,0.14233415804823,0,0.211231467804077,0,0.175247646475999,0,0.0330851227346392,0,0.156997918730601,0,0,-0.0498776760741103,0,0,0,0,0,0.0970357122649658,0,0
X600690.SH,0,0,0,0.291914366459726,0,0,0.216370880811025,0,0,0,0,0,0,0,0,0.109658035718782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0378829640157115,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.00372804209892765,0.0413350014327131,0,0,0,0,0,0
X600703.SH,0,0,0,0,0.103480624396257,0,0,0.108774114050194,0,0,0,-0.157341167050418,0,0,0,0,0,0,0,0,0,0.0818050836376025,0,0,0,0.426732123244244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233103033736628,0,0,0.134130593431509,0,0,0,0,0,-0.0298539425541869,0,0,0,0,0,0
