,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600031.SH,X600703.SH,X000100.SZ,X600271.SH,X600066.SH,X000157.SZ,X600118.SH,X000559.SZ,X002236.SZ,X600089.SH,X600741.SH,X000338.SZ,X600372.SH,X002241.SZ,X002475.SZ,X002292.SZ,X000568.SZ,X600177.SH,X600839.SH,X300124.SZ,X002294.SZ,X000977.SZ,X600312.SH,X002465.SZ,X002074.SZ,X300003.SZ,X000800.SZ,X600867.SH,X000869.SZ,X600525.SH,X600582.SH,X600498.SH,X002129.SZ,X000581.SZ,X000550.SZ,X000016.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0979409338942527,0,0,0,0,0.0622591030127135,0,0.0794910536105678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0375221767812712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.206378563457023,0,0.210721004438725,0.217669168659287,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572298211992616,0,0,0,0,0,0,0.0412419950642238,0,0,0,-0.0165637585670693,0,0,0,0,-0.0586976769350194,0,0,0,0.0284818185366822,0,0,0,0.0099423030887923,0,-0.0422143471810089,0,0,0,0,0
X002415.SZ,0,0,0,0,0.210693804150511,0,0,0,0,0,0,0,0,0,-0.0140719482987711,0,0,0,0.109069566602667,0,0,0,0,0,0.0771384940408974,0,0.0171318947878306,0,0,0.00396930751439097,0,0,0,0,0.0390987646425221,0.120150960812077,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00721225585772193,0.00185599860312691,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.28782444549241,0,0,0,0,0,0,0.0350906209153476,0,0,0.281302560249787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.161590793692552,0,0.0235050630968565,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102707550521461,0,0.0125382361417446,0.19276023246536,0,0.00240588739756924,0,0,0,0,0,0,0,0,0.334083941626083,0,0.0687827214068732,0,0,0,0,0,0,0,1.38777878078145e-17,0,0,0,0,0.0632039899018652,0,0,0,0,0,-0.0219625387742241,-2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.00736273507641605,0,0.153761535936417,0.204100802059623,0,0,0,0,0,0,-0.0532138400018566,0,0.0358723042721404,0,0,-0.065289647855681,0,0,0,0,0,0,0,0.403851083283314,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0438255295426856,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0220515879888836,0,0,0,0,0,0,0.0543220308755128,0,0,0.0484994335871548,0,0,0.071014500717795,0,0,0,0.196090077385867,0.0584265660296182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.169086230624624,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.220365880623456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117597265586762,0,0,0,0,0,0.0953711609285774,0,0,0.197632465031955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0904583639831873,0,0,0.0461394927764283,0.262094764035568,0,0.319198925522661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00617070437247465,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154436314380407,0.0173370723780706,0,0,0,0,0,0,0.197577604529903,0.249426358652973,0.0386091070071063,0,0,0,0.0821546981234073,0,0,0,0,0,0,0,0,0,0,0,0.0271129098158518,0,0,0,0,0,0,0,0,0.00527326500680991,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.00504730638554129,0,0,0,0,0,0.290023914829151,0,0,0,0,0,0,0,0,0,0,0,0.093990110514282,0,0,0,0,0,0.0965064000099296,0,0,0.152247899897705,0,0,0,0,0,0,0.0661436913342746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.309300730336323,0.195865666398057,0.0648651514880881,0.0279947372187539,0,0,0,0,0,0,0,0,0,0.00438678750117458,0,0,0,0,0,0,1.73472347597681e-18,0.168866387844041,0,0,0,0,0,0,0,0.0150635156790693,0,0,-0.0128349250302995,-7.92517069531184e-05,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.105603083803504,0,0,0,0,0,-3.46944695195361e-18,0,0.309014972524341,0,0,0.174554065777139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146384407514611,0,0,0,0,0,0,0,0,0,0,-0.0514864653248567,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0895380660238576,0,0,0.00968210066419633,0,0.146175528274463,0,0.166603351726096,0,0,0.108987110572445,0,0,0,0,0,0,0.0654099099175708,0.0105782156032935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.228944634431533,0,0,-0.00474605788331875,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0.153929676966332,0,0,0,0,0,0,0,0,0.134621179537914,0.0653162897701537,0,0,0,0,0.0772860326475092,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0.116063434048989,0,0,0.0996145366059612,0,0,0,0,0,0.0956439760086129,0,0,0,0,-0.00813202832412717,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0.182061346291601,0,0,0,0,0,0,0,0,0,0,0.0474598786809672,0.0796941267531317,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574380184606614,0,0.0680452139295797,0,0,0,0,0,0,0,0.0855568747228593,0,0,0,-0.0155399252890535,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0.0727231274006184,0,0,0,0,8.67361737988404e-19,0,0.0931919086443972,0,0.0017559691499348,0,0,0,0,3.46944695195361e-18,0,0,0.170080700440353,0.0853202632229983,0,0,0,0,0,0,0.0420183629876278,0,0,0,0,0,0.0403972177969099,0,0.337460812377979,0,0,0,0,0,0,0,0,0,0,0,0.0226488667084235,0,0,0,0,0,0
