,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X000568.SZ,X600104.SH,X002304.SZ,X000725.SZ,X000661.SZ,X600031.SH,X000063.SZ,X600809.SH,X003816.SZ,X600690.SH,X002241.SZ,X000596.SZ,X600703.SH,X000338.SZ,X002007.SZ,X300142.SZ,X300124.SZ,X000100.SZ,X002371.SZ,X300014.SZ,X600741.SH,X002049.SZ,X601877.SH,X300003.SZ,X002236.SZ,X000157.SZ,X600584.SH,X002129.SZ,X000800.SZ,X002414.SZ,X300136.SZ,X600183.SH,X000625.SZ,X002179.SZ,X000977.SZ,X000066.SZ,X002456.SZ,X600118.SH,X601799.SH,X002185.SZ,X000050.SZ,X002008.SZ,X002294.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0864171311661318,0,0,0,0,0.160617875808209,0,0,0,0,0,0,0.00420651626560056,0,0,0.025503386524338,0.0924190824640159,0,0,0,0,0,0,0,0,0,0.0140807488004299,0,0,0,0,0.0593035290282891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.193212266768164,0,0,0,0,0,0,0.328043457303714,0,0,0.00441141122972941,0.114208134609003,0,0,0,0,0,0,0.0247381449752869,0,0,0,0,0,0,0,0,0,0,0,0.0566493929651878,0,0,0,0,0,0.0451118800081653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0.0141695306718493,0,0,0,0,0,0.0662166231263162,0,0.0493927035047404,0,0.239815267137553,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0131106689785889,0,0,0,0,0.043473215416598,0,0,0,0,0.0264797648697968,0,-0.0734030616830536,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130624675336647,0,0,0,0.00238161644707474,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303974446051224,0,0,0,0.0246651142254032,0,0,0.0384060509250308,0,0,0,0,0,0,0,0,0.135146249834864,0.00132998487851099,0,0,0.0576746486169419,0,0,0,0,0,0.107067926509573,0,0,0,0,0,0.0668837821560995,0,0,0,-0.0163398498324714,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0226258575883305,0,0,0,0,0,0,0,0,0,0,0,0.245686423408426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0795362035815747,0,0,0,0,0,0.084073929572983,0.0134395129223921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0112506566409033,0,0.0833364128962565,0,0,0,0,0,8.67361737988404e-19,0,0,0.163532557200606,0.0194748607805454,0,0,0.0259293066900627,0,0,0,0.0649150435668231,0,0,0,0,0,0,0.0585294343803359,0,0,0,0,0,0,0,0,0,0,0,0.0739214428656953,0,0,0,0,0,0,0,0,-0.0233946586554264,-0.010131225740004,0,0,0,0,0,0
X000568.SZ,0,0.245265582535734,0,0,0,0,0,0,0.224843432454652,0,0,0,0,0.0482814793135823,0,0,0.0185598265559923,0.0926974677410266,0,0,0,0.0679314732222386,0,0,0,0,0,0,0,0,0,0,0.057524819059242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0600486564174957,0,0,0,0,0.0445388790404959,0,0,0,0.135507904955009,0,-0.0219339369225962,0,0,0.00538389817188766,0,0,0,0,0,0.0587022338716524,0,0,0,0.0850624508973836,0,0,0.0522632393594368,0,0,0,0,0.109008322949302,0,0,0.0797734682164518,0,0,0,0,0,-0.025744727426099,0.00511048040921373,0,0,0,0,0,0
X002304.SZ,0,0.154450517846214,0,0,0,0,0.392523255452155,0,0,0,0,0,0,0,0,0,0,0.0778126728670276,0,0,0,0.0356905100486221,0,0,0.00250049315194886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0106454322721951,0.000119388706209113,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.112797842036862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.551156501749394,0,0,0,0,0,0,0,0,0,0.0874496602899273,0,0,0,0.00992063604446247,0,0,0,0,0,0,0,0,0,0,0,0.109361425179265,0,0.00321218710685949,0,0,0,0,0,0,0
