,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000100.SZ,X000596.SZ,X002371.SZ,X002236.SZ,X300003.SZ,X300014.SZ,X002007.SZ,X601877.SH,X600183.SH,X300124.SZ,X000977.SZ,X000157.SZ,X300142.SZ,X000625.SZ,X002456.SZ,X002008.SZ,X002129.SZ,X600271.SH,X002179.SZ,X600118.SH,X300136.SZ,X600584.SH,X002180.SZ,X002414.SZ,X000066.SZ,X002463.SZ,X600177.SH,X600066.SH,X002049.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.0783051391462278,0,0,0,0,0,0,0,0,0,0,0,0.000253465720137746,0,0,0.232443537562696,0,0,0.222689720418509,0,0,0,0,0,0,0,0.0832593831685352,0,0,0,0,0,0,0,0,0,0,0,0,-0.117154686165668,0,0,0,0,0,-0.0126150897895824,-0.0651907123268224,0,0,0,-0.0556635482713323,0,0
X000858.SZ,0,0,0,0.0282115007030746,0,0,0,0,0,0,0,0,0,0.543870107751121,0,0.00246902528726076,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172083078958617,0,0.0543188636461002,0,0,0,0,0.0339397008287183,0,0,0,0.0742609885665477,0,0,0,0,0,0,0,-0.0112894583095733,0,0,0,0,0,0
X600276.SH,0.140145527411464,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0320611381128338,0,0,0,0,0,0.125804499411617,0,0,0,0,0,0.124055741133387,0,0.15723194638183,0,0,0,0,0,0,0.0386559557673758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395505961596879,-0.00550772089676919,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.246961055630764,0,0,0.223634019993356,0,0.0415804968539375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758863833943287,0,0,0,0.124407154207904,0,0.0212607249290348,0,0,0,0,0,0,0,0,0,0.0271988699945487,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.184327050416813,0,0,0,0,0,0,0,0,0,0,0,0,0.0229825410948907,0,0,1.73472347597681e-18,0.238148611545641,0,0,0,0,0,0.0657644831873185,0,0,0,0.23613911653747,0,0,0.104114355657648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0158116356523819,0,0,0,0.023695104578661,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.21140408516288,0,0,0,0,0,0,0,0,0.141894978639491,0,0,0,0,0,0,0,0,0,0,0.120958885863822,0,0.167414784242301,0,0.0704202488970764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.0180658534810166,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00843095480443208,0,0,0,0,0.294148549278079,0,0,0,0.155574300714228,0,0,0,0,0,0,0,0,0,0,0,0.0462367997127263,0,0,0,0,0,0,0.143696339747048,0,8.67361737988404e-19,0.116018245353759,0,0,0,0,0,0,0.0209647337688339,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.176225539968661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142652967945163,0,0,0.0414048733162252,0,0,0.125992982333351,0.225222232310558,0,0,0,0.0904590170224845,0,0,0,0,0,0,0.0226256672084904,0,0,-0.0175146666359595,0.017628484417684,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0327049334003549,0,0,0,0,0,0,0,0,0.116313601446368,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.0694665549022882,0,0,0,0.142373519250466,0.13708406682889,0,0,0,0.109557422840002,0,0,0.0138699889653545,0,0,0,0,0,0
X002304.SZ,0,0.00216680604341681,0,0,0,0.12277528417335,0,0,0,0,0,0,0,0.0641308078947758,0,0,0,0,0,0,0,0.165699106205726,0.0403750881145065,0,0,0,0,0,0,0.0224340076297175,0,0,0,0,0,0,0,0.166572699634189,0,0,0,0,0,0,0.0144514116644756,0,0,0,0.0147309093718811,0,0,-0.0342239601445988,0,0,0,0,0,0,0
