,X600519.SH,X600104.SH,X000651.SZ,X600276.SH,X002415.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X600031.SH,X000338.SZ,X600703.SH,X000568.SZ,X600741.SH,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X002456.SZ,X000100.SZ,X002008.SZ,X002236.SZ,X600566.SH,X002007.SZ,X600487.SH,X000625.SZ,X002179.SZ,X000661.SZ,X600498.SH,X600809.SH,X000596.SZ,X600867.SH,X300146.SZ,X002180.SZ,X600177.SH,X002506.SZ,X000157.SZ,X600089.SH,X002294.SZ,X300136.SZ,X300142.SZ,X600372.SH,X600066.SH,X002241.SZ,X000977.SZ,X000981.SZ,X600522.SH,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.813590757053337,0,0,0,-0.0130132471318197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102333894553784,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0254207987912237,0,0,0,0,0,0,0.00739213516878102,0.00388668715225157,0,0,0,-0.0369261198140508,0,0
X600104.SH,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0183333576872167,0,0.170025801224867,0,3.46944695195361e-18,0,0,0,0,0.00263007871493623,0,0,0,0,0,0,0,0,0,0,0,0.245810890241254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260543996647361,0,0,0,0,0.0202176651366317,-0.0120869603448157,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210771627947986,0.0896817589921235,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.217767423757915,0,0.0838323283390674,0,0,0,0,0,0,0,0,0.113900673034634,0.0250611946545999,0.0230594787536799,0,0,0,0,0,0,0.000325897774988064,0.0018278466314839,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.371938722576486,0,0,0,0,0,0,0.139248674491223,0,0.0443662417500992,0,0,0,0,0,0,0,0.0263069289588026,0.22502939937967,0,0,0,0,0,0.116103391258319,0,0,0,0,0,0,0,0,0,-0.0663013930064155,0.0167977828613783,0.00716069279464484,0,0,0,0,0,0
X002415.SZ,0,0.00215391127071844,0,0.015636292058054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.656315662804811,0,0,0,0,0,0,0.0273989825003601,0,0,0,0,0.117814130451703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00502750780834917,0.0499190991741021,0,0,0,0,0,0
X000858.SZ,0.0715508047415418,0,0,0,0,0,0.21072692499641,0,0,0,0,0,0,0,0.0650998433983011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291293061720333,0.200813682024871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189938820568779,0.0127901229127208,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.188036223618969,0,0,0,0,0,0,0,0,0.465164667700682,0,0.0312469180026628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.257859034724837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387009927525033,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144771961731554,0.0319073884282129,0,0,0,0,0.163867293320353,0,0,0.0750378698548814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.388779272671611,0,0,0,-0.0245177825691456,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.16669803189762,0.0425413430403744,0,0,0,0,0,0,0,0,0,0,0,0,0.0841367199771068,0,0,0,0,0,0,0,0,0,0.00473944542875468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201350250036129,0,0.289864941855172,0,0,0,0,0,-0.0345961438075743,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.114706107850641,0,0,0,0,0,0.0942943080782311,0,0,0,0,0,0,0,0,0,0.421659625573942,0,0,0.0480126251084882,0,0,0.0714126521070071,0,0,0,0.0399585967551521,0,0,0,-0.0391034303447865,0,0,0,0,0,0,0.00836818934149105,0,0,0,0,0,0,0.200761230315583,0,0,0.0160159391267604,-0.0369713759369802,0,0,0,0,0,0
X002475.SZ,0,0,0,0.016027422826622,0,0,0,0,0,0.00391402750547139,0,0,0,0,0,0,0.0225142515892377,0,0,0,0.675151454347928,0,0,0,0,0,0,0,0,0.114481287019031,0,0,0,0,0,0,0,0,0,0,0,0.0720636776806893,0,0,0,0,0.106460699353067,0,0,0,0,0.00700216732483149,0.0729045673753221,0,0,0,0,0,0
X600031.SH,0,0,0,0.111529432446548,0.0496057407979746,0,0,0.0478867089186573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0934655279446303,0,0,0,0,0,0,0,0.127105580873939,0.126143805202239,0,0,0,0,0,0,0,0,0.014771276221822,0,0,0,0,0,0
X000338.SZ,0,0.159633312317527,0.160524146857025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00520404640027995,0,0,0,0,0,0,0,0,0,0,0,0.133068150854996,0,-0.0462947737087798,0.00079375954013786,0,0,0,0,0,0,0,0,0.0348069422196522,0,0,0.0324313388733546,0,0.168750854936805,0,0,0.0427917743321061,-0.0388462630245467,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0661839058169843,0,0,0,0,0,0,0,0,0,0,0.0831120981469399,0,0,0.327566733166409,0,0,0,0,0,-0.00650069635150807,0.0629394466952767,0,0,0,0.168300435955615,0,0,0,0,0,0,0,0,0,0,0,-0.0426471546141287,0.188409518295087,0,0,0,-0.00515865953680294,-0.0231068939819627,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0.369652191434132,0.209930000877919,0,0,0,0,0,0,0,0,0,0.127671706542497,0,0.152959579553845,0,0,0,0,0,0,0,0,0,0,0,0,0.17990537649373,0,0,0,0.0026348284520866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0156393605783214,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0.0511700665227239,0,0.107629994862545,-6.93889390390723e-18,0.0877630277385456,0,0,0,0.0422366116177333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505077462452193,0,0.123661956662907,0,0,0,0,0,0,0,0,0,0.114238989746584,0.104778050738217,0,0.162527772046286,0,0,0,0,0,0,0.0284569711375184,-0.000543859756991915,0,0,0,0,0,0
X300003.SZ,0,0,0,0.645677574108923,0,0,0,0,0,-0.0319677894789416,0.152260608890043,0,0,0,0,0,0,-0.11977543774437,0,0,0,0,0,0,0.00342651011184958,0.276599070915936,0,0,0,0,0,0,0,0.0555421731241657,-0.0961508881001655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0185784443380586,0,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.149944232990974,0,0.143390733363924,0,0,0,0,0,0,0,0,0.0294942739490305,0.071032686525362,0,0,0,0.000228634951541403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00259898524023357,-0.0153905903809624,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0172434750102414,0.129884170762761,0,0,0.0644341425124137,0.102051574672126,0,0,0,0,0,0,0,0,0,0,0,0,0.446718281713386,0,0,0.451587180791555,0,0,0,0.0447502431708512,-0.0128709358000796,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.286658634321232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111107984848172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127100267089177,0,0,0,0.240972694654628,0,0,0,0,0.00778821101215466,0,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0.0626740591858946,0.469293985091112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160341853006483,0,0,0.0302316181482122,0,0,0,0.0269224803111588,0,0.0521562414649213,0,0,0,0,0,0.279055723842738,0,0,0,0,0,0,0,0,0,-0.0242115858193773,-0.0343558869285139,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,1.0842021724855e-19,0.293145472626833,0,0.0552600281800283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0747818299612173,0,0,0,0,0,0.145284353590786,0,0,0,-0.0354048451115795,0,0,0,0,0,0
X002008.SZ,0,0,0,0,0.342557690131944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167920371455522,0.0137826338764011,0,0.256607471910802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031195391622328,0.00956463830091461,0,0,0,0,0,0
X002236.SZ,0,0.0587195920872777,0,0.0239956812611765,0.495358510017625,0,0,0,0,0,0,0,0,0.290693587748085,0,0,0,0,0,0.036541799047442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0997388346672716,0.0320817116953435,0.0142871196685091,0,0,0,0,0,0
X600566.SH,0,0,0,0.182751066349095,0,0,0,0,0,0,0.048347130655407,0,0,0,0,0,0.203613924646567,0,0,0,0.0267477708143438,0,0,0.0791482196724858,0,0,0,0,0,0.00284462456244062,0,0.00428694757648081,0.0227393388655438,0.0186216105163904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00545181992353354,-0.0235904922995014,0,0,0,0,0,0
X002007.SZ,0,0,0,0.33148589578434,0,0,0,0,0,0,0,0,0,0,0,0,0.00450376902787032,0,0,-0.0196622577853877,0,0,0,0,0.0871593533020512,0,0.226928800105389,0,0,0,0,0,0.335637253508132,0,0,-0.153431658443012,0,0,0,0,0,0,0.0277715513455939,0,0,0,0,0,-0.308716690424638,0,0,0.0119951159776567,-0.0434533526906974,0,0,0,0,0,0
X600487.SH,0.0148558456635412,0,0,0,0,0,0,0.12640116910533,0,0.278047591701619,0,0,0,0,0,0,0,0,0.0442350548088562,0,0,0,0,0,0,0.279953253013139,0,0,0,0,0.305290109941835,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127264365296339,0,0,0,0,0,0,-0.00545713337720284,0,0,0,0,-0.280428674101592,0,0
