,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X002304.SZ,X000651.SZ,X002475.SZ,X600104.SH,X600031.SH,X000725.SZ,X300014.SZ,X300124.SZ,X000338.SZ,X002371.SZ,X002241.SZ,X000063.SZ,X000625.SZ,X003816.SZ,X600703.SH,X002129.SZ,X002049.SZ,X000596.SZ,X300142.SZ,X601877.SH,X000100.SZ,X600089.SH,X000661.SZ,X002179.SZ,X000157.SZ,X600460.SH,X600741.SH,X000799.SZ,X002074.SZ,X002236.SZ,X600702.SH,X600779.SH,X002414.SZ,X600584.SH,X000800.SZ,X600183.SH,X002007.SZ,X601799.SH,X600884.SH,X000733.SZ,X300003.SZ,X300146.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.419022413796981,0,0,0,0,0,0,0,0,0,0,0,0,0.0773470226948968,0,0,0,0,0,0,0,0.0273477451715644,0,0,0,0,0,0,0,0,0,-0.0164902912174393,0,0,0,0,0.1221103175788,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0083024751343204,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.132072619395197,0.201585005209876,0,0,0,0,0,0.0392324151711755,0,0,0,0,0,-0.0412907394929905,0,0,0,0,0.0476487558637785,0,0,0,0,0,0.0166101186278672,0.0892027545157203,0,0.0628513596213498,0,0,0.12496804712906,0,0,0,0.170966460190367,-0.0156969386644161,0,0,0,0,0,0,0,0,0.0120277880026894,0,0,0,-0.00468790099793815,0,0,0,0,0,0
X002415.SZ,0,0.0733224406753809,0,0,0,0,0,0,0,0.0068331645836865,0,0,0,0.0508876670713365,0.0135720435495825,0,0,0,0,0,0,0.0694852992605565,0,0,0,0.0573003055573541,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0336359644861838,0,0,0,0,0,0,0.102991126244964,0,0,0,0,0,0.00725640053383347,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.000736543098231549,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,-0.0348516973813672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0400938018569171,0,0.458847275714193,0,0,0.273258595771621,0.0718767383925515,0,-0.0162488022453894,0,0,0,0,0,0,0,0,0,0,0,0.0174593026452954,0,0,0,0,0,0
X600276.SH,0,0.334084402001166,0,-0.0123548593313959,0,0,0,0,0,0,0,0,0,0.125843767730484,0.240073863736544,0,0,0,0,0,0,0,0,-0.303893794264717,0,0,0,0,-0.010326714330709,0.0779437749612844,-0.101379545980161,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.12003404108135,0,0,0,0,0,0,-0.0393798757023403,0,0,0,0,0,0
X000568.SZ,0,0.32541782039234,0,0.125491973442506,0,0,0,0.0358657660630579,0,0,0,0,0,0,0,0,-0.0771670657905498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135777179938336,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.00910932477772958,0,0,0,0,0,0
X600690.SH,0,0.018440808316951,0,0,0.18328770792378,0.0316277989396097,0,0.0907779560670178,0,0,0,0.0102210167490426,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.0618535615692767,0,0,0,0.192477564207682,0,0.054593375416194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0142520397021681,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.127994369290488,0,0.321725107184721,0,0,0,0,0,0.101137353207729,0,0,0,0,-0.0211070483692857,0,0,0,0,0,0,-0.0276225338780759,0,0,0.125172332749992,0,0,0,0,0.0188980786293612,0,0,0,0,0,0,0.1249359755931,0,0,0,0,0.0168937188816678,0,0,0,0,0,0,0,-0.0348898347017093,0,0,0,0,0,0,0
X000651.SZ,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0249098423960283,0,0,0.000207724614174327,0,0,0,0.183579565363987,0,0,0,0,0,0,0,0,0,0,0,0,0.0590209739777793,0,0,0,0,0,0,0.00909678106253188,0,0,0,0,0,0,-0.0103067797704604,-0.0324046438976957,0,0,0,0,-0.0104192802258623,0.0291353322868604,0,0,0,0,0,0
X002475.SZ,0,0,0.0337156702617846,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249080683781617,0.250545695815566,0,0.003897401277654,0,0,0,0.0344096436790332,0,0,-0.215394529061629,0,-0.164126337931628,0,0,0,0.0488147186793355,0,0,0,0,0,0,0,0,0,0,0.0403682909346112,0.024882318415468,0.0122130166570363,0,0,0,0,0,0,-0.0472359850621776,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241893782411648,0,0,0,0.140355909240044,0,0,0,0,0,0.0842542403555583,0.034103072971077,0,0,-0.0407200041171444,0.0133022692414139,0.0605995691171133,0,0.0856460068097281,0.0999783512509372,0,0,0,0,0,0,0,0,0,0,0.0306821678135348,-0.0478066600071564,0,0,0,0,-0.00647501419068187,-0.0286762374508907,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0673753099086874,0,0,0,0,0.037452712702766,0,0,0,0,0,0,0.100171142548235,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.51473910667402,0,0,0,0,0,0.0504022369500796,0,0,0,0,0,0,0,0,0.069259723869987,0,0,0,0,0.0267215536209221,0,0,0,0,0.261566222742462,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017827122543414,0,0,0.0748889575637041,0,0,0,0,0,0,0.0325942597074388,0.326516404723389,0,0,0,0,0.0018643322772561,0.012485516268795,0,0,0,0,0,0,0,0.000626042646087829,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,-0.0353766712323224,0,0,0,0,0,0
X300014.SZ,0,0,0.132136966830951,0,0.168854474788476,0,0,0,0,0,0,0,0,0,0,0,0.156894684338959,0.149204379705659,0,0.206506854753085,0,0,0.179292834318038,0,0,0,0,0,0,0,0,0,0,0,0,0.181090369348065,0,0,0,0,0,0,0,0,0,0.134117621854255,0,0,0,0,0,-0.0084428753735328,0,0,0,0,0,0,0
X300124.SZ,0.0858929503316051,0,0,0,0,0,0,0,0,0,0,0,0,0.00706463214477988,0,0,0.00068361526636994,0,0,0,0,0.156457349385012,0.257340179388192,0.125834662803799,0.0786298317325528,0,0.0902075116213223,0,-0.179038470818968,0.273194919114801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,-0.0314911995915705,0,0,0,0,0,0
X000338.SZ,0,0,0,0.0454190611000501,0,0,0,0,0,0,0,0.140457545864574,0,0,0.0540162540329858,0,0,0,0,0,0,0,0,0,0.0414460776175463,0,0.110732730032358,0.0300035138265211,0,0,0,0,0.031164456130324,0,0,0.0527355930635481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00554609157110153,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,-0.218689260763943,0,0,0,0,0,0,0,0.192744443471344,0,0,0,0,0,0,0,0,0,0.187070482583326,0,0,-0.122468071954197,0,0,0,0,0,0.389829094777289,0,0,0,0,0,0,0,0,0,0,0,0,0.164759534005756,-0.348047669166428,0,0,0,0,0.086436777115092,-0.0338989183632154,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0.531675111993504,0,0,0,0,0,0,-0.0209253856360728,0,0,0,0,0,0,0,-0.0422417261329774,0,0,0,0,0,0,0,0,0.0730323690001625,0,0,0,0,8.67361737988404e-19,0,0.022597171870257,0,0,0,0,-0.042138305814695,0.0843447509608287,0,0,0,0,-5.42101086242752e-20,-0.00417384578697302,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0261679888832195,0,0.127522480643406,0,0,0,0,0.125509458059599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0560444291613658,0,0,0,0,0.030338430553802,0,0,-0.00646112905473174,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0755048536970532,0,0,0.359621536656138,0,0,0,0,0,0,0,0,0,0,0,0,0.0355650009100319,0.220066116627446,0,0,0,0,0,0,0,0.0877702949391454,0,-3.46944695195361e-18,0,0.23945993074935,0,0,0,0,0,0,0,0,0,0,0,-0.0445466566839534,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0609698786137113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0343363381883669,0,0,0,0,0,0,0,-0.0288625785198511,0,0.00593983910658887,0,0.0138978068884732,0,0,0,0,0,-0.0339574274830529,0,-0.00440573626213936,-0.00213840468444289,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.058008854929415,0,0,0,0,0,0.324721055395573,0,0,0,0.0479981350106807,0,0,0.101060168093812,0,0,0.217947518783932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0125412141664216,0,0.287896038962636,0,0,0.0619783077298916,0,0,0,0,0.0973928917575189,0,0,0,0,0.0529128121852378,0,0.103144295014628,0,0,0,0,0,0,0.232005690704699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0292803960545528,0,0,0,0,0,0,0
X002049.SZ,0,0,0,-0.0307008314075537,0,0,-0.048686364235689,0,0,0,0,0,0,0,0.132794704039184,0,0.250797086905573,0,-0.0757134907936863,0.159137486717182,0,0,0.069252034151329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0810063159708859,0,0,0,0,0,0.116222857591518,0,0,0,0,-0.0267396484985016,0.0233138903726153,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600757799076124,0,0,0,0,0.263236655601086,-0.031758938338513,0,0.088285580351073,0.0189076345409617,0,0,0,0,0.102833664395482,0,0,0,0,0,0,0,-0.0362749230990573,-4.33680868994202e-19,0,0,0,0,0,0
X300142.SZ,0,0,0.346173383382368,0,0,0,0,0.0969686293753782,0,0.0588522529718996,0,0,0,0,0.0590007302979964,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.26302578427074,0,0,0,0.148070623725274,0.0542732125249588,0,0.155310493765935,0,0,-0.097934471793567,0,0,0,0,0,0,-0.161876877050905,0,0,0,0,0,0.056336729183782,0.00165499825116714,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981647596501297,0,0,0,0,0,0,0,0.119100846489422,0,0,0,0,0,0,0,0.0715264078214187,0,0,0.156295423804118,0,0.0961942443626816,0,0,-0.070156600171943,0,0,0,0,0,0,0.00228074788249585,0.224831097038823,0,0,0,0,0.0603757193997489,0,0,0,0,0,0,0
