,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X002475.SZ,X600741.SH,X002241.SZ,X000338.SZ,X000625.SZ,X002456.SZ,X600031.SH,X600066.SH,X002008.SZ,X601877.SH,X000100.SZ,X600487.SH,X600809.SH,X300124.SZ,X300136.SZ,X002508.SZ,X300003.SZ,X600522.SH,X002294.SZ,X600089.SH,X002085.SZ,X600867.SH,X600699.SH,X000596.SZ,X600498.SH,X600271.SH,X600177.SH,X000157.SZ,X000050.SZ,X600566.SH,X600118.SH,X000559.SZ,X600584.SH,X002180.SZ,X300142.SZ,X000661.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.216379520533073,0,0,0,0.0962425376275846,0,0.0118799507711417,0,0.0237401438439456,-0.0518873384317133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0199400803663142,0,0.0147416490004654,0,0,0,0,0,0,0,0,0,0,-0.0217068998201354,0,0,0,0,0.00717734964590526,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0389684155655071,0,0,0,0.0295991947959569,0,0,0,0.112589298699294,0.308255963532372,0,-0.131721767699979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.114860536940123,0,0,0,0,0,-0.0185856022806615,0,0,0,0,0,0,0,0,0.0316277831060164,0,0,0,0,-0.0388883701338125,0.046232114804445,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.124077141382541,0,0,0.0536640144176035,0,0,0,0,0,0.114517348723997,0,0,0,0,0.0900511059948047,0.0943177565839494,0.0362381019378061,0.00880691265898743,0,0,0,0,0.043497846170513,0,0,0,0,0,0,0,0,0,0,0,0.0627469897179828,0,0,0,0,-0.000626667705202777,2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0.00384170691528219,0,0,0,0,0,0,0.136179959394035,0,0,0,0.336943025640899,0,0,0,0,0,0,0,0,0,0.0457753442698875,0,0,0.0161799666572918,0.149065948520046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0700856939942402,0,0,0,0,0,0,-0.0204598167226931,0,0,0,0,0,0,0
X000651.SZ,0,0.0319009165398596,-0.0788314493956206,0.148212275567144,0,0,0,8.67361737988404e-19,0,0,0,0,0.0676623934663061,0,0,0,-0.0566506218639762,0,0,0.0534860847685507,0,0,0,0,0,0.0217893984141787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0461184423159355,0,0,0,0,0.00972026169218639,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,-0.00351644593356034,0.158231877356354,0,0,0,0,0.0731593404804756,0,-0.00836420986204824,0.0202296773925352,0,0,0,0,0,0.351298788413023,0,0,0,0,0.139885825361293,0,0,0,0,0,0,0.273551149770175,0,0,0,0,0,0,0.186372460961195,0,0,0,0,-0.0514498524204718,0,0,0,-0.0162181552948353,-0.0287107630432382,0.0599049904012213,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0541020684098441,0,0.0457047162752279,0,0,0,0,0,0,0,0,0,0,0,0,-0.00872252725784884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122106335030599,0,0,0,0,0,0,0,-0.117253128316554,0,0.00991441911835289,0,0,0,0,-0.0013985438888556,0,0,0,0,0,0
X002304.SZ,0,0,-0.0150376446724624,0.377757470895129,0,0,0,0,0,0,0,0.0333102840280199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0330563756805866,0,-0.0173146915200406,0,0,0,0.0883197675087719,0,0,0,0,0,0,0,0,0,0,0,-0.0456217346197448,-0.0667708901526495,0,0,0,0,-0.0635050466397071,0.0527606224793819,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.0726973526021772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025812283793126,0,0,0,0.363696757602659,0,0,0,0,0,-0.0475608261826997,0.0660118596603633,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.025874263598793,0.228289529914871,-0.0300502100415841,0.0190275189608383,0,0.124230724773388,0,0,0,0,0,0,0,0,0,0,0,-0.263504611393034,0,0,0,0,0,0,0,0,0,0,0,0,0.142961553460578,0,0.0568789973725539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00662338359789518,-0.00826176776888071,0,0,0,0,0,0
