,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X600690.SH,X002475.SZ,X002304.SZ,X300124.SZ,X000651.SZ,X600104.SH,X300014.SZ,X002129.SZ,X003816.SZ,X000725.SZ,X600031.SH,X000596.SZ,X002371.SZ,X000625.SZ,X002049.SZ,X000063.SZ,X002179.SZ,X000338.SZ,X600089.SH,X600703.SH,X002180.SZ,X300142.SZ,X000661.SZ,X600522.SH,X000733.SZ,X002241.SZ,X601877.SH,X000100.SZ,X002074.SZ,X600741.SH,X600460.SH,X000157.SZ,X600702.SH,X600584.SH,X600884.SH,X300003.SZ,X600487.SH,X000066.SZ,X002414.SZ,X002294.SZ,X000799.SZ,X600563.SH,X002007.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00459022462007915,0.158101879891777,0,0.256228857688682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.131230300051312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0735171502852488,0,0,0,0,-0.00259824367846912,0,0,0,0,0,0,0
X000858.SZ,0.261468449641499,0,0.0201779329621529,0,0.288941692472928,0.0154394285014938,0,0,0.0157741653500052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546662727086998,0,0.0481857811542572,0,0,0,0,0,0,0,0,0,0.132507990385011,0,0,0,0,0,-0.0619326316644918,0,0,0,0,0,0,-0.0196070307654044,0,0,0,0,0,0,0
X600809.SH,0.27022376872443,0,0,0,0.490442301263858,0,0,0,0,0,0,0,0,0,0,0,0,0.00275325552242904,1.0842021724855e-19,0,-0.137341279875695,0,0,0,0,0,0,0,0,0,-0.0883505462450542,0,0,0,0,0,-0.030187186979321,0,0.158287426960872,0,0,0,0,0,0,0,0,0,0,0,0,-0.00240722595597368,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.156060209902403,0,0.0248267103423524,0,0,0,0,0,0.124092039664549,0,0,0,0,0,0.0989514810459114,0,0,0,0,0,0,0,0,0.0370223914253811,0,0,0.0633110659447196,0.0463152089447326,0.160401534494532,0.01813385162638,0,0,0.01799050319176,0,0,0,0,0,0,0,0,0
X000568.SZ,0.444848415165954,0.0833191779868881,0.561822385378134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00984164827318964,0,0,0,0,0,0,0,0,0.0536157337897275,0,0,0,0,0,0,0,0,0,0,0,0,-0.0129153472686477,0,0,0,0,0,0,0
X600276.SH,0,0.0710003854969259,0,0.00243189759063556,0,0,0,0,0,0,0,0,-0.0174622998133393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134423896215426,-0.114342594082008,0,0,0,0,0,0,0,0,0,0,0,0.132477849080041,-0.0354619042992636,0,0,0.0872709145822756,0.0213255816233711,-0.0410521156073036,0.0562294018236754,0,0,0,0,0,0,0,0,0,0
X600690.SH,0.173018379427367,0,0,0,0.223543986897564,0,0,0,0,0,0.0484677431762944,0,0,0.0160818188547575,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,-0.0299639539398636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00929531299541629,0.0434814822518322,0,4.33680868994202e-19,0,0,-0.0333295548729359,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.172833677170793,0,0,0.0247164642802293,0,0,0,0,0,0,0,0,0,-0.0344286223458837,0,0,0,0,0,0,0,0,0.338422300537108,0,0,0,0,0,0,0.146232839977076,0,0,0,-0.000900877423236596,0,0.0366822505934463,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.13514668470538,0.102676272599273,0,0,0,0,0,0.118963370392302,0,0,0,0,0,0,0,0,0,0.0779033151152682,0,0.0979997929048762,0,0,0,0,0,0,0,0,0.0413711804912687,0,0,0,0,0,0.0226074467012008,0.0259207781901098,0,0,0.1944444468538,0,0,0,0,0,-0.208401123627551,0,0,0,0,0.0221831003949305,0,-0.00533595899699018,-0.0437858756045581,0,0,0,0,0,0
X300124.SZ,0,0,-0.117780651512743,0,0,0,0,0.223785013676307,0,0,0,0,0.0299441089018798,4.33680868994202e-19,0,0,0,0,-0.121942902620214,0,0,0,0.00369544127760621,0,0,0,0,0,0,0,0,0,0,0.0744920637199035,0.241074774275196,0,0,0,0,0,0,0,0,0,0.0592694828028654,0,0,0,0,0,0,0.0131132488213243,-2.71050543121376e-20,0,0,0,0,0,0
