,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X000725.SZ,X300014.SZ,X003816.SZ,X600031.SH,X002129.SZ,X002371.SZ,X002241.SZ,X002049.SZ,X000596.SZ,X000063.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X300142.SZ,X600089.SH,X601877.SH,X600741.SH,X002180.SZ,X600460.SH,X000661.SZ,X000733.SZ,X000100.SZ,X600522.SH,X000157.SZ,X002074.SZ,X600702.SH,X600884.SH,X002236.SZ,X000799.SZ,X600584.SH,X600183.SH,X002414.SZ,X000800.SZ,X601799.SH,X600372.SH,X000977.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.283753229254189,0,0.0620397462649969,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0825578752080758,0.0501579695046004,0.00356473978531757,0,0,0,0,0,0,0.0432976097354114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0187544925273897,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.281520469335574,0,0,0,0,0,0,0,0,0,0,0.10079882169895,0,0,0,0,0.186223876527101,0.096049749903486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162518806094691,0.00571782669326553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.0566039051221387,0.405824450586555,0,0,0,0,0,0,0,0,0,0,0,0,0.0515819561321079,0,0,0.0331302485634308,0,0,0,0.142392244489822,0,0,0,0,0,0,0,0,0,0,0,0,0.134328363964799,0.149931843632359,0,0,0,0,0,0,0,0,0,0,0,0,0.0121652621541084,0.0104644174235354,0,0,0,0,0,0
X002415.SZ,0,0,0.113595053927926,0,0,0,0,0.163530326291323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.249743358599659,0,0,0,0.0319207625955947,0,0,0,0.094731107990299,0,0,0,0,0,0,0,0,0.0347005601125527,0.459584656975349,0.124155097992595,0,0,0,0,0,0,0,0,0.121032699417404,-0.0953341822261621,0.0819250291357647,0,0,0,0,0,0
X000568.SZ,0,0.424450880439367,0.0846491125095517,0,0,0,0.130780200837209,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.0551745979532885,0.110362277943515,0,0,0,0,0.030530663220377,0,0,0,0,0,0,0,0,0,0,0,0.0301823416431866,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486396996800449,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.298181796651511,0,0,0,0,0.0587275171378462,0,0,0,0,0,0,0,0,0,0.0758596061650819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558899653114521,0,0.0247991008309318,0,0,0,0,0,0,0,-0.0374860913232348,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.197697172776239,0,0,0,0,0,0,0.122882421880333,0,0,0.249220525924753,0,0,0,0,0,0.186690062590476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493485309533515,0,0,0,0,0,0.0402091262602243,0.0970386441035283,0,0,0,0,0,0,-0.00888557936598357,0,0,0,0,0,0
X002475.SZ,0,0,0,0.015632226667768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0993759162332639,0.49682035564956,0,0,0,0,0,0,0,0.0145024964271281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0709460823381537,0,0,0,0,0,0.0233061808469428,0,0,0,0,-0.0323633364939997,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.039233759278799,0.176947607039215,0,0,0,0,0,0,0,0.0679527924951469,0.080963414525156,0,0,0,0,0,2.71050543121376e-20,0.0347141282331254,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400581865152278,0,0,0,0,0,0,0,0.0223973002132116,0,0,0,0.105419030959201,0,0,-0.0143207761577083,-0.0159567364684254,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0821455015355631,0,0,0,0,0,0,0,0.176312888795091,0,0,0,0,0,0,0.0820147922032378,0.0359232163935429,0,0,0,0,0.0336327812232424,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.0496998742315478,0,0,0.0328139494127434,0,0.0268500900654794,-0.0141397915488956,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0420394361444516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281044323800074,0,0.0159739314870981,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0556982675562625,0.0758741196239277,0,0.143669905530125,0,0,0,0,0,0.118800811365168,0.185005046651647,0,0,-0.0517026747800181,0.0259426164904851,0,0,0,0,0,0
X300124.SZ,0,0,0,0.014095040813762,0,0,0.146002452731431,0,0,0,0,0,0,0,0,0,0.0566138134239678,0,0,0.100863015326449,0,0,0,0,0.036754333378913,0,0,0,0,0,0.0781873762105445,0,0,0,0,0.022884439748646,0,0,0.12181841720245,0,0,0,0.225503326650103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0574758713521478,0.0190584306354796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285501888411541,0.219121977900156,0,0,0.0497654690037494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0271255514089526,0,0.0599318328514006,0,0,0.124613626072798,0,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191529542605775,0,0,0,0,-0.0405576767719189,0,0,0,0,0,0.042524213003848,0,0,0,0,0,0,0,0,0.763456045177129,1.38777878078145e-17,0,0,0.189819519849323,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0362955816150624,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0.0438386475333047,0.069199953843027,0,0,0.304814395335727,0,0,0,0,0,0,0,0,0,0,0,0.104781494056214,0,0,0,0,0,0,0,0,0.0420488612398653,0,-0.00575995668041944,0,0,0,0,0,-0.0161751516138391,0,0,0,0,0,0,0,0,0.0258891009563567,0.0481711391516299,0,0,-0.0319638829447587,0.023369933392331,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881201289812764,0.286935362350878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0742108531599802,0.163250799907986,0,0,0.0105066129268358,0,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0378293651305972,0,0,0,0,0,0.19254286890797,0,0,0.0785948755436113,0,0,0,0,0,0,0,0,0.122323414004724,0,0,0,0,0,0,0,0.292909929569657,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.0093489450514121,0,0,0,0,0,0
X002371.SZ,0,0,0,-0.0733781687014579,0,0,0,0.30446304289628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0526870056930272,0,0,0,0,0,0,0.426545066268984,0,-0.043479716170016,0,0,0,0,0.111823653171484,0.134973706733575,0,0,0,0,0,0,-0.0485366101185123,-0.0322348315304585,0,0.104083699745455,0,-0.0266148892810672,0.0923539447746536,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.609084123361182,0,0,0,0,0,0,0,0,0,0.0787734657306005,0,0,0,0,0,0,0.027059833734475,0,0,0,0.20308766099437,0,0,0.035456952068697,0,0,0,0,0,0.0112801248705831,0,0,0,0,0,0,0,0,0,0.114671578719517,0,0,0,0.0261492350736086,-0.00852470452489781,0,0,0,0,0,0
X002049.SZ,0,0,0,0,-0.0401576710993478,0,0,0,0,0,0,0,0,-0.0555506556654901,0,0,0,0,0,0,0,0,0.116605489826325,0,0,0.461056100817818,0,0.0390710907912274,0,0,0,0,0,0.101998189854769,0,0.170459354348983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155557346576395,-0.0160834926479108,0,0,0,0,0,0
X000596.SZ,0,0.304755034406938,0,0,0.0568624843380748,0,0.111246815250834,0.057915377328686,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.180811379412717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0325570358069429,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0651380683711753,0.158590750937776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149190166213978,0,0,0,0,0,0,0,0,0,0.098704908949347,0,0,0,0,0.117616422774111,0,0,0,0.0334215111904011,0.0451744977543869,0,0,0,0,0,0,0,0,0,0,0.00305238538667407,0,0,0,0,0,0,0
