,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X000100.SZ,X600031.SH,X600690.SH,X600276.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600271.SH,X600089.SH,X600066.SH,X002236.SZ,X600118.SH,X601877.SH,X600177.SH,X000550.SZ,X000581.SZ,X002475.SZ,X002129.SZ,X000568.SZ,X600582.SH,X000623.SZ,X000050.SZ,X300124.SZ,X300146.SZ,X000800.SZ,X600060.SH,X000559.SZ,X002292.SZ,X002294.SZ,X300003.SZ,X000977.SZ,X600839.SH,X000400.SZ,X002456.SZ,X002465.SZ,X600166.SH,X000869.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.0755452487510667,0.0921668464282561,0,0.200068790450289,0,0,0,0.0581317312272796,0.0522938253347416,0,0,0,0,0,0.25018887868683,0,0,0,0.120532744814603,0,0,0,0,0.0365021250743474,0.0143640564164889,0,0,0,0,0,0,0,0,0,0.0948893443718864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0333438697002689,0,0,0,0,0,0
X600519.SH,0,0,0,0.141448972803559,0,0,0.33681157568266,0.000775038288805271,0,0,0,0.0262052091702737,0,0,0,0,0,0,0,0,0,0,0,0,0.00496368729934929,0.0351777579198379,0,0,-0.0756596688156465,0,0,0,0,0,0,0,-0.012336014536128,0,0,0,0,0,0,0,0,0,0,0,0.00605929198026084,0,0,0,0,0,-0.12216478640013,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.12390001297521,0.214988877894693,0,0,0,0.252597540782289,0,0.0903915187151315,0,0,0,0,0,0,0,0,0,0.0646681299627942,0,0,0,0,0.0137413445896344,0,0,0,0,0,0,0.0240040462865135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186160372104528,0,0,0,0,0,0
X000651.SZ,0.252037236204478,0.253048646930868,0,0,0,0,0,0,0,0.0265178912367987,0,0.046855524551163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168090811133167,0,0,0,0,0,0,0,0,0,0,0,0,0.012545512469309,0,0,0,0,0,0,0,0,0,0,0,0.0712900566116948,-0.00510539179315819,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.200921745553638,0,0,0,0.0637977998544489,0,0,0,0,0,0,0,0,0,0.0205536804724141,0,0,0.22061529229543,0,0,0,0.163815364417471,0,0,0,0,0,0,0,0,0,0.0632445856646135,0,0,0,0,0.0448643667146195,0,0,0.0505627981130591,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0
X000625.SZ,0.100598455137925,0,0,0,0.0456301496846541,0,0,0.0666390124923523,0,0,0,0,0,0,0,0,0.1072376458975,0,-0.0365988388984044,0,0,0,0,0,0,0,0.177440761520312,0,0,0,0,-0.0536883412836217,0.0833982411046789,0,0.109734723071365,0,0,0,0,0.0372289263872902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0.0587215363422926,0,0,0,0,0.0470418021026059,0.0752093163117335,0,0.20434650180539,0.0778856526272057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883106567579767,0,0,0,0,0.0426002899227327,0,0,0,0,0,0.0395159050507579,0,0,0,0,0,-0.0385913257812094,0.106841992049796,0,0,0,0,0.0870719315180292,0,0,0,0.00270016500426875,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.112454990897418,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,-0.0493156192404303,0,0,0,0.00301930079391627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.023281319994597,0,0,0,0,0,0,0.628091499767419,0,0,0.0287081566404322,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.131464898959603,0.0372278375315853,0,0,0.19735800150365,0,0,0,0,0.034089476539309,0.00416885581018488,0,0,0,0,0,0.0463238654283875,0,0,0,0,0,0,0.113869329097202,0,0.0220039667798248,0,0,0,0,0,0,0,0,0,0,0,0,0.0508731738001951,0,0,0,0.0332899445669686,0,0,0,0,0,0,0
X000100.SZ,0.0107538285511385,0,0.334091908050291,0,0,0,0,0,0,0,0,0.0704575745144232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0111530371590557,0,0,0,0,0.0533935221852502,0,0,0,0,0.305012872342002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
