,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600690.SH,X600276.SH,X000568.SZ,X000651.SZ,X002475.SZ,X003816.SZ,X600104.SH,X000725.SZ,X300124.SZ,X002371.SZ,X000338.SZ,X000625.SZ,X002304.SZ,X600031.SH,X000596.SZ,X000063.SZ,X000100.SZ,X300014.SZ,X002179.SZ,X000157.SZ,X600089.SH,X600066.SH,X600703.SH,X002463.SZ,X600372.SH,X000977.SZ,X002241.SZ,X000921.SZ,X002236.SZ,X002028.SZ,X600741.SH,X600522.SH,X002049.SZ,X600183.SH,X000661.SZ,X600584.SH,X601877.SH,X002129.SZ,X000800.SZ,X002223.SZ,X002180.SZ,X600566.SH,X601799.SH,X600487.SH,X600177.SH,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0483695372931451,0,0,0,0.259483388925016,0,0,0,0,0,0,0,0,0.0210021833930212,0.0319596017229634,0,0.0208394801427466,0,0,2.71050543121376e-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0427958145294543,0,0,0,0,0,0,0,0,0,0,0,-0.013279272590492,-0.00506819701538739,-0.026607258155104,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.367116589696692,0,0,0,0,0,0,0,0,0,0.239284477409888,0,0,0,0,0.0410302540200238,0,-0.0031308451286321,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0624509446960576,0,0,0,0.0167538506497423,0,0,0,0,0,0,0,0,0,-0.00617873746197696,-0.00593121352017163,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.350839602056956,0,0,0,0,0,0.022336333981076,0.0535843260481329,0,0,0,0,0,0,0,0,0,0,0,0.0593127148052025,0,0,0,0,0,0,0,0,0,0,0,-0.010206114991226,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,-0.0771826260574605,0.0180671697658739,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0636314684567034,0,0.0606924566337168,0,0,0,0,0,0,0,0.118750328530063,0,0,0,0,0,0,0,-0.04459426682852,0,0,0,0,0,0,0,0.146567863694843,0,0,0,0.0629974250326325,0.0243835670612886,0,0.0405843976850922,0,0,0.0933253008037179,0,0.0107140595788297,0,0,0,0,0,0,-0.00255131688499679,-0.00653416794722139,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0987754666786113,0,0,0,0,0,0,0,0,0,0.0109466458420045,0,0,0,0,0.0875423706936392,0,0,-0.0219168442140715,0,-0.0301807305472583,0,-0.047363242030928,0,0.159265570220629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744881834452938,0,0,0,-0.0357684564963117,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533951683502581,0.13968222611885,0,0,0,0,0,0,0.0329093556385015,0,-0.0245254467986991,0,0,0,0,-3.46944695195361e-18,0,0,0.0732995863434087,0,0.0241806571064723,0,0,0,0.226536905012911,0.127874673457317,0,0,-0.0711965473263404,0,0.0414327656710083,0,0,0,0,0,0,0
X000568.SZ,0,0.938612686362553,0.084873897481174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380924096131649,0,0,0,0.00910980803917462,0,0,-0.113358066601754,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124120049422605,0,0,0,0,0,0,0,0,0,0.0278037957634087,0.0175829546961345,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.205238710964203,-0.022869112123336,0,0,0,0,0,0,0.07099373358634,0,0.0509157411753151,-0.206304834128747,0,0,0.107326523487879,0,0.112210279054624,0,0,0,0.0420186889245534,0,0,0,0,0,0,0.18007633003263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00868422909366804,0.0856469234462757,0,0,0,0,0
X002475.SZ,0,0,0,0.0126345369397235,0,0,0,0,0,-0.072337656485059,0,0,0,0,-0.0337958009250527,-0.00657556996395384,0,0,0,0,0,0,0.34750130765103,0,0,0,0.0450142878953862,0,0,0,0.397481427389203,0,0,0,0,0,0,0.0149071093081044,0,0.0722458356465927,0,0,0,0,0,0,0.105345597112721,0,0,0,0,0,0,-0.130442203390205,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.187915825055618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0400405914159318,-0.0956666183899374,0,0,0.181180671671489,0,0,0,0,0,-0.0780378875829099,0,0,0,0.236271336838822,0,0,0,0,0.0368819921459062,-0.000955664111757612,-0.0735608942105116,0,0,0,0,0,0
