,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X002475.SZ,X601877.SH,X600703.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X600498.SH,X000100.SZ,X600487.SH,X002008.SZ,X000625.SZ,X002007.SZ,X600809.SH,X000661.SZ,X300142.SZ,X600867.SH,X000157.SZ,X600566.SH,X000596.SZ,X002179.SZ,X600066.SH,X600177.SH,X002506.SZ,X600089.SH,X600522.SH,X300146.SZ,X002456.SZ,X002180.SZ,X600372.SH,X002241.SZ,X600699.SH,X002294.SZ,X600183.SH,X300136.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.522001584534061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0414168486400342,0,0,0,0.0374122182565597,0,0,0.028412181242541,0,0,0,0,0,0,0.356837239928117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0.0973431013197673,0,0,0,0,0,0,0,0,0,0,0.0286988808377407,0,0,0,0,0.0547434404169721,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0625254387167573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.204996906686652,0,-0.0229970629671936,0.0174631020661286,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.715146188308925,0,0,0.0430183166173117,0,0.0796193779551629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0234168097317194,0,0,0,0.0741240009502579,0,0,0,0,-0.00586259724336816,0,0,0,0,0.0741594312509766,0,0
X000651.SZ,0.193775703907273,0,0.0100506386331029,0,0,0,0.0982062167009864,0,0,0,0,0,0,0.068883605466724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0273188380481429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133606376419625,0,0,0,-0.000919121745656816,0,0,0,0,0,0,0
X000858.SZ,0.291661537204054,0,0.0171370480618318,0,0,0,0.251789106847114,0,0.0459692539160796,0,0,0,0,0.0950380885273449,0.038341649463554,0,0,0,0,0,0,0,0,0,0,0,0,0.120419450549184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00288841231204073,0.0228603795938445,0,0,0,0,0,0
X600276.SH,0,0,0.17375962392955,0,0,0,0.126232779316119,0,0,0,0,0,0,0,0,0,0,-0.0504961021252257,0.320092844158862,0,0,0,0,0,0,0,0,0.0945500594079114,0,0.100326270607795,0.0433854399391466,0,0,0,0,0,0,0,0,0,0.00370288954691107,0,0,0,0,0,0.138707711080242,0,0,0,0,0.0154965452179226,0.0109704830958609,0,0,0,-0.00527076893515341,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.574160999660076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0180589414411205,0,0,0,0.48443706499951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00631484931596347,0.00866667192613751,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.130186144069638,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0900004227244391,0,0,0,0.0326096470998654,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181071600820526,0.0622041276103669,0,0,0,0,0,0,0,0,-0.00676229885057014,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0656963216818259,0,0.131482223571013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996484877072189,0,0,0,0,0,0,0,0,0.00469899138583468,0,0,0,0,0,0.156360911573581,0,0,0,0,0,0,0,0,0,0,0,0,0,0.402761758200629,0,-0.0126652566496956,-0.0070854660705217,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.599013696871891,0,0.0275152658024726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179517300699713,0.145292362002157,0,-0.0111221451716659,-0.0037580654049178,0,0,0,0,0,0
X600031.SH,0,0,0.0264908750287894,0,0,0,0,0,0,0,0,0,0,0.0730325788181893,0,0,0,0,0.0522088140652584,0,0,0,0,0,0,0,0,0,0,0.0135402181820233,0,0.123183317364948,0,0.127916425389191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0780475552058485,0,-0.0107768623383945,0.0140223570202497,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0.0584530237175513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029755245799075,0,0.0944543412528717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0096854345832688,0,0,0,0,0,0,0,0.144631885383717,0,-0.00286299754515087,0.00281371224666108,0,0,0,0,0,0
X000568.SZ,0.0973146346886978,0,0,0,0,0.0691474349608213,0.161521606743133,0,0.00420800595965415,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.0495799869872044,0.341929073383547,0,0,0.0635877160829773,0,0,0,0,0,0,0,0,0,0.135170369901585,0,0,0,0,0,0,0,0,0,0,-0.0232467346277125,0.0348474573085336,0,0,0,0,0,0
X600741.SH,0,0,0,0,-3.46944695195361e-18,0,0.0704930556475314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146756835716305,0,0,0,0,0,0,0,0.214718466344654,0,0,0,0,0,0.160129225561452,0,0,0,0,0,0,0.00260796645823971,0.0779727340149336,0,-0.00898860802452131,0.0208690792437348,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.184288291814,0,0,0,0,0,0,0.0406056373379918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.450618738429068,0,0,0,0,0,0,0.138091363442209,0,0,-0.0135236260663646,0.0728829644662664,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0.0179127276802408,0,0,0,0,0,0,0,0,0,0.175615028544314,0,0,0.0137090683509727,0,0,0.128615724148067,0,0,0.0296847481045666,0.0259931791025743,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0299876719621867,0,0.0190547342503253,0,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.157295750148929,0,0,0,0,0,0,0,0,0.343098640908491,0,0.0886090538693458,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.217260824910555,0,0,0,0,0.209857851151802,0.108591130273273,0,0.0204895229334878,0.00781220985328699,0,0,0,-0.0917808557664241,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.125744279154245,0,0,0,0,0,0.269617631758583,0,0,0,0,0,0.0354498806162643,0,0,0,0,0,0,0,0,0,0,0,0,0.134332717450817,0.220401556767911,0.134987627883624,-0.0134207039654414,-0.053592894289453,0,0,0,0,0,0
X300003.SZ,0,0.0645965219118673,0,0,0,0.308968204661792,0.0336790857106058,0,0,0,0,0,0,0,0,0,-0.169157402026272,0,0,0.00680780649945796,0.00979560138033152,0,0.115655042488691,0,0,0,0.23702497919676,0,0,0,0,0,0.305154343174867,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172594946663108,0,0,0,0,0.0359454785930776,-0.115112868498441,0,0,0,0,0,0
X002236.SZ,0,0,0.584180330508342,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.118509421526558,0,0.0410457623444717,0,0,0,0.141931342742336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344421941392088,0,0,-0.00513169690796614,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.173132822662498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.42040628746343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.250917363868742,0,-0.00698130622792521,0,0,0,0,0,0,0
