,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X600031.SH,X000625.SZ,X601877.SH,X600487.SH,X002008.SZ,X002241.SZ,X002456.SZ,X000100.SZ,X600066.SH,X300136.SZ,X600809.SH,X002508.SZ,X300124.SZ,X002294.SZ,X600522.SH,X300003.SZ,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X000596.SZ,X000157.SZ,X600177.SH,X600699.SH,X600566.SH,X002129.SZ,X000661.SZ,X002179.SZ,X600118.SH,X300142.SZ,X002180.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.262565558661147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12747777420819,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.0278662832870232,0,0,0,0,0,0.047286116573234,0,0,0,0,0,0,-0.0223812618191828,0.0644334180060919,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.0265486180019363,0,0,0,0,0.0617234851173335,0.105909924097161,0,0.281508007399524,0.0723849758323969,0,0,0,0,0,0.0201419309179835,0,0,0,0.0343594892420501,0,0,0.0219139721416976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509116613586399,-0.0330975989238554,0,-0.0211042742986371,0.0267127636186434,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0263758127086688,0,0,0,0,3.46944695195361e-18,0,0,0,0.0700527543205308,0,0,0,0.115659289815948,0.0967842561633036,0.427134695741797,0,0.0438533730641331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189285539646815,0,0,0,0,0,0.140123702831329,0,0,0,0,0,0,-0.0177991014985236,0,0,0,0,0,0,0
X000858.SZ,0.135783401696765,0,0,0,0.02814091781199,0.00255892140685571,0,0.1224953637274,0,0,0,0.300913227553287,0,0,0,0,0,0,0,0.0321255762813867,0,0,0,0,0,0,0.291235986948935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166554531348454,0.00143221278101852,0,0,0,0,0,0
X000651.SZ,0,0.0931536731315882,0,0.343114290550131,0,0,0,0,0.13466494305367,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045389156820729,-0.0524771637802837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0138928152631299,0,0,0,0.0280520910301978,0.12792087478372,0,0,0.00296976311354845,-0.00721591934064045,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.42551237333581,0,0,0,0,0,0,0,0.039144512519125,0,0,0,0,0,0,0.225631169702206,0,0,0,0,0,0.0964991940480877,0,0.15090002971726,0,0,0,0,0,0,0.257414632062811,0,0,0,0,0,0,0,0,0,0,0,0,-0.0105177817606785,0.024836874131162,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0453501763469364,0,0,0,0.036587478260505,0.117964344652302,0.0989849906243874,0,0,0,0,0,0,0,0.101994664011368,0.0239460492177747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401277159800748,0,0,0,0,0,0,0,0,0.0739212567186838,0,-0.0299900995578842,0,-0.0156671964809375,0.0385115277192274,0,0,0,0,0,0
X002304.SZ,0.196953283890676,0,0,0.158106215322953,0,0,0,0,0,0,0,0.0587326874897572,0.104473743915545,0,0,0,0,0,0,0,0.0753814557753473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,-0.0255068467084688,0.0057014484887132,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.291525756108821,0,0,0,0,0,0,-0.0458361513319055,0,0.173650121416065,0,0,0,0.00134685643349699,0,0,0,0,-0.0214260262392302,0,0,0,0,0,0,0.311147852157267,0,0.139030777445389,0,0,0,0,0.28713527176222,0,0,0,0,0,0,0,0,0,0,0,0.179362994204457,0,0,0.00782048007045741,0,0,0,0,0,0
X600690.SH,0,0.132837909350885,0,0,0.215565199755147,0,0,0,0,0,0.0320342284009653,0,0.0352286697839545,0,0,0,-0.0555317331547328,0,0,0,0.357529532036101,0,0,0.0101026039051046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358161719396874,0,0,0,0,-0.0315901132957338,0,0,0,0,0,0,0,-2.3291611815404e-05,0.0035954862142016,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.0391961573342504,0.175029938843685,0,0,0,0,0,0,0.0685904476435131,0,0,0,0,0.0642335522483863,0,0.0318706244658731,0,0,0,0,0.11847354124986,0,0,0,0,0,0,0,0,0,0,0,0.194494029411245,0,0,0,0.0876126189837771,0,0,0.0590524288095031,0,0,0,0,0.225130287422021,0,-0.0285816989110637,0,0,0,0,0,0,0
X000568.SZ,0,0,0.0278539207929854,0.23475947207898,0,0,0,0.127266097684765,0,0,0,0,0,0,0.0493089179062706,0,0,0,0,0.0490852737620802,0.0498692115577548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.153563190428015,0,0,0,0,0,0,0,0,0,0,0,0,0.0131053640673082,0,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.25593351274614,0,0.0402048225052208,0,0,0,0,0,0,0.0249723887950809,0,0.0110224564204575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445765511424178,0,0,0,0.115415647348424,0,0,0,-0.0493724424404871,0.0914966330153593,0,0,0,0,0,0
