,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X000625.SZ,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X002241.SZ,X600066.SH,X000100.SZ,X000338.SZ,X002456.SZ,X601877.SH,X002508.SZ,X002085.SZ,X300124.SZ,X600177.SH,X600271.SH,X300003.SZ,X600118.SH,X000157.SZ,X300136.SZ,X600089.SH,X002007.SZ,X600522.SH,X002008.SZ,X000981.SZ,X002294.SZ,X600372.SH,X600867.SH,X600699.SH,X600487.SH,X000066.SZ,X002180.SZ,X002074.SZ,X600809.SH,X600566.SH,X000559.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0.0837534835132441,0,0,0,0.237921742536292,0.0879420379750582,0,0,0,0,0,0,0,0,0.0585421434926736,0,0,0,0,0,0,0,0,0,0,0.0318928514471887,0,0,0,0,0,0,0,0,0.00494481946168007,0,0,0,0.164901879158419,0,0,0,0,-0.00768755601114817,-1.0842021724855e-19,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0389413922425265,0.167176870149908,0,0,0.391864148949118,0,0.271582509046478,0,0,-0.0404309028942629,0,0,0,0,0,0,0.020535175492381,-0.193859989418397,0,0,0,0,0,0,-0.0715551215860322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0860681341981027,-0.00918466077247171,0.000400797930764422,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.145569987993592,0,0,-0.0615723869767473,0,0,0,0,0,0,0,0.268385843341844,0,0,0,0,0,0,0.0957002179577266,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.00530924089365008,0,0,0,0,0,0,0,0,0,0.0242718909800757,0,0,0,0,0,0.0341788837666906,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0818284374242399,0,0,0,0,0,0,0.177271094106402,0,0,0,0,0,0,0,0,0,0,0.047591643142454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00988227503991873,0,0,0,0,0.028760280766768,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0721024361456885,0,-1.73472347597681e-18,0,0,0,0,0,0,0.424765357500134,0,0,0,0.0616729061231435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590351041065232,0,0,0.0348828988964993,0,0,0,0,0,0.0360230607620569,0,0,0,0,0,0,0,0,-0.00392175631497374,0,0,0,0,0,0,0
X000725.SZ,0,0,0.197265079596884,0,0,0,0,0,0,0,0,0,0,0,-0.213387216312626,0,0,0,0,0,0.173356182334803,0,0,0,0,0.0460941876883214,0,0.387133823571076,0,0,0,0,0.0636257781419347,0,0,0,0,0,0,0,0,0.0343499291955604,0.0256694083326641,0,0,0,0.26794197848571,0,0,0,-0.0258617068076659,0.0200323708989955,0,0,0,0,0,0
X600276.SH,0,0,0,-1.73472347597681e-18,0,0,0,0.0409877854815063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571337140230907,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,-0.0599664097696645,0,0,0,-0.0155554526062401,0,0,0,0,0,-0.0390939421133519,0,0.00585996094964743,0.0161059159831281,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0652759800498087,0.205051026622109,0,0,0,0,0,0,0,0.156871674973626,0,0,0.134095710486513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189028553216856,0,0.201108256982477,0,0.180911920790961,0,0,0,0,0.00438312970602145,0.00533296177054107,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.175388366978493,0,0,0,0,0,0.0345227054431347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214549339086624,0,0,0,0,0,0,-0.0285181555492835,0,0,0.139415869025559,0,0,0.0286818948502537,0,0.00161195301800945,-0.0124263125563925,0,0,0,0,0,0
X000063.SZ,0,0,0.0402113879800563,0,0,0.138024642619116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.161883183064222,0.10456063284432,0,0,0,0,0,0,0,0.00414515383466546,0,0,0,0,0.0648291397383592,0,0,0.0836924498612635,0,0,0,-0.0657883113634176,-0.0303698197934059,0,0.0828129963839214,0,0.0076820461845912,-0.0140005908414661,0,0,0,0,0,0
