,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X600031.SH,X000625.SZ,X000063.SZ,X600276.SH,X600690.SH,X000157.SZ,X000338.SZ,X600372.SH,X600741.SH,X600089.SH,X002241.SZ,X000100.SZ,X600703.SH,X600118.SH,X600066.SH,X000623.SZ,X601877.SH,X000568.SZ,X600271.SH,X000581.SZ,X000550.SZ,X002236.SZ,X600177.SH,X000800.SZ,X000869.SZ,X002294.SZ,X000559.SZ,X002475.SZ,X300124.SZ,X002129.SZ,X000050.SZ,X600839.SH,X000400.SZ,X600809.SH,X000977.SZ,X002007.SZ,X002465.SZ,X000596.SZ,X300003.SZ,X600252.SH,X002456.SZ,X002292.SZ,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0.200685541781391,0.204535803387537,0,0,0,0,0,0,0.355522513832281,0,0,0,0,0,0.121913728848978,0,0,0,-0.0547235901944382,0,0.0472259514155111,0,0.0223209949787686,0,0,0,0,0,0,0,-0.0319207428466565,0,0,0,0,0,0,0,0,0,0,0,0.0110647987596724,0,-0.0160299179826396,-0.0207917841029076,-0.0235279725978424,0,0,0,0,0
X600519.SH,0,0,0,0.167997649769166,0,0.227597492306403,0.366975627488179,0,0,0,0,0.0941048327711749,0,0,0.0506624497604878,0.0331773120919594,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204427969322091,0,0,0,0,0,0,0,0,-0.00933952833969995,0,0,0,0,0,0,0,0,0,0,0,0,-0.0128217942310269,-0.00652732306070672,-6.93889390390723e-18,0,0,0,0,0
X000725.SZ,0.0508173004851663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.418845035926535,0,0.115628515763785,0,0,0,0.033981229707892,0,0,0,0,0.156315854916289,0,0,0,0,0,0,0,0,0,0,0,0,0.0576007837303367,0.034253404144915,0.0329866284137643,0,0,0,0,0,0,-0.0186765464471249,0,0,0,0,0,0,0
X000651.SZ,0.0784939764102416,0,0.114889687644296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533564394407009,0.0863378622459058,0.164032857167991,0,0,0,0,0.0349938574686102,0,0,0,0,0,0.211896064584041,0,0,0,0,0,0,0,0,0.0169365351500227,0,0,0,0,0,0,-0.0530015034640731,-0.021393679389015,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0961577888049381,0,0,0,0,0,0,0,0.0252855436151037,0,0,0,0,0,0,0,0,0.0256139678891322,0,0,0,0,0,0,0,0.196012652221979,0,0,0.161949624316583,0,0,0,0,0,0.125076269882895,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0116574157805208,-0.00132884507447951,-0.0154013157530688,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.0165245538228886,0,-0.0300214421726647,0,0,0,0,0,0,0,0,0.0335926535710624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0518188327495336,0,0,0,0.283267749881212,0,0,0,0,0,0,-0.027277137738396,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.00695768697375601,0,0,0,0,0,0,0,0.0419626843736681,0,0,0,0.223899262269838,0,0,0.0324382661512057,0,0,0,0,0,0.0278570278938649,-0.02378986861824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0705647889519744,0,0,0,0.0119949254148736,0,0,0,0,-0.00994087016630306,0,0,-0.00394640289516962,0,0,0,0,0,0
X600031.SH,0.0930482902360449,0,0,0,0,0,0,0,0,0,0,0,0.936975479287177,0,-0.0172904965259352,0,0,0,0.0429244580303023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021820193443199,0.00222759803412502,0,0,0,0,0,0
X000625.SZ,0.384823219358422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.107341823857552,0,0,0,0,0.0431020591988026,0.165922910849115,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105588738063823,0,0,0,0,0,0,0,0,-0.0267499271418875,-0.00367932099584242,0,0,0,0,0,0
X000063.SZ,0.119553513549695,0,0,0,0,0,0,0.0272197917836758,0,0,0,0,0,0,0,0,0,0,0,0.0930621106413361,0,0,0,0,0,0,0,0,0,0.102600955544428,0,0,0,0.0599412094372443,0,0,0,0,0.0270686205519537,0,0,0,0.0546786971340607,-2.16840434497101e-19,0,0.00195090591784305,0,0.0105722913259554,0.0378872150321369,0,0,0.00724641098183021,-0.0010606932582957,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586230142826198,0,0,0,0,0,0.00935633473952577,0,-0.0252607185727378,0.0447777868991231,0,0,0,0,0,0,-0.0390129935834533,0,0,0.132203147398507,0,0,0,0,0,0,0,0,0.127876488620814,0,0.0344565587472662,0,0,0,0.0994112325665401,0,0,-0.0469340563981036,0.0114034093427988,-4.33680868994202e-19,0,0,0,0,0
X600690.SH,0.00983329444888946,0.172278221056173,0,0.211675286003197,0,0,0,0.0443046382996975,0,0,0,0,0,0,0,0,0.128969247819629,0,0.0636301117632456,0,0,0,0,0,0,-0.0402586132662606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0.374930257572854,0,0,0,0,0,0,0,0,0.0244885655673582,0,0,0,0,0,0,0,0,0.0977630798338226,0,0,0,0,0,0,0,0,0,0.0433560349128643,0,0,0,0,0,0.0280480311325796,0,0,0,0,0,0,0,0,0,-0.00394732880665337,-0.0185711122712062,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.324024319112019,0,-0.0795164164158093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561789324782435,0,0,0,0,0,0,0,0.239675852942095,0,0.0338868530472935,0,0,0,0,0,0,0,0,-0.0142388055181023,0,0,0,0,0,0
X600372.SH,0,0,0,0.0868275409974103,0,0,0,0,0.205233646923515,0,0,0,0,0,0,0,0,0,0,0,0.0458550742597489,0,0.130880036179451,0,0,0,0,0,0,0,0,-0.167557591357227,0,0,0,0,0.100553484272635,0,0,0,0,0,0,0.0779217984140131,0.0145380380984646,0,0,0,0,0.186650847380377,0,-0.015317144285742,0.0232541513185222,0,0,0,0,0,0
X600741.SH,0.157305802167315,0.0241966894717197,0,0,0,0,0,0,0,0,0,0.0256961292040496,0.0399342030989287,0,-0.0556426925756839,0,0.15750321445658,0,0,0,0,0,0.170216333115494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0338392175522644,0,0,0.107001823500713,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0261113561839692,-0.0215029171854359,0,0,0,0,0,0
X600089.SH,0,0,0,0,0.0246070812328182,0,0,0,0,0,0,0,0.192096932630395,0,0,0.0349957698019843,0,0,0,0,0,0,0,0,0,0,0,0,0.0559782911822129,0,0,0,0,0,0,0,0,0,0,0,0,0.133323860359959,0,0,0.0332914933132727,0,0,0.136932998991846,0,-0.0281562185427883,0,-0.0099812359449127,-0.0234496342989467,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166713112148308,0,0,0,0,0,0,0,0,0,0,0,0.00993319658075107,0.0515944463874581,0,0,0.121121369412031,0,0,0,0,0,0.0597669996100392,0,0,0,-0.0286377575317502,-0.0197641937254035,0,0,0,0,0,0
