,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X002456.SZ,X002508.SZ,X000100.SZ,X601877.SH,X300124.SZ,X600177.SH,X600089.SH,X300136.SZ,X300003.SZ,X600522.SH,X002294.SZ,X600271.SH,X002007.SZ,X002008.SZ,X000157.SZ,X002085.SZ,X600118.SH,X600487.SH,X600809.SH,X600566.SH,X600867.SH,X600699.SH,X600372.SH,X000559.SZ,X000623.SZ,X000596.SZ,X002180.SZ,X300115.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0100498571352592,0,0,0,0,0,0,0.159043944731308,0,0.0682662517329302,0,0,0.0496484309472046,0,-0.0109941809528976,-0.0248687649851191,0,0,0,0,0,0,0,0.0732534531941947,0,0,-0.0358209006347878,0,0,0,0.00916688236469414,0,0.135308050067467,0,0.0192339701197682,0.168399173412683,0,0,0,0,0,0,0.22751195432329,0,0,0,0.0106399878008576,-0.0198069287295508,0,0,0,0,0,0
X600104.SH,0,0,0,0.117882508034863,0,0,0,0,0,0,0,0.42875906848646,0,0.103015291774587,0,0,-0.0916449018122133,0,0,0,0,0,0,0,0,0,0,-0.0224678509571628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00774353010446365,-0.0154109149249402,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.194203114235262,0.0796336469548539,0.12129094358246,0,0,0,0,0.00861144723583511,6.93889390390723e-18,0,0.276527348427581,0.0730238858597336,0,0,0,0,0,0.0682737059199928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0979307666120575,0,0,0,0,0,0,0,-0.0197151572741192,0.0219999954987226,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0669282024030882,0,0.216469414280242,0.18512737974735,0.0561089277307921,0,0.0470175503914583,0,0,0,0,0,0.0735923640394923,0,0,0.0996397106907244,0,0,0,0,0,0.0656026846834296,0,0,0,0,0,0,0,0,0,0,0.0274933438346254,0,0,0,-0.0225091071230968,0,0,0,0,0,0,-0.00750948585985706,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0571484137288311,0,0,0.0157304500882123,0,0,0,0,0,0.609700999164056,0,0.0517585248302632,0,0,0,0,0,0,0,0,0.0846996746544619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0.152744688445843,0.0708776356599181,0,0.0798359608049538,0,0,0,0,0,0,0.0841388506832831,0,0,0,0,0,-0.166877498581433,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.177314815763692,0,0,0,0,0,0,0,0,0,0,0,-0.113145319139335,0,0.000783708465009395,0,0,0,0.00174280220231341,0.00887589164570854,0,0,0,0,0,0
X000725.SZ,0,0,0.0578086198396347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0921326471682338,0,0,0,0,0,0,0.31764441148634,0,0,0,0,0.21290285072608,0,0,0,0,0,0,0,0,0.0887788667594525,0,0.0798019655844153,0,0,0,0,0,0,0.00284341832475031,0.0331913088946363,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.393578723759058,0,0,0,0.0964665513987244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937669145389792,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0459176961793426,0,0,0,0,0,0,0,0.198001432827058,0.0780320050383059,-0.114699173071424,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.566300991222489,0,0.0841693666809251,0,0.0242065604498006,0,0.0486677914088493,0,0,0,0,0,0,0.0693593462983607,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0246935927141754,0,0,0,0,0,0,0,0,0.0258264793747954,0,0,0,0,0,0,0,0,0,0.0722884222777203,0,-0.00991571695305128,-0.00249529530614253,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.00988640607901791,-0.00933616475069083,-0.0258224476867758,0,0.233328846094873,0,0,0,0,0,0,0,0,0,0.0403198738146782,0,0,0,0.0932399159141067,0,0,0,0.101337114587124,0,-0.105425004896894,0.0863251595017228,0,0,0,-0.0425583034085425,0,0.00999120054552754,0,0,0,0,0.0839746524886532,0,0,0,0,0.124871531346825,0.0244356593257112,0,-0.0116437124432372,0,0,0,0,0,0
X600703.SH,0,0,0.10351705181977,0,0,0,0.0342746037236598,0,0,0.0541649839964545,0,0,0,0,0,0,0,0.0206770009874219,0,0,0.123727840249601,0,0,0,0,0,0,0.0503505083264216,0,0,0,0,0,0.0158160047526193,0,0,0,0.155601721567238,0,0,0,0,-0.0223869337899108,0,0,0,-0.0518823828798935,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0.399682784010124,0,0,0,0.217361839050824,0,0.0968032567462438,0.0448754327377752,0,0,0,0,0,0.0211236525733091,0,0,0,0,0,0,0.00240631230145418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0283667939536874,0,0,0,0,0,0,0,0,0,-0.021532243235545,0.00462563936370582,0,0,0,0,0,0
X000568.SZ,0,0,0.0228084245320228,0.0446472337832374,0.701764938454493,0,0,0,-0.0430985222005024,0,-0.0350245219005584,0,0,0,0,0,0,0,0,0,0,0.0699824487925108,0,0,0,0,-0.0101482032827149,0,0,0.0184149454424505,0,0,0,0,0,0,0,0,0,0,0,0,0.0181011147321743,0,0,0.106511384909981,0,0,0,0.0190386923839785,-0.0140627490699934,-0.0569644456456451,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0188055806048323,0,0,0,0,0,0.0626183379934732,0.215088033181725,0,-0.260225585796212,-0.0320432237091978,0,0,0,0,0.0395384696274223,0,0,0,0,0,0,0,0,-0.0293187790732633,0,0.16412433474134,0,0,0,0,0.0578409518979075,0,0.0220750049409367,0,0,0,0,-0.0294609699119523,0.00425245765565315,0,0,0,0,0,0
X002236.SZ,0,0,0,0.16794704188981,0,0,0,0,0,0,0,0,0,0,0,0.309578279245714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201410038202408,0,0.322971581417297,0,0.0515939900491375,-0.0048131923770626,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00946493700579321,0,0.189973858802707,0,-0.0397379898491173,0,0,0.000181788202967494,0,0.00115137455673834,0,0,0,0.360148824584113,0,0,0,0,0,0,0,0,0,0,0,0.116476864102223,0,0,0,0,0,0,0,0,0,0.0206242734907205,0.0140956756780606,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119144037529005,0,0,0,0,0.136423058658365,0.0931826696320435,0,0,0,0,-0.0411687406130124,0,0,0,0,0,0,0.0208931035753086,0,0,0,0,0,0,0,0,0,0,0,0,0.0813688115456431,0.295024549844688,0,0,0.0227256003405237,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.0306266287331922,0,0,0,0.219167774428636,0,0,0.0671045014056438,0,0,0,0,0,0,0,0,0,0.050515632868446,0,0,0,0,0,0,0,0,0,0,0.336251954913455,0,0,0,0.0357446227348686,0.0177030943674501,0,0.139709833040925,0,0,0,0,0.105198463847417,0,0,-0.000969027784802999,-0.021829285476067,0,0,0,0,0,0
X600066.SH,0,0,0,0.145801677543971,0,0,0,0,0,0,0,0,-0.071246638287972,0.119170134197821,0.116549637724611,-0.168834297659862,0,0,0,0,0,0.0847042063477388,0,0,0,0,0,0,0,0,0,-0.0388810679208576,0,0,0,-0.098580910238651,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00308354827796491,0,0,0,0,0,0,0
X000338.SZ,0,-0.0406571387714759,0,-0.330786587518262,0,0,0.220374413334912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255916052444987,0,0,0,0,0,0,0,0,0,0,0.0416938689875604,0,0,0.089995488581863,0,0,0,0,0,0.029120944706504,0.116794324575954,0,0,0,0,-0.0328777798222075,-0.0194037000908915,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0.0266609739893999,0,0,0,0,0,0,0,0,0.0641203795434538,0,0,0,0,0,0,0,0,0,0.0122306086912645,0,0,0,0,0,0,0.102799311473436,0,0,0,0.218030835670903,0,0,0,0.064797141953625,0,0,0,0,0,0,0,-0.00819619975608908,0.000443581581742617,0,0,0,0,0,0
X002508.SZ,0,0,0.154558222879183,0.117112614807974,0,0,-0.0701133659959097,0,0,0,0,0,0.304437401407736,0,0,0,0.0794245144368657,0,0.291068713838776,-0.175636350014459,0,0,0,0,0,0,0,0,0,0.0367932636078715,0,0,0,0.177733219516299,0,0,0,0,0,0,0,0,0.0759593029477972,0,0,0,0,-0.0100663791982231,0,0.00471225487045317,0.037048252368453,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0.0815653013519007,0,0,0,-0.0342470132960804,0,0,0,0,0.0947439645943635,0,0,0,-0.0433629812907564,0,0,0,0,0,0,0,0.104306940001565,0,0,0,0.0795218303861287,0,0,0,0,0,0.0453937733491089,0,0,0,0.0173455717108779,0.00256541002079146,0,0.0998235004442978,0,0,0.0131143286768066,-0.0212368814027344,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105403015906992,0,0.0860313746212752,0,0.190528826892661,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486112891554972,0.00513232863272916,0,0.125425982385949,0.141305728132871,0,0.0987293870932951,0,0,0,0,0,0,0,0,0,-0.0108444822329866,0.0153157768299731,0,0,0,0,0,0
X300124.SZ,0,0,0,0.406028616152959,0,0,0.0316208853168542,0,0,0.0657087634521198,0,0,0,0,0,0,0,0,0,0.17516799676245,0,0,0,0,0,0,0,0,0,0,0,0.101316837636033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0273361643923879,0.026493598345494,0,0,0,0,0,0
X600177.SH,0,0,-0.0683317342610842,0,0,0,0.0605750599688057,0,0.0150929960921912,0,0,0,0,0,-0.0133766716915939,0,0,0,0,0,0,0,0,0,0,0,-0.0781508342214758,0,0,0,0,0,0,0,0,-0.0449152059098193,0,0.122734385861101,0,0,0,0,0,0,0,-0.0426904580621155,0,0,0,0.00621431262273386,-0.0144301652826006,0,0,0,0,0,0
