,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X000625.SZ,X600741.SH,X002475.SZ,X600031.SH,X002241.SZ,X000338.SZ,X002456.SZ,X600066.SH,X000100.SZ,X601877.SH,X300124.SZ,X600089.SH,X600177.SH,X002508.SZ,X002008.SZ,X300136.SZ,X002085.SZ,X600487.SH,X300003.SZ,X000157.SZ,X600271.SH,X600809.SH,X600522.SH,X000050.SZ,X002294.SZ,X600118.SH,X002074.SZ,X600699.SH,X300115.SZ,X600867.SH,X000981.SZ,X000559.SZ,X600372.SH,X600566.SH,X000066.SZ,X002179.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00372392503489259,0,0.275551325249729,0,0.0169038744592779,0.03820660648539,0,0,0.00462087430032592,0.193890212512138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00741435292479715,0,0,0,0,0.0254111283730874,0,0,0,0,-0.0519435712309147,0,0,0,0,0,0,0,0,0,0,0,0,-0.0060475151306773,0,0,0,0,0,0
X600104.SH,0,0,-0.0386459071352884,0.217049798711414,0,0,-0.0812694141068805,0,0,0,0,0,0,0.132800626302963,0.43362114682779,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0655955334314289,0,0,0.163023388937498,0,0,0,0,0,0,0,0,0,-0.0549559015561338,0,0,-0.0291998370227492,0,0,-0.149759646648021,0,-0.0489786303589214,0,0.0249721722185628,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0840326221865253,0,0.0860200534291193,0,0,0,0,0,0.228684881029627,0,0.128137486685469,0,0,0,0,0,0,0,0,0,0,0,0.12789225348896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0.119502348520788,0,0,0.131654543907172,0,0.0784281164933471,0,0.015441689914171,0.113848935562943,0,0,0.0828382940644711,0.00593949463488958,0,0,0,0,0,0,0,0,0,0,0,0,0.0438973160116781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149739112006685,0,0,0,0,-0.00860537931826011,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0699822940400687,0,0,0,0,0,0.0929373716672928,0,0.637961426799474,0.0899146711541302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00962864573376176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0032424330386605,0.0154221788327264,0,0,0,0,0,0
X600276.SH,0,0.106442696376662,3.46944695195361e-18,0,0.114308972016495,0,0,0,0,0,0,0,0.0169367139325213,0,0,0,0,-0.0560808077853271,-0.0122166629943809,0,0,0,0,0,0,0,0,0,0,0,0,0.130616751119069,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.084520608030651,0,0,0,0.101711512862615,0,0.0221220546723992,0,0,0,0,0,0,0
X000725.SZ,0,0,0.156068481575148,0,0,0,0,0,0.0892653427122806,0,0,0,0,0,0,0,0,0.00519687349119291,0.195363309751154,0,0,0,0,0,0,0,0,0,0,0.0556677609867672,0,0,0,0.218278100670522,0,0,0.0539999049558962,0,0,0,0.0949475238428498,0,0,0,0,0,0,0,0.199785436528153,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.12923912416621,0,0,0.180783336848723,0,-0.00519492385658372,0,0,0,0,0.164662163552237,0,0,0.0942524272629232,0,0,0,0,0,0,-0.0616675694794091,0,0,0,0,0,0,0.0216135822078338,0,0,0,0,0,0,0,-0.00347217457854687,0,0,0,0,0,0,0.190538742654058,0,0,0,0,0,0,0,0.0175346218694177,0,0,0,0,0,0,0
X000063.SZ,0,0,0.00327477669068096,0,0,0,0,0,0,0,0.219670411464827,0,0.0956533545975459,0,0.0565988444097542,0,0,0.0891744048888935,0,0,0,0,0,0,0,0,0,0.0583265602195545,0,0,0.145838784140274,0.0207546899960309,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846736595382698,0,0,0,0,0,-0.0386748970225253,0,0,0,0,-0.224100763271309,0,0
X600690.SH,0,0,0.0451681542633238,0.358817832935332,0,0,0,0,0,0,0.0716116765871173,0,0.119577096331782,0.260959021681356,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0217754580633611,0,0.0665306009158909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.059571855773484,-0.0609432674307179,0,-0.0426619566466079,0,0.0221404326263979,-0.00221397273716719,0,0,0,0,0,0
