,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X600276.SH,X000858.SZ,X000063.SZ,X000625.SZ,X600118.SH,X600690.SH,X600703.SH,X600031.SH,X000100.SZ,X600271.SH,X000559.SZ,X600066.SH,X600372.SH,X002241.SZ,X000157.SZ,X002236.SZ,X600741.SH,X600089.SH,X002475.SZ,X300124.SZ,X002292.SZ,X000338.SZ,X002465.SZ,X600177.SH,X000568.SZ,X300003.SZ,X600839.SH,X002129.SZ,X000547.SZ,X002294.SZ,X000977.SZ,X000800.SZ,X002074.SZ,X000623.SZ,X002506.SZ,X002008.SZ,X600582.SH,X600867.SH,X002180.SZ,X600498.SH,X000550.SZ,X002276.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.150693398835901,0,0.0122258713497678,0,0,0,0,0,0,0,0.081328413667528,0.0143839791110276,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.066813273660649,0,0,0,0,0.0394865820833972,0,0,0,0,0,0,0.0301796664346845,0,-0.0248902675866994,0.0381518338245314,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.00685072485586735,0,0,0.407739749158441,0,0.346267648241552,0.0374237568721262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00321173700736781,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.278223002456005,0,0,0,0,0,0,0.160122463384103,0,0,0,0,0,0,0,0,0,0.0312498838603845,0,0,0,0.0233789676356144,0,0,0,0,0,0,0,0,0.0117002785283539,0,-0.0882474508820098,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0879701959622238,0,0,0,0,0,0,0.034976002968743,0,0,0.157002304773495,0,0,0,0,0,0,0,0,0.0208709401069767,0,0,0,0.00102308867651635,0,0.0566995701674177,0.0690263279302117,0,0.0841990107496733,0.0215470033068819,0.0172524278640275,0,0,0,0,-0.00574529429259518,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0159679133920799,0,0,0,0.0475677404583268,0,0,0,0.0648799441206173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0489071113434481,0,0,0,0.0606178741407236,0,0.248119658552081,0.00706932132870174,0,0.085779054502195,0,0,0,0,0,0,-0.0147677131527348,0,0,0,0,0,0,0
X002304.SZ,0,0.187114320238129,0,0,0,0,0,0,0,0.00517769055485271,0,0.072541411492827,0,0,0,0,0,0,0,0,0,0.0149556774088605,0.0111589167811888,0,0,0,0,0,0,0,0,0.0283522989662257,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0368415364120949,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549190124452131,0,0,0.0328281581573579,0,0,0,0,0.0586201027519471,0,0,0,0,0,0,0,0,0,0,0,0,0.0592350909038883,0,0,0,0,0,0,0,0,0,0,0,0.123942404004324,0,0,-0.00652336370076876,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.0797140302265348,0,0.0851102699886107,0,0,0,0.105646352887487,0,0,0.0321888117848524,0,0,0.118550696838973,0,0,0,0,0,0.116705944039786,0.0191379419822738,0,0,0,0,0,0,0.0655364875546295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724538402143825,0,0,0,0.220212201696929,0,0.159370678953025,0,0,0.0902007291082309,0,0,0,0,0,0,0,0,0,0.180991524121706,0,0,0.026643294021718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
