,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000596.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X300014.SZ,X601877.SH,X002371.SZ,X002007.SZ,X600183.SH,X300124.SZ,X000157.SZ,X002456.SZ,X000625.SZ,X002008.SZ,X000977.SZ,X300142.SZ,X002129.SZ,X002179.SZ,X600271.SH,X300136.SZ,X600584.SH,X000066.SZ,X002180.SZ,X002463.SZ,X600118.SH,X600177.SH,X600066.SH,X002049.SZ,X000050.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0678135923777269,0,0,0,0,0,0.16984600497673,0,0,0.225608936167623,0,0,0,0,0,0,0,0,0,0,0,0.101563425187442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0204460426764193,-0.0610227616909894,0,0,0,-0.0682752760788882,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.00343122488610036,0,0.485971717851947,0,0,0,0,0,0,0.0313193451723864,0,0,0,0,0,0,0,0,0,0,0,0,0.0447017523856895,0,0,0,0,0,0,0,0.0774025762149875,0,0,0,0,0,0,0,0,0,0,-0.00952912785119661,0,0,0,0,0,0
X600276.SH,0.117016833645121,0,0,0,0,0,0,0,0,0,0,0,0.179583717474544,0,0,0.0921824368902822,0,0,0.163158946290685,0,0,-0.0252161176571618,0,0.0461934384163181,0,0,0,0.163831039694175,0,0,0,0,0.00863333525001809,0,-0.0786036020242951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025075831547231,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0539148673844758,0,0.357783079399917,0,0.0118819329037425,0,0,0,0,0,0,0.0254847392862726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732366064777958,0,0,0.0816837239085974,0,8.67361737988404e-19,0.118538557954725,0,0,0,0,0,0,-0.103019194297676,0,0,0.0215468040564844,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.19005615666489,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.229094434884644,0,0.00663269138378749,0,0,0,0,0.0666328476633294,0,0,0.233567633588485,0,0,0,0.134997619235461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551769836529486,0.0131557051754353,0,0,0,0.0338448027524933,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.208617302321715,0,0,0,0,0,0,0,0.0648180384880802,0,0,0,0,0.0138619764613263,0,0,0,0,0,0.155485052335666,0.19878582734673,0,0.0540883531837358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209472612704308,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409992534288082,0,0,0,0.275826784305073,0,0,0.160306467400407,0,0.0175668528318239,0,0,0,0,0,0,0,0,0.0423852286301011,0,0,0,0,0,0,0,0,0.135069284727694,0.117385060519509,0,0,0,0,0,0,0,0,0.014778405650801,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0404443782152908,0,0,0,0.207965128303997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011032071410277,0,0.139983662697207,0,0.151749143852091,0,0.233998447621389,0.0371916472299242,0.0726115895833568,0,0,0,0,0,0,0.00604146176529167,0,0,0,-0.0289245310915034,0.0255232124513101,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.1125607331107,0,0,0,0,0,0,0,0,0.0193906293578631,0,0,0,0,0,0,0,0,0,0.0138196690622588,0,0,0,0.0573550130016163,0,0,0.251648676551758,0.156733239547007,0,0,0,0,0,0,0,0,0.167260486226139,0,0,0,0.0159086606089546,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0730964444825651,0,0,0,0,0.233138324658712,0,0,0.0381348225939298,0,-3.46944695195361e-18,0,0,0,0,0.0265243854436958,0,0,0.0172024977189678,0,0,0,0,0.0282421716888547,0,0.0430857969289272,0,0.0896345726327156,0,0,0.0441002568186969,0,0,0,0,0,-0.0200140300068523,0,0,0,0.0238072492730693,0,0
