,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X600104.SH,X600031.SH,X000568.SZ,X002304.SZ,X600809.SH,X000725.SZ,X600690.SH,X000063.SZ,X000661.SZ,X000625.SZ,X003816.SZ,X300124.SZ,X000338.SZ,X600703.SH,X300014.SZ,X002241.SZ,X000596.SZ,X000100.SZ,X600741.SH,X002371.SZ,X002007.SZ,X000157.SZ,X600584.SH,X601877.SH,X002129.SZ,X002179.SZ,X300142.SZ,X600183.SH,X002236.SZ,X002049.SZ,X002414.SZ,X000800.SZ,X601799.SH,X300003.SZ,X300136.SZ,X002185.SZ,X000066.SZ,X002008.SZ,X000977.SZ,X002456.SZ,X600066.SH,X300146.SZ,X600118.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.269848368024055,0.105834158854786,0,0,0.0717114330273938,8.67361737988404e-19,0,0,-0.0123486198897037,0.205755678176863,0,0,0,-0.0254247113447707,0.0295533045663868,0,0,0,0,0,0,0,0.0548905081080265,0,0,0,0,0,0,-0.0551442824074051,0,0.0750409407607221,0,0,0,0,0,0,0,0,0,0,-0.0232636924643963,0,0,0,0,0,0,0,0.026389123456954,0,0,0,0,0.0143930332719044,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0198076652910631,0.000616149731679231,0.126238807130841,0.206722962145712,0,0,0,0,0,0,0,0.0572167288559086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0742549796402988,0,0,0,0.0139138405716683,0.0789470675523837,0,0,0,0.0989517854932122,0,0,0,0,0,0,0,0,0,0,-0.0114148078250602,0,0,0,0,0,0,0.0529609273476217,0,0,0,0.0474055810988466,0,0,0,0.0361306366233964,0,0,0,0,0,0,0,0,0,0,0,-0.002586740021185,0,0,0,-0.00268519372541103,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0883762263513765,0,0.0755421162287707,0,0,0,0,0,0,0,0,0,0,0,0,0.0702100716141032,0,-0.0315008263148585,0,0,0,0,0,0,0.273590228932828,0,0,0,0.0831693310907683,0,0.0054683638739355,0,0,0,0,0,0.0260184009899599,0,0,0,0,1.35525271560688e-20,0,0,0,0,-0.000789010756894106,0,0
X000651.SZ,0,0,0,0,0,0,0.108863359202554,0,0,0,0,0,0.161313057370939,0,0,0,0,0,0,0,0.0768281255711499,0,-0.0164310640038642,0,0,0,0,0,0,0,0,0.0519433037924902,0.0763872906266855,0,0.000720326166547689,0,0,0,0,0,-0.0737290344038368,0,0,0,0,0,0,0,0,0,0,0,-0.0410531046200362,0,0,0,-0.0128012497138582,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133110362398735,0,0,0,0,0.0707280136484435,0.490747074137473,0.0114665481245419,0,0,0,0,0,0,0.0233065318323629,0,0,0,0,0,0,0,0,0,0,0.160638132854456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125023079750643,0,0,0.220884863903911,0,0,0,0,0,0.0165731084570585,0.159380322413207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100957871669896,0,0,0,0,0,0,0,0,0,-0.0282405769895881,0,0
X600031.SH,0,0,0,0,0,0,0.153561593481785,0,0,0,0.133054098135932,0,0,0,0.119431587471102,0,0,0,0.257962450085617,0,0.0404674688717726,0,0,0,0,0,0,0.245920168493902,0,0,0.0188784016970293,0,8.67361737988404e-19,0,0,0,0,0,0.0605663247671185,-0.0184226067199604,0,0,0,0,0,0,0,0,0,0,0,0.00238594247279653,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0,0,0,0.111860303474369,0.326933363703083,0,0.0434920181515139,0,0,0,0,0.00715633945585917,0,0,0.0669991274383756,0.105486075711807,0.0692257959495115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0671345398227657,0,0,0,0.0276942402676187,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0.102264022615091,0,0.129486181085662,0,0,0,0,-0.0381107378119182,0,0,0,0,0.162133334969861,0.0581666096317181,0.0529150113878701,0,0,0,0,0,0,0,0,0,0,0,0,0.0763889858526662,0,0,0.0681192237384144,0,0,0,0,0,0,0,0,0.0426076424746395,0,0,0,0,0.0122724391309944,0,0,0,-0.0108444324473165,0,0
