,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002304.SZ,X000725.SZ,X002475.SZ,X000063.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X600183.SH,X002236.SZ,X600703.SH,X601877.SH,X002241.SZ,X000100.SZ,X002007.SZ,X300003.SZ,X300142.SZ,X000157.SZ,X600271.SH,X002179.SZ,X000625.SZ,X300124.SZ,X600498.SH,X600867.SH,X002463.SZ,X002129.SZ,X002008.SZ,X300136.SZ,X300014.SZ,X000977.SZ,X600177.SH,X300146.SZ,X002506.SZ,X002049.SZ,X000050.SZ,X000066.SZ,X600487.SH,X600066.SH,X002371.SZ,X002456.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.16882905039805,0,0,0.09837229184242,0,0,0,0,0,0.0665952442587923,0,0,0,0,0.127934081172868,0,0,0,0,0.000900949917112467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00367552465612218,0,0,0,0,0,0,0
X000858.SZ,0.0863015657983757,0,0,0,0,0,0,0,0.170975054369349,0,0.384832727852697,0,0,-8.67361737988404e-19,0,0,0.0420871164754378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0196492659856293,0,0,0,0,0,0,0,0,0,0,0,0,0.0112320709509692,0,0,-0.00277499855081826,0.00552453281972825,0,0,0,0,0,0
X000651.SZ,0,-6.93889390390723e-18,0,0,0,0,0,0,0.109177986219613,0.0105139554156125,0,0,0,0,0.0268431518990542,0.128162494990503,0,0,0,0.00432307975194916,0,0,0,0,0.0131332998799722,0,0.105516525173418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302470466197403,0,0,0,0,0,0,-0.00900898178499523,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0464955436894573,0,0,0,0,0,0,0.228510200010583,0.0249747275942008,0,0,0,0,0,0,0,0.232560148845656,0,0,0,0,0,0,0.159161522331641,0,0,0,0,4.33680868994202e-19,0,0,0,0,0.118907957920595,0,0,0,0,0,0,0,-0.0124988817186931,-0.00142670882640218,0,0,0,0,0,0
X002415.SZ,0,0.0434508892068406,0,0,0,0,0,0,0.19617447913797,-4.33680868994202e-19,0,0,0,0,0,0,0,0.035869957595149,0,0.243751108738,0,0,0.101497684331992,0,0,0,0,0,0,0,0,0,0,0,0,0.0651054449298874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00716640751009224,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353136888492273,0.175759480092524,0,0,0,-0.0183052906735205,0,0,0,0,0,0,0,0,0.0634226232032596,0,0,0.0708691855073571,0,0,0,0,0,0,0,0,0,0,0.0653267579069817,0,0,0,0,0,0,0,0,0,-0.0189283843493028,0.00857938248599843,0,0,0,0,0,0
X002304.SZ,0,0.138810351521131,0,0,0,0,0,0,0,0,0.145494324891325,0,0,0,0.140194080078578,0.136170604052165,0.04874091346244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0966765426833761,0,0,0,0,0,0,0,0,-0.0169011305257542,0,0,0,0,0,-0.00742648381523238,0.0645198224022066,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0465796000476427,0,0,0,0,0,0,0,0,0,0,0.0630376163488219,0.0943806863233937,0,0,0.154227806606566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.224591363915908,0,0,0,0,0,0,-0.0242542371623619,0.0446895603920112,0,0,0,0,0,0
X002475.SZ,0,0.273744176703725,0,0,0.184783951263496,0,0,0,0,0,0,0,0,0,0.105607338809269,0,0,0,-0.0222536771572063,0.160142872342005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0668114536360051,0,0,0,0,0,0,0.160228356087913,0,0,0,0,0.0725690598651361,0,0,0.0181745633017394,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.0439361327821908,0,0,0,0.0865782185461356,0,0,0,0,0,0,0,0,0,0.0411512216400295,2.77555756156289e-17,0,0,0.169067291739777,0,0,0,0,0,0,0,0,0,0.206900781323653,0,0.0484370802993487,0,0,0,0.0417735418181014,0,0,0,0,0,0.0366236196413071,0.159609620062475,0,0,0,0.0362606098291549,0,0.019435022383412,0.0496790195681149,0,0,0,0,0,0
X000568.SZ,0,0.585114560951879,0,0,0,0,0.0456613201480107,-0.0192921447275866,0,0,0,0.141548935685065,0,0,0,0,0.197368049632018,0.0834755512048797,0.0575991763637576,0,-0.0135840787097224,0,-0.15498897021881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0463188753985743,0,0,0,0,0,0,0.0318152653359962,0,0,0,0,0,0,0,0,0,0,0,0,0
