,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600066.SH,X600089.SH,X000100.SZ,X600271.SH,X601877.SH,X600118.SH,X000550.SZ,X002236.SZ,X600582.SH,X000800.SZ,X000581.SZ,X002475.SZ,X000623.SZ,X000568.SZ,X600177.SH,X300124.SZ,X002294.SZ,X000559.SZ,X000400.SZ,X000050.SZ,X002129.SZ,X000977.SZ,X000869.SZ,X600839.SH,X002456.SZ,X002292.SZ,X002465.SZ,X600312.SH,X300003.SZ,X002007.SZ,X600060.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.174723462895837,0,0,0,0.191561843038435,0,-6.93889390390723e-18,0,0,0,0.112624451546013,0,0,0,0,0,0,0,0,0.0727317770589927,0,0,0.0736662762901878,0,0,0.0248828395066259,0,0.115998134863438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653216389114949,-0.000303937942206662,0,0,0,0,0,0
X600519.SH,0,0,0.10495265662782,0,0,-0.0174111925802222,0.0934172084305468,0.213490110719618,0,0,0,0.0535439838203066,0,0,0,0,0,0,0,0,0,0,0.0646664230890081,0,0,0,0,-0.00895897253836741,0,-0.031347923153516,0,0,0.0578619486401909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00229166696080423,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.226037581466176,0.263785773029244,0,0,0,0,0,0,0.13634509903377,0,0,0,0,0,0,0,0,0.0277033268453623,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0138999109844549,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202552084792227,0,0.0725181919130912,0,0,-0.00774322471523825,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.186960294900547,0.0982330999836415,0,0,0,0,0,0,0,0,0,0,0,0.0038887791426775,0,0,0,0,0,0.0765255463440118,0.24828230789848,0,0,0,0.135083073879156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00329635027495055,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0477480870844711,0,0,0,0,0.0297643237436155,0,0,0,0,-3.46944695195361e-18,0,0.123563529523112,0,0,0,0,0,0,0.114252523806015,0,0,0,0,0,0.0288601761592969,0,0,0,0.119628636430141,0.282357597710459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.012049629628508,0,0,0,0,0,0
X000625.SZ,0.328991922201901,0,0,0.0768870204816664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173926819824116,0,0.0299408370983897,0.0538379977476351,0,0,0,0,0,0.150252700537034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101152171985663,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.317269034330889,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086171080495882,0,0,0,0,0,0,0,0,0,0,0,0.0538120974256567,0,0,0,0,0,0,0,0.00244547255051811,0,0,0,-0.00265775647567029,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0234373970769308,0,0.0547462339736648,0,0.11300037876473,0.0516324736898709,0,0.0873770749097104,0.218326467601051,0,0.0485093212576497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00661813291055431,0,0.00593520463974371,0,0,0,0,0,-0.00591232301503771,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170019880909776,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0527835927237342,0,0,0.13068716246842,0,0,0,0,0.0270319638005034,0,0,0,0,0,0,0,0,0,0,0.165259378483986,0,-3.3881317890172e-21,0,0.207057361536188,0,0,0,0,0,0,0,0,0,0,0,0.00597537807552485,0,0,0,0,0,0,0,-0.00829918813474272,0,0,0,0,0,0
X600031.SH,0.132105702304928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845321914441694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0513136289897139,-0.0182969539922669,0,0,0,0,0,0
X600276.SH,0,0,0,0.0887918557472285,0,0,0.0320221553870211,0,-0.00947270277712966,0,0,0,0,0,0,0,0,0.193436997244807,0.192382813413007,0,0,0,0,0,0,0,0.027650553657459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0227023599354727,0.00850430764799671,0,0,0,0,0,0
X600690.SH,0.000655802616048005,0,0.251300978199377,0,0,0,0,0.129041501173967,0,0,0,0,0.154701104495074,0,0,0.00331939848313232,0,0.0776859169995805,0.0769592835427586,0,0.10859498741371,0,0,0,0.097880950728482,0,0,0,0,0,0,0,0.0623627376227192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00861238895040616,0,0,0,0.00265365331193633,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0296544214438486,0,0,0,0,0,0.592032514630414,0,0,0,0,0,0,0.0826496540990631,0,0,0,0,0,0,0,0,0.0582989997869375,0,0,0.0309550057052568,0,3.46944695195361e-18,0,0,0,0,0,0,0.0174180561903447,0,0,0,0,0,0.0507927896706037,0,0,-0.0308714146920666,0.000695574025544837,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0.110132839940515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00831841984097414,0,0.0617808610818628,0,0,0,0.0927038312737726,0,0.101925032979921,0.124967415525491,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0907526827857367,0,0,0,0,0,0,-0.0680958395436315,0.006385201466658,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.395752787639999,0,0,0.215878878594825,0,0,0,0,0,0,0,0,0,0,0.0252589312235261,-0.0317382072756803,0,0.154933622476102,0,0,0,0,0,0.103435276423945,0,0,0,0,0.0914107782824802,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0514730439762935,-0.0266239173541819,0.0631836035663692,0,0,0,0,0
X600741.SH,0.190002371196496,0,0.143072827624191,0,0,0,0,0,0.097256934503431,0,0,0,0.0204795120641776,0,0,0,0,0,0,0.151025225510953,0,-0.0199309339535201,0,0,0.027474015305794,0,0,0,0,0,0.113592252679831,0,0,0.00478412188988062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00980776720056362,0,0,0,0,0,0,0
X002241.SZ,0.0793184675504431,0,0.00347889229584332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138026193485037,0,0,0,0,0,0,0,0,0,0,0,0.0705969347657716,0,0,0,0,0.0545836555103716,0,0,0,0.0877868316209749,0,0,0,0,0.0670885783695445,0,0,0,0,-0.00150432071589075,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0.0160132000164993,0,0,0,0.0748184455873331,0,0,0.283783609793441,0,0,0,0,0,0.0416334275009175,0,0,0.0400656439821886,0,0,0,0,0,0,0,0,0.00565599773052824,0,0,0,0,0.123447585764594,0,0,0,0,0,0,0,0,0,0.0866790790920324,0,0,0,-0.0156543317145325,0,0,0,0,0,0
X600066.SH,0.198821019697925,0,0,0,0,0,0,0,0,0.123658970093673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00670529481763893,0,0,0,0,0,0.161678769141432,0,0,0,0,0.0915510154841779,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145045471409439,-2.16840434497101e-19,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744513299823517,0.0793818066922212,0,0,0,0,0,0,0,0.00921414427736576,0,0.103013983085166,0,0,0,0,0,0,0,0,0,0,0.00478165078942869,0,0,0,0,0,0,0,0,0.119402081352224,0,0,0,0,0,-0.0121919192851948,-0.0300483638409174,0,0,0,0,0,0
X000100.SZ,0.119074257806035,0,0,0,0,0,0,0,0,0.0547026608358698,0,0.0515535587383318,0.0722058261545476,0,0,0,0,0,0,0,0,0,0,0,0.0496065906529743,0,0,0,0,0,0.102109670494114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149656784291055,0,0,0,-0.0110862790034436,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00379229152933701,0,0,0.283554666845382,0.0380264871040303,0,0,0,0,0,0.0622205854953319,0,0,0,0,0,0,0,0,0,0,0.281216001675795,0,0.111580526653642,0,0,0.107016652911728,0,-0.100809841077745,-0.0345948585898175,0,0,0,0,0,0
X601877.SH,0,0.140192094878499,0,0.0353082231265582,0,0,0,0,0,0,0,0.0332515073773491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0763567525511637,0.0911729008031035,0,0,0,0.0960003893257873,0,0.0561179539227913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022709584882211,-0.0121539345846448,0.274130076790126,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0.143608454923869,0,0,0,0,0.499804943033387,0.321342353265044,0,0,0,0,0,0,0,0.0852091437709436,0,0,0,0.139787469995874,0,0,0,0,0.0116267632073278,0,0,0,0,0,0,0,0,0,0,0,0,0.03097076521297,0,0,0,0,0,0,0.0130989963888636,0,0,0,0,0,0,0
X000550.SZ,0.185630219529394,0,0,0,0,0,0,0,0,0,0,0.166106068086603,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.000649863413312603,0.0402064056227996,0,0,0,0,0.0338599522498992,0,0,0,0,0,0,0,0,0,0,0.0133903747779572,0,0,0,0,0,0,0,-0.00848915319509356,0,0,0,0,0,0
X002236.SZ,0,0,0,0.0638729527262343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.231594908975662,0,0,0,0,0,0,0.0220062269602968,0.172446464655529,0,0,0,0.0870538793546222,0,0.0987554297050201,0,0,0,0,0,0,0.0891130195897805,0,0,0,0,0.324445117802016,0,0,0,0,-0.0021455434994185,0,0,0,0,0,0
X600582.SH,0,0,0,0,0,0,0,0,0.0801716794418505,0,0,0,0,0,0,0,0,0,0,0,0,0.304452194362502,0,0.106927689803917,0,0,0,0,0,0,0.0399410039318182,0.247390062997334,0,0,0,0.0512359989839915,0,0,0,0,0,0,0,0,0.0785175989754798,0,0,0,0,0,0,0.0259348400210565,0,0.0440337365427787,0,0,0,0,0
X000800.SZ,0,0,0,0,0,0,0,0,0.0260545960323899,0,0,0,0,0,0,0,0,0,0.151492124733886,0,0,0.120535384566859,0,0,0,0,0,0,0,0,0.0205629457508968,0,0.216308585784099,0,0,0.158745263056701,0,0.0299653885963348,0,0,0,0,0,0,0.0237291740664007,0,0.116604355824537,0,0,0,0,0,-0.0133295412966378,0,0,0,0,0,0
X000581.SZ,0,0,0,0,0,0,0.118723838118533,0,0,0.207914777649252,0,0,0.0862956676929352,0,0,0,0,0.0339039021898697,0,0,0,0.0368956793721886,0,0,0.021804814998949,0.136374781801577,0,0,0,0,0,0,0,0.0698855518662637,0,0.0755584463320754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.040056930118717,-0.0226701248547774,0,0,0,0,0,0
