,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X600276.SH,X002304.SZ,X002475.SZ,X600104.SH,X000651.SZ,X600031.SH,X000725.SZ,X003816.SZ,X300124.SZ,X300014.SZ,X002371.SZ,X002129.SZ,X000338.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X600703.SH,X300142.SZ,X000596.SZ,X002179.SZ,X000625.SZ,X601877.SH,X600089.SH,X000100.SZ,X000661.SZ,X000157.SZ,X600741.SH,X600460.SH,X002180.SZ,X000733.SZ,X600884.SH,X600522.SH,X002074.SZ,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X002414.SZ,X000800.SZ,X600779.SH,X600563.SH,X000977.SZ,X600183.SH,X002008.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.250776187743062,0,0,0,0.169663265570618,0,0.0673221718872606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0913736753159811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0.118228311649377,0,0,0,0,0,0,-0.0101252491270455,0,0,0,-8.67361737988404e-19,0,0
X000858.SZ,0,0,0,0.01397782168986,0.202698381791068,0.146556557379043,0,0.168497439839023,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676472261587764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425183601522524,0.0884088601926751,0,0,0,0,0,0,0,0.0410629595660186,0,0,0,-0.0172656726270709,0.0132480699850582,0,0,0,0,0,0
X002415.SZ,0,0,0,0.112531795353834,0,0,0,0.0351468550700668,0.098664475615674,0,0,0,0,0,0.0609147447658131,0.079095890053882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.103510663529114,0,0,0,0,0,0,0,0,0,0,0,0,0.185390046921562,0,0,0,0.0031903212403524,0.00576909252562427,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.498373995589751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0908818814777585,0,0,0,0.101425340393412,0,0,0,-0.142205988777059,0,0,0,0,0,0,0.075539529203649,0,0,0,0.250576598742302,0,0,0,0,0,0,0,0,0,0,0,0.0379301764057727,-0.0141835346023941,0,0,0,0,0,0
X000568.SZ,0.239993309696568,0.102293201387049,0,0.146407772177852,0,0,0,0.0921281772792963,0,0,0,0,0,0,0,0.00181207344043576,0.115389525059047,0,0,0,0,0,0,0.0917182571124436,0.0185841692165674,0,0,0,0,0,0,0,0,0,0.0710703741945916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0505961937498713,0,0,0,0,0,0
X600690.SH,0.113326011170426,0.0409364059097204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127022204279711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082305231418936,0.0523657571111325,0,0,-3.46944695195361e-18,0,0,0,0,0,0.234161579038877,0,0,-0.0144924016180199,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.217133092458309,0,0,0,0,0,0,0,0,0,-0.0106755199894827,0,0,0,0,0,0.218723807312761,0,0,0,-0.0178637372105105,0,0,0,0,0.0723269898106128,0,0,0,0,0,0,0,0,0,0,0.133817798979486,0,-0.0684959452064656,0,0,0,0.0720364631957214,0,0,0,0.0132540005489623,-0.0313496545842015,0,0,0,-0.00901769118024468,0,0
X002304.SZ,0,0,0,0,0.111682125004485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0713498613676709,0,0,0.242886014551315,0,0,0,0,0,0,0,0.170357631345707,0,0,0,0,0,0,0.0350225046015104,0,0,0,0,0.118810926429554,0.0764252386502916,0,0,0,0,0,0,0.0015517932859178,0,0,0,0.0243402766241831,0,0
X002475.SZ,0,0,0,0,0.0904311161389004,0,0,0,0,0,0,0,0,-0.0948717831000235,0,0,0.182003736486209,0,0,0.452984827334585,0,0,0,0,0,0,0,0,0,0,-0.0504118741619941,0,0,0,0,0,0,0,-0.0246183109665304,0,0,0,0,0,0,0,0,0,0,0,0.0368069996184757,-0.00781863288567613,-0.0262105753674022,0,0,0,0,0,0
X600104.SH,0.0153534328755548,0,0,0,0,0,0,0.103921689467851,0,0,0,0.00517725898395633,0,0.0695041378841382,0,0,0,0,0.0104750292147599,0,0,0.0342024661715057,0,0,0,0,0.168117353596436,0,0,0,0,0.131542451766142,0,0,0.0217225940986002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0.00734322142681838,0,0,0,0,0,0
