,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X002371.SZ,X000651.SZ,X000568.SZ,X003816.SZ,X600104.SH,X000725.SZ,X000063.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X600418.SH,X000100.SZ,X002179.SZ,X002241.SZ,X000977.SZ,X002463.SZ,X600584.SH,X600703.SH,X600089.SH,X000066.SZ,X600372.SH,X002049.SZ,X000157.SZ,X002028.SZ,X600839.SH,X002236.SZ,X600522.SH,X002456.SZ,X600741.SH,X600460.SH,X600183.SH,X600066.SH,X002156.SZ,X601877.SH,X002129.SZ,X002085.SZ,X000661.SZ,X600487.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.306963106939057,0,0,0,0,0.0133610470891231,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0.25442219034381,0,0,0,0,0,0,0,0,0,0,0,0,0.00620665332301682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0115299314395421,0,0,0,0,0,-0.111866363499026,-0.0242902335208048,0,0,-0.0557279153693414,0,0
X000858.SZ,0.301427485973016,0,0,0,0,0,0.339613650498096,0,0,0,0,0,0,0,0,0,0,0.190719865324641,0.0270524916730858,0,0.0631486465102898,0,0,0,0,0,0,0,0,0,0,0,0,0.0401131133245987,0,0,0,0,0,0,0,0,0.0448697550735818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.00850498092215608,0,0,0,0,0.248921910111149,0,0,0,0,0.0046334683920436,0.233084285566671,0,0,0.0486840679264958,0,0,0,0,0,0,0.0702306984040168,0,0,0,0,-0.0955244404705746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021699538086788,-0.0323570649812705,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595966712846507,0,0,0,0,0.0730272487758879,0,0,0,0,0.456113999986235,0,0.0728001496720883,0,0,0,0,0,0,0,0,0.0504488349371409,0,0,0.0108455472252723,0,-0.0128451108137262,0.0684684494490414,0,-0.00871774854779401,0,0,0,0,0,0,0,0,-0.0799944908927712,0,0,0,0,0,0
X002415.SZ,0.134630925057434,0,0,0,0,0.0518137053836288,0.0370478712061251,0,0,0,0,0,0,0,0,0.128103352856819,0,0,0,0.18169589188063,0.103298048185422,0,0,0,0,0,0,0,0,0,0.0403541236329058,0,0.0712415270436011,0,0,-0.089492418814852,0,0,0.0911884884171494,0,0,0,0,0,0,0.00674737478784675,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.0418821538403489,0,0,0.0447336509410093,0,0.348531138802006,0,0,0,0,0,0,0.106245476031345,0,0,0,0,0.0075048276538564,0,0,0,0,0,0.00333785376200555,0,0,0,-0.015150644121074,0,0,0,0,0.00988398495685514,0,0,0.0698759817806898,0,0,0,0,0,0,0,0,0,0,0,0,-0.0365229729787805,0.0387487449629917,0,0,0,0.0493578372494296,0,0
X600809.SH,0,0.0182093878786399,0,0,0,0,0,0,0,0.71859781858319,0,0,0,0,0,0,0,0,0,0.0156391924410049,0.136901664271916,0,0,0,0,0,0.0377631561525162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00318373988938881,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44461789621558,0,0,0,0,0.0168700144317669,0,0,0,0,0,0,0.0508781236892887,0.0749741171197311,0,0,0.0402474241064892,0,0,0,0,0,0,0,0,0,0.00774740480163644,0,0,0,0,0,0.038524743223608,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.414727361032474,0,0,0,0,0,0.0659096762773015,0,0,0,0,0,0.087322065828272,0,0,0,0,0,0,0,0,0,0,0,0,0.0122958098877083,0,0,0,0,0,0,0,0,0,-0.000146973956134383,0,0.00671100545317282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.247022547780746,0,0,0,0,0.397979358722348,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.141275319504308,0,0,0.076788929266235,0,0,0,0,0,0,0,0,0,0,0,-0.0161628451936428,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0664343575432622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630742641286391,0,0,0,0.0172675498282863,0,0,-0.0279076142224935,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0.397235215842677,0,0,0,0,0,0,-0.00203883457260321,0,0,0,0,0,0,0,-0.0367533763969476,0,0,0,0,0.0201939738607525,0,0,-0.0498352876408516,0,0
X600104.SH,0,0.0322822456009858,0,0,0,0,0,0,0,0.0930280119400535,0,0,0,0,0.130989697048353,0,0,0.125483096655557,0,0.0324632817172429,0,-0.0157586150493444,0,0,0,0,0,0,0,0.0823569617234313,0,0,0,0,0,0,0,0.0296561324890584,0,0,-0.0570563132474986,0,0.0817298957313573,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0126793076653382,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0996014224919996,0,0,0,0,0,0,0,0.433780328428818,0,0.0177760681203883,0,0,0,0.0607485861962474,0,0,0,0,0,0,0.10320267428498,0,0,0,0,0.00606403693736031,0,0,-0.0372017192641933,0,0.0372783556538845,0,0,0,0,0,0,0,0,0,0,0.0316033611306872,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171413427242721,0,0,0,0,0,0,0,0,0,0.0267811004220477,0,0,0.0500975144861224,0,0,0.0667088828783845,0,0.216841172014847,0,0,0,0.268730828778506,0,0,0,0,0.0251701448690431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0291156396796374,0,0,0,0,0,0.533207122994842,0,0,0,0,0,0,0,0,0,0,0.0822553133407102,0,0,0,0,0,0,0,0.0723151129783584,0,0,0,0,0,0,0,0,0,0,0,0,-0.15992865399624,0.0329740196131505,0,0,0,0,0,0
X600031.SH,0,0,0,0,0.0560812439980595,0,0,0,0,0,0,0.0325968354096462,0,0,0.00155476675086629,0,0,0,0,0.144775700821625,0,0,0,0,0,0,0,0,0,0,-0.0182934167322155,0,0,0.352748478323987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00260236470544333,0,0,0,0,0,0
X000625.SZ,0,0.186148845394547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0888681052882709,0,0.0413402692327648,0,0,0,0,0,0,0,0.163236399915636,0,0,0,0.215552173136273,0,0,0,0,0.0704412425128615,0,8.67361737988404e-19,0,0,0,0,0.0431040087231413,0.0200916921361803,0,0,0,0,-0.0263939348329628,0.00631903098008554,0.0612097195415565,-0.0547306376326843,0,0.0112750515355113,0,0
X002304.SZ,0,0.550877663532396,0,0,0,0,0,0,0,0.00947277684997348,0,0.0889556178674672,0,0,0,0,0,0,0.019188121753305,0,0,-0.02086150742513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0950375078660301,0,0,0,0,0,0,0
X000338.SZ,0,0.155467579717426,0,0,0,0,0.0854973608869645,0,0,0.0414121613426942,0.115001616321328,0,0,0,0,0,0,0.0871249252107668,0,0,0,0,0,0,0.0828405596092106,0,0,0,0,0,0,0,0,0.261186590736997,0,0,0,0,0.00846431641759336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113637853863987,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.260610785304529,0,0,0,0,0,0.117080423736178,0,0,0,0,0.210288716160561,0,0,0,0,0.110328054082948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936123984575811,0.0476462403981266,0,0,0.594027125144551,0,0,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0.582745128233296,0,0,0.234839835831109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.145558371919109,0.0166351715837508,0,0,0,0.0740272031459722,0,0,-0.0421403377225222,0,0,0,0,0.100513778057534,0,0,0,0.0238450498834267,0,0.0254919901566074,0,0,0.00259691173160143,0,0
X600418.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202330417855482,0.0911949455766908,0,0,0,0.159874574348066,0,0,0,0.184936813253127,0,0,0.0393703158206619,0,0.251366786565647,0,0.0646667027457965,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185983932035124,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.506696674398193,0,0,0,0,0,0,0.0528114194143247,0,0,0,0,0,0,0,0,0,0.250293216478831,0,0,0,0.0373610701851825,0,0.0752672127362232,0,0,0,0,0,0,0,0,0,0,0.0280290766527405,0,0,0,0,0,0,0,0,0,0.0487827969952793,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0.0678428545007922,0,0,0,0,0,0.0782199375380778,0,0.00059570549221128,0,0,0.113439987980744,0,0,0,0,0,0,0,0,0,0,0.0902317287685207,0.318609386971129,0,0,0,0,0,0,0.00701333061924184,0,0,0,0,0,0,0,0,0,0.080228693185195,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0.256125168794943,0,0,0,0,0,0.0132574659439593,0,0,0,0,0,0,0.194772321504498,0.00334557986914589,0,0.0608930027774616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101747012583766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0.0365436344538604,0,0,0,0,0,0,0.175485509922504,0,0,0,0,0.0580838338258825,0,0,0,0,0,0,0.02815316161646,0,0,0,0,0,0.191986318428553,0,0,0.056088346999704,0,0,0.112117946984871,0,0.06895810657603,0,0,0,0,0.0511921790106873,0,0,0,0,0,0,0,0,0,0,0.0670830690136375,0,0
X002463.SZ,0,0,0,0,0,0,0,0.535310901409231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00148027611651569,0,0,-0.0402958697394753,0,0,0,0,0,0,0,0,0,0,0.295718699959315,0,0,0,0,-0.0508728287616119,0,0,0,0,0,0,-0.0234896080284964,0,0,0,0,0
X600584.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169126473592489,0,0,0.114606050285495,0.162602802467402,0,0,0,0,0,0,0.226174655563025,0,0,0,0,0,0,0,0,0,0,0.181198705107789,0,0,0,0,0,0,0,0.135975978779986,0,-0.12766210036999,0,0,0.049773987676562,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119410930983685,0,0,0,0,0,0.143165385330738,0,0.121986001384067,0,0,0.0311903532816423,0,0.23578947556242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031544971461952,0,0,0,0
X600089.SH,0,0,0,0,0,0.0158816074291893,0,0,0,0,0,0.0629098171701682,0,0,0,0,0.0816489443846825,0.272723220768523,0,0.176691066310751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0200416302717034,0,0.120154857501307,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00488971573708481,0,0,0,0,0,0,0
X000066.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495172550528624,0,0,0,0,0,0.0385499990770029,0,0,0.299218058415663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.021489122469872,0,0,0,0,0,0.129961202709961,0,0,0,0,0,0,0,0,0,0.155678257912431,0,0
X600372.SH,0,0.0360382398939678,0,0,0,0,0.0295099789630455,0,0,0,0,0,0,0.13795676365188,0,0,0.147628300148231,0,0,0.168404677680398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0186971483833628,0,0,0,0,0,0,0.0367184623614323,0,0,0,0.0857314702459239,0,0,0,0,0,0,0,0,0,0.0118993329306343,0,0
X002049.SZ,0,0,0,0,0.0734667086596583,0,0,0.0557855012580025,0,0,0,0,0,0.116311818771734,0.0637582710998089,0,0,0,0,0,0,0,0,0,-0.0299625780854961,0,0.00901714869068924,0.279694571494261,0.4414165421845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566583529472462,0,0,0,0,0,0.05349897854312,0,0,0.0222021135219088,0,0
