,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X600741.SH,X600031.SH,X002475.SZ,X002241.SZ,X600066.SH,X002236.SZ,X000338.SZ,X000100.SZ,X601877.SH,X600271.SH,X600118.SH,X300124.SZ,X002508.SZ,X002085.SZ,X002456.SZ,X600089.SH,X000157.SZ,X600372.SH,X600177.SH,X600522.SH,X002007.SZ,X300003.SZ,X300136.SZ,X000981.SZ,X600487.SH,X002294.SZ,X600699.SH,X600867.SH,X000066.SZ,X002074.SZ,X000559.SZ,X002180.SZ,X002008.SZ,X600435.SH,X002292.SZ,X600498.SH,X600809.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.116754838839893,0,0,0,0,0,0,0,0,0,0,0,0.0737688173940603,0,0,0,0,0,0,0,0,0,0,0.0870001285433668,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.145226348653175,0,0.00224117141034596,0.00278513515957566,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401232632191135,0,0,0,0.0144858166052114,0,0,0,0,0,0,0,0.0737042492212853,-0.0332542692821397,0,0.087138038214336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0360898211494787,0,0,0.00658909310750535,0,-0.00720640365126423,-0.00959251913934428,0,0,0,0,0,0
X002415.SZ,0,0,0,0.221693035280238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157500460177289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173176289391702,-8.67361737988404e-19,0,0,0.0489167516090468,-0.0505636947934042,0,0,-0.0679966400284133,0.0152528188440462,0,-0.00675399183920706,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.029215332646385,0,0,0,0,0,-2.16840434497101e-19,0.267255850415958,0,0,0,0,0,0.00133635130953837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230180980608961,-0.00330579150715123,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0389807784742027,0,0,0,0.198783353137943,0,0,0,0.0321832595895237,0.232157349180687,0,0,0,0,0,0.104055993803608,0,0.0601370975451371,0,0,0,0,0,0,0.0245738725829408,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124440054570595,0,0,0,0,-0.0127706218434739,0,0,0.00638107898165279,0,0.0035134430345803,0.00265316011544092,0,0,0,0,0,0
X000725.SZ,0,0,0,0.183611020776527,0,0,0,0,0,0,0.024884340709273,0,0,0,0,-0.0700983340803928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674162999822445,0,0,0,0,0,0,0,0,0,0,0,0.0729246642947786,0,0,0,0,0.0805724943040283,0.131054688834445,0,0,0,-0.0230180055370923,0.0173021567237781,0,0,0,0,0,0
X600276.SH,0,0,0,0.116531732330288,0,0,0,0,0,0,0,0.19978764484454,0,0,0,0,0,0,-0.0658007768864589,0,0,0,0,0,0,0,0,0.0419384665064443,0,-0.125588194807093,0,0,0,0,0,0,0,0.066663427966144,0,0,0,0,0,0,0,0,0,0,0,0.084058193405698,-0.0685112815688288,0,0.00303831572337276,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.131523960618065,0,0,0,0,0,0,0,0.210989106863102,0,0.0407608154980011,0,0,0,0,0,0.181756117087622,0,0,0,0,0,0,0.0402042725232027,0,0,0,0,0,0,0,0,0,0.0250391423592376,0,0,0,0.0202211068754297,0,0,0,0,0.033178431361755,0,0,0.125483796473465,0,0.0101885258282436,0.000498083356054627,0,0,0,0,0,0
X000625.SZ,0,0.0818649685986285,0,0,0,0.100909311166461,0,0,0,0,0,0,0,0.201401455647185,0,0,0,0.0879802066126622,0.0874379953209644,0,0,0,0,0,0,0,0,0,0.0318755684661938,0,0.112920187692798,0,0,0,0,-0.0417473251654282,0,0.00475296155653554,0,0,-0.0782204555746667,0,0,0,0,0,0,0.0284521054275344,0,0,0,0,0.008052472407052,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.154046361376852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0370970788872458,0,0,0,0,0,0,0,0,0.0202731472211545,0,0,0,0,0,-0.0511004939886955,0,0,0,0.0627769905492663,0,0,0,0.0997675905758217,0,0.00110628129714676,-0.00882237258719436,0,0,0,0,0,0
