,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X003816.SZ,X000568.SZ,X000725.SZ,X600031.SH,X600104.SH,X300124.SZ,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X000100.SZ,X300014.SZ,X002179.SZ,X600418.SH,X002241.SZ,X002463.SZ,X600839.SH,X600584.SH,X600089.SH,X000977.SZ,X600703.SH,X600372.SH,X000157.SZ,X002028.SZ,X002456.SZ,X002049.SZ,X002236.SZ,X600522.SH,X600066.SH,X600460.SH,X002129.SZ,X000066.SZ,X601877.SH,X600183.SH,X600741.SH,X002185.SZ,X002085.SZ,X600487.SH,X000800.SZ,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.387540796141037,0,0,0,0,0,0,0,0,0,0,0,0,-0.00125733505823474,0,0,0.222483373312922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,-0.0956129046379387,-0.0349020104294721,0,0,0,0,0
X000858.SZ,0.44448086571257,0,0,0.0847041593945679,0,0,0.264983595818409,0,0,0,0.0370910493080156,0,0,0,0,0,0,0.222958962793,0.0160325247740637,0.00527630775738012,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0104661848299513,0,0.0073054283446866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.056516938222897,0,0,0.699664458272005,0.106170431014492,0,0.020603970467147,0,0,0,0,0,0,0,0,0.0250596055259663,0,0.0326396085897585,0,0,0,0,0,0,0,0,0.00362096656785168,0,0,0,0,-0.047849079863498,0,0,0,0,0,0
X600276.SH,0,0,0.00597910253767336,0,0,0,0,0,0,0,0,0,0,0,0.0330343572901605,0,0,0,0,0.213859610805992,0,0,0.186329058120106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.130327571736095,0,0,0,0,-0.0481395742100571,0,0,0,0,0.0442663306098646,0,0
X002415.SZ,0,0,0,0,0,0.228825586037057,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.0246756760647105,0,0.21132938030248,0,0,0,0,0,0,0,0,0,0,0,0,0.0988077611766778,0,0,0,0,0,0.0622044347088279,0,0,0,0,0,0,0,0,0.0279198027603583,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.358394890188449,0,0,0,0,0,0,0,0,0.10064766664885,0,0.0633181479618264,0.0498712931251266,0,0,0,0.0951483301664326,0,0,0,0,0,0,0,0,0,0,0.0308438895353045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150235668271887,0,0,0,0,0.0385371690546503,0,0
X600809.SH,0,0.0294775749902623,0,0,0,0,0,0,0,0.0415940111394272,0.604856960217694,0,0,0,0,0,0,0,0,0.10852520507913,0,0.0706971484944763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.433944457817976,0,0,0,0.103319112523725,0,0,0,0,0.00120237640656054,0,0,0.0704964156384664,0,0,0,0,0,0,0,0,0.00771647195375471,0,0,0,0,0.0480513335985193,0,0,0.0356301889287593,0,0,0,0.105064398377614,-0.0720835658007758,0,0,0,0,0,0,0,0,0,0,0,0,-0.040274336349094,0,0,0,0.103768809186711,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.197606075767458,0,0,0,0,0,0,0.0531778276228941,0,0,0,0.109848054802165,0,0.0107281585657529,0,0.244063468294039,0,0,0,0.041655896481856,0,0,0,0,0,0.203496155014886,0,0,0,0,0,0,0,0,0,0,0,0.00907975316430358,-0.0159273141888942,0,0,0,0.00677960478302669,0,0
X003816.SZ,0,0,0,0,0,-0.160425384437444,1.73472347597681e-18,0,0,0,0,0,0,0,0.010359885043814,0,0,0,0.0563978058705283,0,0,0,0,-0.0216235037642133,0.148695918525035,0,0,0,0,0,0,0,0.304455921785639,-0.203767572093354,0,0,0,0,0,0,0,0,0,0.0789896471354063,0,-0.049769817147899,0,-0.0643193207160062,0,0,0,-0.00688405578358541,0,0,0,0,0,0,0
