,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X002475.SZ,X600690.SH,X002304.SZ,X300124.SZ,X300014.SZ,X000651.SZ,X600104.SH,X002129.SZ,X000725.SZ,X003816.SZ,X002371.SZ,X002049.SZ,X600031.SH,X000625.SZ,X000596.SZ,X000063.SZ,X002179.SZ,X600703.SH,X000338.SZ,X600089.SH,X002180.SZ,X600522.SH,X002241.SZ,X000661.SZ,X300142.SZ,X000733.SZ,X601877.SH,X002074.SZ,X000100.SZ,X600741.SH,X000157.SZ,X600460.SH,X300003.SZ,X600702.SH,X600884.SH,X600584.SH,X600487.SH,X002176.SZ,X000799.SZ,X601799.SH,X002414.SZ,X600563.SH,X002223.SZ,X000980.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0696105045185427,0.314315599145921,0,0,0.0783239558698326,0.0033503201855971,0.0576535677296737,0,0,0.0182499327287781,0,0,0,0,0,0,-0.00665526729870325,0,0,0,0,0,0,0,0,0,0,0.0356201886411194,0,0,-0.171183981422684,0,0,0,0,0,0,0,0,0,0,0,0,0.0982099274083734,0,0,0,0,0,0,0.050564781922088,0,0,0,0,0,0,0
X000858.SZ,0.176438595572678,0,0.0425143635363639,0,0,0.290180425712987,0,0,0,0,0,0.0168819863759429,0,0,0,0,0.0474427481022495,0,0,0,0,0,0,0,0,0,0,0,0,0.011683007615172,0,0,0,0,0,0,0,0,0,0.136161831124927,0,0,0,0,0,0,-0.00426233326396629,0,0,0,0,0.00862138258265899,0,0,0,0,0,0,0
X600809.SH,0.478001799740816,0,0,0,0,0.37371121939515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465635349408217,0,0,0,0,0,0,0,0,0.0228102005236185,0,-0.146821748498485,0,0,0,0,0,0,0.0222020342294884,0.0534848457668195,0,0,0,0,0,-0.0157825630082394,0,0,0.00871224429839276,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.111280276860271,0,0,-0.0894075781618192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23603064740979,0,0.101098488022443,0,0,0,0,0,0,0,0,0,0,0.0410999051575962,0,0,0.0562230766250841,0.0926184791551473,0,0,0,0.166761781111096,0.172373501158556,0,0,0,0,0,0,0,0
X600276.SH,0,0.0929710926255621,0,0,0,0,0,0,0,0,-0.0408671845504391,0,0,0,0,0,0.0123441862622133,0,0,0,0,0,0,0,0,0,0,-0.126286158033595,0,0.0221601330102177,0,0.0187310967860555,0,0,0,0,0,0,0.0698139125853184,0,0,0,-0.0513525876881945,0,0.111553370494215,0,0,0,0.158111585660908,0,0,0.0214365762548877,0,0,0,0,0,0,0
X000568.SZ,0,0.239031062933384,0.594828715873081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0340969142021583,0,0,0,0,0,0,0,0,0,0,0,0.133748425757278,0,0,0,0,0,0,0,0,0,0,0,0.00423508011696253,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.187001805746213,0.111196284395289,0,0,0,0,0,0.0195943015050556,0,0,0,0,0,0,0,0,0,0.0765744232586751,0,0,0,0,0,0,0,0,0,0,0.0657598615655766,0,0,0,0,-0.0166733620904137,0.00925806541214599,0.247464191657043,0,0.0943430944790759,0,0,0,0,-0.0848071208329797,0.0368500291639124,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.417662603755343,0,0,0,0,0,0.0350055645417867,0,0.0247239840341862,0,0,0,0,0,0,0,0,0,0.10509817638663,0,0.0214631825305586,-0.0257496223098247,0.00423332050598198,0.0299205280397154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0592110307631728,0,-0.0144573920583892,0,0,0,0,0,0,0
X002304.SZ,-4.33680868994202e-19,0.15043463599439,0,0,0,0,0.135418535798312,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143390794576101,0,0,0,0,0,0,0,0,0,0,0,0.0479186633833997,0.0434041731732082,0,0,0,0,0,0.252858100120377,0,0,0,0,0,0.000266676841107361,-0.146956093885967,0,0.0251436090711141,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,-0.131821418514168,-0.0382758455537837,0,0,0.0976871058837848,0,0,0,0.0347222308132473,0,0,0,0,0,0,0.00689935706670014,0,0.0780215546229169,-0.10660361023529,0,0,-0.0448116554694294,0,0,0,0,0.0339527526538043,0,0,0,0,0.262409746811465,0,0,0,-0.04238117395921,0,0,0,0,0,0.179173597296377,0,0,0.00183748947413871,0,0,-0.131219423190789,0,0,-0.0629178556042066,0,0,0,0,0,0
X300014.SZ,0,0,-0.0525046625467937,0,0,0,0,0,0,0.109973576223802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187131837772067,0,0.0324931670555032,0,-0.177599314816423,0,0.526956660597426,0,0,0,0,0,0,0,0,0.0159930451411616,0,0,0,0.245121446796917,0,-0.0329319166450957,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.348080512501928,0,0,-0.00350299819730675,0,0,0,0,0,-0.00202341409027493,0,0.242012502797524,0,0,0,0,0,0,0,-0.0230114324960219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0242485412937058,0,-0.143459548975485,0,-0.019212879715641,0,0.0269389597911324,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.0337158376084151,0.0436475840299693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697418261323896,0,0,0,0.0325248741594153,0.220120992554302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0176113593637048,0,0,0,0,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0.120508102372759,0,0,0,0,0,0,0,0,0,0,0,0,0.0361513335123743,0,0,0,0,0,0.0771989015106985,0,0,0,0,0,0,0,0,0,0,0,0,0.203750452180211,0,0,0,0.0891446195400828,0,0,0,0,0.0462768414144042,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119483203065433,0,0,0,0,0,0,0,-0.1099648159553,0,0,0,0,0,0,0,0.382144049461846,0,0,0,0,0.0799493097834559,0,0,-0.0208932814616335,0,0,0,0,0,0,0.0496219954754251,0,0.0299179697499811,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0171403172340358,0.00921416727425633,0,0,-0.0238424383575391,0,0,0,0.139154437969956,0,-0.0167712522862333,0,0,0.101140669608592,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0792070744911286,0,-0.0834016667939063,0.08867274987066,0,0,0,0,-0.00692392410869661,0,0,0,0,0,0,0
X002371.SZ,0,0,0.284104302718362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0331815772881624,0,0,0,0,0,0,0,0,0,0.0978783549793608,0.0283928833830684,0,0,0.239869787254608,0,-0.0232643399201728,0,0,0,0.404759633315968,0,0,0,0,0,0,0,0,0,0.107021494573964,0,0,0,-0.0476445147697732,0,0,0,0,0,0,0
X002049.SZ,0,0,0,0,0,0,0.0527110632851754,0,0,0,0.0588529819888242,0,0,0,0,0,0.112600353112544,0,0.0833605446235993,0.112651937450411,0,0,0,0,0,0,0,0.00188656488125642,0,-0.0281634703314683,0,0.136371911165168,0,0,0.127445788161091,0,0,0,0,0,0,0,0.0322262062487726,0,0,0,0.157451276906692,0.136309959150429,-0.166500654743576,0,0,0.0559342561792476,0.0103083536443218,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613152997516514,0,0,0,0,0.0238252840631412,0,0,0,0,0,0,0,0,0,0.0378704183621242,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0.0128273650693299,0,0,0,0.279689882358318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0289398431447751,0,0,0,0,0.00881083287345342,0,0,0,0,0,0,0,0,0,0.150636751986798,0,0.0516777053906844,0.0153870701476119,0,0,0,0,-0.0497249244893568,0,0,0,0,0,0,0
X000596.SZ,0,0,0.0880630148886025,0,0,0.271592398389088,-0.0483417095936334,0,0.167396577977831,0,0,0,0,0,0,0,-0.00135295586679951,0,0,0,0,0,0,0,0,0,0,0,0,-0.0403217832518625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126037412848036,0,0.0521696984870847,0,0,0,-0.0181704963938903,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0754676672287518,0.088409257222903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.106635146340797,0,0,0,0,0,0.320163440279738,0,0,0,0,0,0,0.149557884282423,0,0,0,-0.015697545605391,0.000832628010689004,0,0,0,0,0,0.00400055699374663,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0259305669996211,0,0,0,0,0,0,0.118139062636783,0,0.0643565799732004,0,0,0,0.32869754401724,0,0,0,0,0,0,0,0,0,0,0,0,0,0.039178076838461,0,0,-0.0365950943261138,4.33680868994202e-19,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0916309722410192,0,0,0,0,0,0,-0.0598392292086087,0.289044436653448,0,0,0,0,0,0,0.174699686454875,0,0,0,0.120317339671326,0,0.0729543376760902,0,0,0.0222749041610057,0.0596403509225442,0,0,0,0,0,0,0,0.105337030494402,0,0,0.0345556745929966,0,-0.0534486714476043,0,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0.0741966275635515,0,0,0,0.0453454867618277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162919489213997,0.0422772520399506,0,0,0,0,0.192860004446596,0,0,0,0,0,0,0,0,0.18449964364875,0.107382132989068,0,0.0256286987698154,0,0,0,0,0,0.0249452110621879,0,0,0,0,0,0
X600089.SH,0,0,0,0,0.0929561882673535,0,0,0,0,0,0.0404957971102183,0,0,0.208982964983062,0,0,-0.0425061380559973,0,0,0,0,0,0,0,0.1237463473122,0,0,0.149744737731821,0.010502040878186,0,0,0,0.209403155074675,0,0,0,0,0.0185573325998504,0,0,0.0643470551997221,0,0,0,0,0,0.0336697868683685,0,0,0,0,-0.00329937793472492,0,0,0,0,0,0,0
X002180.SZ,0,0,0,0,0,-0.196437152518091,0,-0.199414771756116,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158381963182408,0,0,0,-0.105684819140105,0,0.124013489512069,0,0.0896729364801845,0,0,0,0,0,0,0,0.0740259087768285,0,0,0,0,0,0,0,0.126188017127969,-0.115052560472584,0.167376235083265,0.0837016478218174,0.171218702627386,0,0,0.0628857339778561,0,0,0,0,0,0
X600522.SH,0,0,0,0,0,0,0,0,0,0,0.0467200159425505,0,0,0,0,0,0.0199221234538806,0,-0.0243870247171978,0,0,0,0,0,0,0.231046173317262,0,0,0,0,0,0.40993306091789,0,0,0,0,0,0,0,0,0,0,0.6146035156506,0,0,0,0,0.16791688679022,0,0,0,0.130215853089566,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0.230069206329739,0,0,0.128043598704417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128499232528037,0,0.0153343999935875,0.0468827014416603,0,0,0,0.085013524229319,0,0,0,0,0,0,0,0,0,0,0,-0.140674788664679,0,0.0642620444659991,0.135691842701165,0.0380491484415627,0,0,0,0,0.186194104571367,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.0544238550976488,0,0,0,0,0,0,0,0.0698209957136272,0,0,2.16840434497101e-19,0,0,0,0,0,0,-0.315600626433559,0,0,0.21446051843072,0,0,0,0,0,0,0,0.497489094253686,0,0,0,0.510709432816109,0.503899620035971,0,0,0,0,0.0109451827250488,0,0,-0.0944903306211082,0,0,0,0,-0.0533645294136311,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0.262837112038055,0,0,0,0,0,0,0,0,-0.0924455057207599,0,0,0,0,0,0,0,0,0.166591564540039,0,0,0,-0.126510116067871,-0.0434559609082511,0.0496790391845448,0.0652815881622838,0,0,0,0,0,0,0,0,0,0,0,0,-0.155458568003074,0,0,0.0837627700481934,0.0610422682231198,0,0.16165493968194,0.0222025433705022,0,0,0,0,0,0,0,0,0
X000733.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194264656619931,0.0430967519153275,0,0,0,0,0.057611845553669,0,0,0,0,0.065076812843004,-0.0345241743892056,0,0,0,0,0,0,0,0,0,0,-0.122748884392243,0,0,0,0.0718311195148027,0,0,0,0,0,0.0251574324797656,0,0,0,0,0,0,0,0,0
