,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X300124.SZ,X600104.SH,X002371.SZ,X000725.SZ,X002304.SZ,X000625.SZ,X000338.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X002241.SZ,X000977.SZ,X002049.SZ,X600372.SH,X002463.SZ,X600741.SH,X002129.SZ,X000661.SZ,X600584.SH,X600522.SH,X002028.SZ,X601877.SH,X601799.SH,X000921.SZ,X600066.SH,X600183.SH,X000800.SZ,X002156.SZ,X002007.SZ,X002223.SZ,X600418.SH,X600566.SH,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.281936843627427,0,0.162590581220178,0,0,0,0,0,0,0,0,0,0,0.158589808420614,0.0152012921473176,0,0,0,0,0,0,0,0,0,0,0,0,-0.0587588790908391,0,0,0,0,0,0,0,0,0,0,0.113615418316497,0,0,0,0,0,0,0,0,0,0,-0.0197640394566933,-0.00901380494844621,0.01626101141422,0.019963339657432,0,0,0,0,0
X000858.SZ,0,0,0.014668858819045,0.0389032717012221,0,0.486032316217191,0,0,0,0,0,0,0.0317482479454105,0,0,0,0,0.00173622051914523,0,0,0,0,0,0,0,0,0.0387742883991361,0,0,0,0,0,0,0.0581786078301038,0,0,0,0,0,0,0,-0.0595677279168469,0,0,0,0,0,0,0,0,0.0101328239010752,-0.00359533438028034,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.214540349630786,0,0,0,0,0.113137918670047,0,0,0,0.0306436310153093,0,0,0,0,0,0,0,0,0.0994676424962082,0,0,0.155466904347483,0,0,0.03522902923888,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0279921010921173,0,0,0,0.0148103924036179,0,0,0,-0.0036205809858814,0,0,0,0,0,0,0
X600809.SH,0.355907705392073,0,0,0,0,0.272382995174459,0,0,0,0,0,0,0,0,0,0,0,0,0.284888418587269,0,0,0,0.0620805814308665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0957043645047741,0,0,0,-0.00407099365180954,0,0.0259359377592092,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100059029668628,0.0619653714663583,0,0,0,0,0,0,0.0218966336110689,0,0,0.0130420016136761,0,0,0,0.145518788278143,0,0,0.0496330806185069,0,0,-8.67361737988404e-19,0,0,0,0,0,0.105110671221867,0,0,0,0,0,0,0,0,0,0.0171880842203412,0,0,0,0,0,0
X000568.SZ,0,0.72646760098818,0,0.0693375613734906,0,0,0,0,-0.0621837294847935,0,0,0,0,0,0.128496358070189,0,0,0,0,0,0.109600856212272,0,0,-0.0841966189050218,0,0,0,0,0,0,0,0,0,0.0342804051962344,0,0,0,0,0,0,0,0,0,0,-0.0176270002226347,0,0,0,0,0,0,0,0.017553095901747,0,0,0,0,0,0
X600690.SH,0,0,0,0.117725190952377,0,0.0129475653675246,0,0.0205653858491777,0,0.0921996858668345,0,0,0,0,0,0,0.0414333070100853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0965310026306292,0,0,0,0,0,0,0.106641445016164,0,-0.113955420843871,0,0.0338673917924512,0,0,0,0,0,0,0.00704311941908406,0.00780861630694379,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0991757431195564,0,0,0,0,0,0,0,0,0,0,0,0,-0.0764680186855003,0,0,0,0,0,0,0,0,0.122383880114228,0.0630584069273287,0.0294032803888472,0,0,0,0,0,0,0,0,0,-0.000548582348370585,0.0610536105360851,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.173052525188188,0,0,0.0127281573038724,0,-0.0886804653419359,0,0,0,0.264086276406985,0,0,-0.150087269539643,0,0,0,0,0,-0.09773830060417,0,0,0,0,0,0,0,-0.0712839485122132,0.248559417460436,0,0.0562428152051197,-0.0267350550146101,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.233780396832659,0.0227214464573147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0344098640613194,0,0,0,0.44412267669587,-0.0372401199627634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0979520677207828,0,0,0,0,0,0,-0.0478160036651032,0.0281048080183156,0,0,0,0,0,0
X300124.SZ,0,0,0,0.00527271261452403,0,0,0,0,0,0,0,0,0.0214989881227529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106693380723818,0,0.0901720657120584,0,0.0965001528421006,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,-0.0308834305473728,0.0491390724696173,0,0,0,0,0,0
X600104.SH,0,0,0,0.119137181674008,0,0,0,0,0,0.015976031490265,0.117087171659791,0,0,0,0,0,0,0.0293555847959799,0,0,0,0,0,0,0,0,0.00212000621402923,0,0,0,0,0,0,0,0,0.0630628903681101,0,0,0,0,0,0,0,0,0.0063192269836748,0,0,0,0,0,0,-0.0053574979447093,0.021030478078868,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.293160427405857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137587767003755,0,0,0,0.0311090080545267,0,0,0,0,0.132102054715764,0,0,0,0,0,0.0915672088321712,0,0,0,0.0125033662106188,0,0,0,0,0,0
X000725.SZ,0,0,0,0.0398888554828363,0,0,0,0,0,0,0,0,0.0411389347958597,0,0,0,0,0,0,0,0.480420984329285,0,0,0,0,0.00553526372112765,0,0,0,0,0,-0.0265501493036436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00455997049048236,0,0,0,0,0,0
X002304.SZ,0,0.0929464380294921,0.121531408281631,0.0234592437252146,0,0.268170638344594,0,0,0,0,0.0368518315991976,0,0,0,0,0,0,0,0,0.00613461959735001,0,0,0.142814178118924,0,0.0306440234310303,0,0,0.0101505545145539,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035471466973784,0,0,0,0,0,0,0,0,0,-0.00493095141757462,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759165134602043,0,0,0,0.0717345206781233,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54322077120781,0,0,0,0.00376594679482454,0.00623457984170728,0,0,0,0,0,0
X000338.SZ,0,0,-0.0536610271922338,0,0,0,0,0.0518260507598744,0,0,0,0,0,0,0,0.206311326758007,0,0,0,0,0,0,-0.00568301031194761,0,0.40673965616494,-0.122558028640289,0,0,-0.0416732103458571,0,0,0,0,0,0,0,0,0,0,0,0,0.0310542144246097,0,0,0,-0.0899907945986869,0,0.103088297959842,0,0,0,-0.0560102899679686,0.0609116806441164,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.120130541566396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183493111279472,0.193623793902762,0,0.0488602972854216,0,0.170261647640996,0,0,0.103433309459071,0,0,0,0.0532610394181548,0,0,0,0,0,0,0,0,0,0,-0.0172025026408836,-0.00243482582909094,0,0,0,0,0,0
X000596.SZ,0,0,0,0.548810204227433,0,0.108809355195216,0,0,0,0,0,0,0,0,0,0,-0.0829449904084301,0,0,0,0.0413724424297348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650088715335075,0,0,0,0.165508925209883,0,0.031460193590666,0,0,0,0.0045661190346786,0,0,0,0,0,0
X600031.SH,0,0,0,0.0322440774383904,0,0,0,0,0,0,0,0,0.0311714212276221,0,0.0692158163511403,0,0,0,0,0,0,0,0,0,0,0,0,0.0451939741006654,0,0,0,0,0,0.0549833782902902,0,0,0.0313859203538892,0,0,0,0,0.0154576269354662,0,0,0,0,0,0.0327838195994088,0,0,0,-0.0415736227776372,0.0479212668225702,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0.0816812360989918,0,0,0,0,0,0,0,0.355084833822829,0,0,0,0,0,0,0,0,0,0,0,0,0.00889761133910188,0,0,0,0,0,0,0,0,0,0.0904367578059588,0,0,0,0,0.0888947104122526,0.0180599134925177,0,0,0.0411424533353661,0,-1.73472347597681e-18,0,0,0,0,0.00900824630657257,0,0,0,0,0,0
