,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000858.SZ,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X002475.SZ,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X000063.SZ,X000338.SZ,X300003.SZ,X600271.SH,X002236.SZ,X002456.SZ,X002008.SZ,X300124.SZ,X601877.SH,X600867.SH,X600487.SH,X600809.SH,X000596.SZ,X000100.SZ,X000977.SZ,X000661.SZ,X600566.SH,X000625.SZ,X600498.SH,X600066.SH,X002294.SZ,X300136.SZ,X000157.SZ,X300142.SZ,X002179.SZ,X002180.SZ,X002007.SZ,X000981.SZ,X300146.SZ,X002241.SZ,X002049.SZ,X000050.SZ,X600522.SH,X000869.SZ,X600779.SH,X002371.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.417953455702636,0,0.0221685574020362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00539049596795789,0,0,0,0,0,0,0,0,0,0.0591996814599217,0,0,0,0,0,0,0,0.0323422358596388,0,0,0,0,0.0167280795428237,0,0,0.00794193027121889,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.0586297710478193,0,0,0,0,0,0.0655611369375708,0,0.327226262175447,0.0111894538599937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198790385294049,0,-0.0765783328762522,0.0320411530918676,0,0,0,0,0,0,0,0,0,0.103265564686157,0.00965809494712952,0.0325130891380385,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.157158563632753,0,0,0,0,0,0,-0.103260977476372,0,0,0,0.201381928357848,0,0.0599093275618748,0,0,0,0,0,0.0709720336072068,0,0,0,0,0,0.16822313634388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0178700312967423,0.0404168648571593,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.00515989367238916,0,0,0,0,0,0,0,-0.0280418436845098,0,0,0,0,0,0,0,0,0,0.114769405851368,0,0,0,0,0.31057464674236,0.0482962706605766,0,0,0,0.144947475087435,0,0,0,0,0,0,0,0.0740221890893635,0,0,0,0,0,0,0,0,0.0348563195221076,0.0322712510192309,0,0,0,0,0,0
X000858.SZ,0.200000737261904,0,0,0.0715249781405588,0,0,0.0748893654726451,0,0.205314674681502,0,0,0,0,0,0,0,0,0,0.0960003004070928,0,0,0,0,0,0,0,0.11608738592892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00579472483829129,0.0038300632189373,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.219755287331663,0,0,0,0,0,0,0.218917767648606,0,0,0,0,0.149878343995809,0.0182325016621698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.006673629082378,0,0,0,0,0,0,0,0,0,0,0.0115070128649138,0.0220065111728627,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.479439670180406,0,0,0,0,0,0,0,0.00361703669832251,0,0,0,0.110787880929336,0,0,0,0,0,0,0,0,0.0891094040221705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0550355613449609,0,0,0.0155758886738882,0.0329051942590466,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0292578782908619,0,0,0,0,0,0,0,0.0915927314312206,0,0,0,0,0,0,0,0,0,-0.0121084912299908,0.432585845598309,0.0456490574958469,0,0,0,0,0,0,0,0,0.0443190225853787,0,0,0,0.0256179434759213,0,0,0.0673913466825634,0.0496177451716006,0.243716357602827,0,0,0,0,0,-0.0177913042066936,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.466973041847435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167164873630831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0430036278514308,0,-0.0796050621639588,0,0.0089582138741816,0.019422265119493,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.0414572552929839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.556366388804495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298246616213528,0,0,0,0,0.114344671027422,0,0.0740199093751254,0,0,0,0,0,0,0.0265689478866187,0,0.00862704640494377,-2.16840434497101e-19,0,0,0,0,0,0
