,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600741.SH,X600703.SH,X600066.SH,X002241.SZ,X002475.SZ,X600031.SH,X000568.SZ,X002236.SZ,X000100.SZ,X600271.SH,X002456.SZ,X002085.SZ,X600118.SH,X600177.SH,X000338.SZ,X002292.SZ,X000157.SZ,X002007.SZ,X002180.SZ,X600372.SH,X000559.SZ,X300003.SZ,X600867.SH,X300124.SZ,X002294.SZ,X002426.SZ,X002074.SZ,X002506.SZ,X600498.SH,X601877.SH,X600089.SH,X600522.SH,X002508.SZ,X002465.SZ,X000050.SZ,X600566.SH,X300115.SZ,X000869.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0516433292238001,0.0219932764397899,0,0.0168481782735841,0,0,0,0,0,0.0032744531841278,0,0,0,0.0467221430285253,0,0,0.377509590261147,0,0,0,0,0.0168316874197383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112202426527502,0,0.0165111692601549,0,0.0551229528708275,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.188338583532788,0,0.0325456903010244,0.0468012505575506,0,0,0.0281680358704618,0,0,0,0,0,0,0,-0.000824457534923497,0,0.15632126314129,0,0,0,0,0.0318275732194332,0,0,0,0,0.118019708432564,0,0,0,0,0.0565278718122926,0,0,0,0,0,0,0,0,0,0.121173016876822,0,0.0411790767574541,-0.0558030694814009,0,0,0,0,0,0
X002415.SZ,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0.00905573813653659,0,0,0,0,0,0,0,0,0,0.106838919611047,0.129383983205397,0,0,0.0680855799411516,0.0139590291987691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.507486183078241,0,0,0,0,0.0216705879015818,0.0358010160042428,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0882448962435209,0.0258026204538823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00493949803765136,0,0,-0.0210957982851287,0.0538669791237216,0,0.0658886684896185,0,0,0,0,-0.016454524259802,0,0,0.110107606007621,-0.113864745530573,0.067807300822496,-0.0210216793998527,-0.0350908750591361,0,0,0,0
X000858.SZ,0,0,0.106409667948839,0,0,0,0,0,0,0,0.132261204689079,0.0542685397380915,0,-8.67361737988404e-19,-0.000559873103970062,0,0,0.355719122068143,0,0,0,0,0,0,0,0,0,0,0.129297157827491,0,0,0,0,0,0,0,0,0.19684340583975,0,0,0,0,0,0,0,0,0.00798817280808199,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.0864519291550312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559487114162082,0,0,0,0,0.0286243917789072,0,0.163792972911481,0,0,0.091766771746808,0,0,0,0,-0.023711733507349,0.11614772328603,-0.0112502840838533,0,0,0,-0.000783303865635675,-0.0297330882935475,0,0,0,0,0,0
X002304.SZ,0.243268358109707,0,0,-0.0350994590204819,0.106174841019701,0,0,0,0,0,0,0,-0.027611523808857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388775659759711,0,0.0447165956075896,0,0,0,0,0,0,0,0,0,0,0.130848913886422,0,0,0,0,0,0.203947571777542,0,0,0,0.0366585397695654,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608162137468099,0,0.147418012244169,0.108335785596166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00590416865160686,0,0,0,0,0,0,0,0.0471543940145118,0,0,0,-0.06554407403809,-0.0222036070309185,0,0,0,0,0,0
X000625.SZ,0,0.0237728354074885,0,0,0,0,0,0,0,0,0,0.153326981884893,0,0,-0.0176162628895159,0,0,0,0,0,0,0,0,0.085030289795605,0,0,0,0,0,0,0,0,0,0,0,0,0.159560420687619,0,0,0.0137437695090055,0,0,0,0.0791328326135124,0,0,0,0.0594223725981632,0,0.0377424274326719,0,0.0496912266286603,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.0390728996224986,0,0,0,0,0,0,0,0.00147252207977872,0,0,0,0,0,0,0.0167717103634889,0.0619209447935614,0.0622933608084228,0,0.0337117366428479,0.0166464653329728,0,0,0,0,0.0796426361820098,0,0,0.015777462757194,0,0.125425823110938,0,0,0.197000572283971,0.041307473275948,0,0,0,0,0.0591178687892997,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0.155080591652298,0,0,0.151749180557232,0,0,0,0,0,0,0,0,0,0.0244812207439678,0,0,0.0904081718497631,0,0,0,0,0,0,0,0,0,0,0.156986492739752,0,0,0,0,0,0,0,0,0,0,0.0136398830483022,0,0,0.13647370618287,0,0,0,0,-0.0246984094905785,0,0,0,0.0209580502785546,0.0428577807238666,0,0,0,0,0,0
X600741.SH,0.223458286001458,0.304141992645082,0,0,3.46944695195361e-18,0,0,0,0.147922592612347,0.00343930749368935,0,0,0,0,0,0.0100611798235825,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102632699338389,0,0,0,0,0.0314652330098852,0,0,0,0,0.0376465209233521,0,0,0,0,0,0,0.0902925124577968,0,0,0,0,0,0.0303121521663585,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233293213257726,0,0,0,0,0,-0.101320559499028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0.0383809621226398,0.0370793154135322,0,0,0,0,0,0,0,0,0,-0.064159439874347,0,0,0.0460802906512113,0,0,0,0,0,0
X600066.SH,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,0,0.117932319675195,0,0,0,-0.0475723520976401,0,0.0904025943406032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00947494603546743,0,0,0,0.0680605515486728,0,0,0.0136977830281155,0,0,0.123842934886587,0.103713944658937,0,0,0,0,0,-0.027465496376352,0,0,0.0357785940959282,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.106084842519392,0,0,0.00599336719365745,0,0,0,0,0,0.0504561910509937,0,0,0,0,0,0,0,0,0,0.152278934821692,0,0,0.200580681894358,0,0,0,0.168095092592109,0.197902215440133,-0.0460168882357744,0,0,0,0,0,0,0,0,0,0,0,0.0651376866700442,0.336911869488159,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.169317058102443,0,0.167532948689567,0,0,0,0.158478552539092,0,0,0,0,0,0,0.176264783494632,0,0.0444003140944929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0140018410349375,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157868736178515,0,0,0,0,0,0.0600665931226302,0,0,0,0,0,0,0.0135154067441434,0,0,0.108435460138341,0,0,0,0,0,0,0,0.0786918447970158,0.0691280393747949,0,0,0,0,0,0,0,0,0,0,-0.0510969115225905,-0.0197047610384074,0,0,0,0,0,0
X000568.SZ,0.187402041547558,0,0,0,0.471437926807148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0380273460964853,0,0,0,0,0,0,0,0,0,0,0.108991482457456,0,0,0,0,-0.0228712533891593,0,-0.0825261888695802,0,8.67361737988404e-19,0.00153196275341079,0,0,0.0188157487877221,-0.0498110937454119,0,0,0,0.00665378560593255,0.018926621614406,0.0339849179287788,0,0,0,0,0
