,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600276.SH,X600104.SH,X300124.SZ,X003816.SZ,X000725.SZ,X600031.SH,X300014.SZ,X002129.SZ,X002371.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000338.SZ,X002179.SZ,X000625.SZ,X600703.SH,X300142.SZ,X601877.SH,X600089.SH,X000661.SZ,X600741.SH,X002180.SZ,X600460.SH,X000733.SZ,X000100.SZ,X600522.SH,X000157.SZ,X002074.SZ,X600884.SH,X600702.SH,X002236.SZ,X000799.SZ,X600584.SH,X600183.SH,X002414.SZ,X000977.SZ,X601799.SH,X000800.SZ,X600372.SH,X002432.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.270662809765117,0.0185958771408833,0.0608389515741027,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0330602798404055,0.142835570739112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00179749919017828,0,0,0,0,0,0,-0.024785338728826,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.323047722857847,0,0,0,0,0,0,0,0,0,0.0550465719412068,0,0,0,0,0,0.0967130716899371,1.32952295636996e-05,8.67361737988404e-19,0,0,0,0,0,0,0.0196151218736762,0,0,0,0,0,0,0,0,0.0410810403259337,0.180589758269438,0,0.0610322459752939,0,0,0,0,0,0,0,-0.0274024152224368,0,-0.0271505736708116,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.191818853300942,0,0,0,0,-0.0812212627225738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.269415938721583,0,0.030908074384826,0,0,0,0,0,0,0,0,0.113072851994008,0,0,0.100027654380745,0.0640484364574857,0.481931026005069,0,0,0,0,0,0,0,0,0.0755637302597943,0.0592056252219712,0,0.0334263764311254,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.390335895448591,0,0,0,0,0,0,0,0,0,0,0,0,0.20108717349123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221314188250356,0,0,0,0,0,0.0356563173139224,0,0,0,1.35525271560688e-20,0,0.0167287259308453,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.29731982082163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0038899464485706,0.239040278412686,0,0,0,0,0.0711291725679159,0,0,0,0,0.0182805750983241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116056514398056,0,0.0247417018075455,0.0317842712464487,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.158699659581616,0,0.259813547877898,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0.0518770224442699,0,0,0,0,0,0,0,0.176251240804305,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,-0.00274051730282247,-0.0409240993421898,0,0,0,0,0,0
X002304.SZ,0.0533847699969361,0,0,0.0821870070133295,0.00518354540776024,0,0,0,0,0,0,0.0858544775158682,0.0864105009902336,0,0,0,0,0,0,0,0,0.256923955921121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162115924802664,0,0,0,0,0,0,0,0,0,0.0404966492345721,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18147051952051,0.426576091616238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0950643139108702,0,0,0,0,0,0,0,0,0,0,0,-0.0232208937638126,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.126529566865586,0,0,0,0,0,0,0,0.118447552661752,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0248881405010312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590055338811647,0,0,0.0234890509993942,0,0,0,0.0372662091729657,0,-0.0270658095422757,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201979604838048,-4.33680868994202e-19,0,0,0,0,0,0.0333460992675135,0,0,0,0,0,0,0.0557748180926062,0,0,0,0,0,0,0.0443531006815352,0.0457415107848576,0,0.146168420234032,0.132443758247505,0,-0.0109342515476029,0.00864451689245253,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.0359415065593257,0,0,0,0,0,0.0667221228483313,0,0.0607592309003058,0,0,0,0,0,0,0,0,0,0.159141053614737,0,0,0,0,0,0.0519444724534854,0.075959022820474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0197048378127272,0,-8.67361737988404e-19,0,0,0,0,0,0,0
X300124.SZ,0,0,0.0399767666076897,0,0,0,0.208142901206758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20908745522823,0,0,0,0.177657518095974,0,0,0,0.0674993033797583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0859530035198235,0,0,0,0.290100585110201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0731550370782896,0.0225498192645046,0,0,0,0,0,0.0456503577348068,0,0,0,0,0,0,0,0,0.0297133454395156,0.00651912728119816,0,0,-0.0141093488573429,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0.0786585602189621,0,0,0,0,0,0,0,0,0.0460382407032091,0,0,0,0,0,0,0,0.25735892506174,0,0.00429615336092084,0,0.032746732925034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721227739387048,0,0,0.0816017597154532,0,0.0430104634032067,0,0,0.00923739659138022,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0580270211113488,0,0,0,0,0,0,0,0,0,0,0,0,0.29264635918722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702872404392622,0,0,0.0730383017409658,0,0,0.10900498758914,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168034604184198,0,0,0,0,0,0,0,0,0,0.0119298438974836,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.787469402341637,0,0,0,0.214014061086925,0,0,0,0,-1.73472347597681e-18,0,0,0.0290649831680583,0,-0.0371330395205849,-0.0226477612009997,0,0,0,0,0,0
