,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X000568.SZ,X600703.SH,X300003.SZ,X600741.SH,X601877.SH,X600271.SH,X002236.SZ,X002007.SZ,X300124.SZ,X002008.SZ,X600487.SH,X600498.SH,X000100.SZ,X000661.SZ,X002179.SZ,X002456.SZ,X000625.SZ,X600867.SH,X300142.SZ,X600566.SH,X300146.SZ,X000157.SZ,X600809.SH,X600177.SH,X000596.SZ,X002180.SZ,X600372.SH,X002294.SZ,X600089.SH,X600066.SH,X002506.SZ,X600522.SH,X300136.SZ,X002241.SZ,X000977.SZ,X000050.SZ,X600699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.734677238006163,0.0951261734373126,0,0,0,0,-0.00956762933686363,0,0,0,0,0,0,0,-0.0408261879692584,0,0,0,0.0763704852158244,0,0,0,0,0,0,0,0,0,-0.0450703958074924,0,0,0,0.08898162322713,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00435674842416426,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00134543131146533,0,0.0988223102295131,0.370587725888794,0,0,0,0,0.24938528412027,0,0,0.0808548751799696,0,0,0,0,0,-0.00964134182761556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489223550447029,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129248871566981,0,-0.0300818357050628,0,0,0,0.674510140256464,0,0,0.0866464629386103,0,0.084571728891249,0,0,0,0,0.0629486816263489,0,0,0,8.76426913749277e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105609156533936,0,0
X600276.SH,0,0,0.172621616489556,0,0,0,0,0,0.00635100780393486,0,0,0,0,0.0655136886835535,0,0.427318826871035,0,0,0,0,0,0,0.0452093256578116,0,0,0,4.79433633396506e-05,0,0.0385674996937906,0,0.00663628850725753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189735529832209,0,0,0,-0.0023763571139726,0,0,0,0,0,0,0
X000651.SZ,0.190659934148286,0,0,0.0683242664200096,0,0.140725454838154,0,0,0,0,0,0,0,0.108526342777216,0,0.072110738869884,-5.42101086242752e-20,0,0,0,0,0,0,0,0.02063765964051,0,0,0,0,0,0.0645752217483307,0,0,0,0,0,0,0,0,0,0.0120171518425527,0,0.0338407044455561,0,0,0,0,0,0,0,0,-0.00501135666145075,0,0,0,0,0,0,0
X000858.SZ,0.171376978759672,0,0,0,0,0,0.133846878524257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.337769594810789,0,0.142616969701925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00651196221813926,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.321917264484167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424729450449926,0,0,0.0251771222266731,0,0.365824233967066,0,0.306057956731463,0,0,0,0,0,0,0,0,0,-0.030662643616422,0,0,0,0,0.0364532506165141,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.248146412313151,0,0,0,0,0.0742934327757778,0.0740572152401641,0,0,0,0,0,0,0,0,0.137227415258137,0,0,0,0,0,0,0,0,0,0,0,0,-0.0235439788018492,-0.05751219127215,0,0,0,0,0,0
X000063.SZ,0,0,0.0430427643860459,0.0530813714238083,0,0,0,0,0,0,0,0.0679025794997409,0,0,0,0,0,0,0,0,0,0,0,0.213446815847023,0.147669674500749,0,0,0,0.328893667619643,0,0,0.00702806419400677,0,0,0,0,0,0,0.107749292735424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.133968541244287,0,0,0,0,0,0,0.0277523276560088,0,0,0,0,0,0,0,0.105414096332004,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.26712914551401,0,0,0,0,0.290591832546967,0,0,0,-0.00765764002585788,-0.0298407426426565,0,0,0,0,0,0
X600031.SH,0,0,0.0901428132691171,0.0932663663289097,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0.11380951112251,0,0,0,0,0,0,0,0,0.0961515185272482,0,0,0,0.11066606875331,0,0,0,0.0441652997125109,0,0.109743083428677,0,0,0,0,0,0,0,0,0,0,0,-0.0246049636673531,-0.00958591066711765,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109925999251582,0,0,0,0,0,0,0,0.0627799894739255,0,0.811235374937468,0,-0.0501925439897323,0,0,-0.00146040669597411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0442365652293422,0,0,0.113303963216171,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.100492381428238,0,0,0,0,0,0,0,0,0,0.0289451449739921,0,0,0.0591965088612681,0,0,0,0,0.0236301175417559,0,0,0,0.0386987159698085,0,0.0940280595869882,0,0,0,0,0,0,0,0,0,0,0,0.0323227626511176,0,0,0,-0.022377279373255,-0.0124170620299402,0,0,0,0,0,0
X000568.SZ,0.0507317101882393,0,0,0,0,0,0.318389740073627,0,0,0,0,0,0,0,0,0.120114318702796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120596675584645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311991751737239,0.0345361099579149,0,0,0,0,0,0
