,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000568.SZ,X000338.SZ,X600741.SH,X600703.SH,X002475.SZ,X601877.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X600809.SH,X000100.SZ,X002008.SZ,X600487.SH,X600498.SH,X000625.SZ,X002007.SZ,X000661.SZ,X600867.SH,X300142.SZ,X000596.SZ,X000157.SZ,X600566.SH,X002179.SZ,X002456.SZ,X300146.SZ,X600177.SH,X600066.SH,X600089.SH,X002506.SZ,X600372.SH,X600522.SH,X002180.SZ,X600699.SH,X002294.SZ,X002241.SZ,X300136.SZ,X000977.SZ,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.684949154340029,0.0890799270411413,0,0,0.0525954560617903,0,0,0,0,0,-0.0467048942367929,0,0,0,-0.0662205311377747,0,0,0,0,0.0562242476160906,0,0,0,0,0,0,0.133860498626636,0,0,0,0,0,0,0,0,0,0,0,-0.0162104857452443,0,0.00584594289835166,0,0,0,-0.000867377362914122,0,0.00972745759825659,-4.33680868994202e-19,0,0,0,0,0,0
X600104.SH,0,0,0.01007600975421,0,0,0,0,0,0,0,0,0.0153520859572935,0,0.197294459314227,0,0,0,0,0.0905300107456121,0,0.270368811210212,0,0,0,0,0.0743822907374541,0,0,0,0,0,0,0,0.00501399019064978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0.0477346940618831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.517153547683719,0,0,0,0.415915862624007,0.0438994202322748,0,0.13381740909333,0,0,0,-0.0780687059852939,0,0,0,0,0.0645004223974481,0,0,0,0,0,0,0,-0.0773661967189042,0,0,0,0,0,0,0,0,0,0,0,0,0.0636934198142652,0,0
X000651.SZ,0.23622662498687,0,0.00669590257550472,0,0,0,0.10018911398289,0,0.188753710437028,0,0,0,0,0.0940391516901334,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0.155465949817046,0,0,0,0,0,0,0.000279899978102054,0,0,0,0,0,0.0612907536118555,0,0,0.406724689127793,0,0,0,0,0,0,0,0,0,0.0241166321091114,0.0645126319967258,0.0302457192528331,0,0,0,0,0,0.0313857131440044,0,0,0,0,0,0,0.015884075693376,0,0.048773436253466,0,0,0,0,0,0.00721212635673884,0,0,0,0,0,0,0
X000858.SZ,0.322675527690697,0.0645616897783156,0,0,0,0,0.265178750696102,0,0.0362807919919974,0,0,0,0,0.0465971503961184,0,0,0,0,0,0,0,0.11915126361791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.00127106916911076,0.0221835529707541,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.130888598078996,0,0,0,0,0,0.408607839044409,0,0,0,0,0,0,0,0,0,0.218760410398164,0,0,0,0,0,0,0,0,-0.00690218519615691,0.188869437297609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0296542201496813,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207755476915081,0,0.046824277948108,0,0,0,0,0,0,0,0,0.292596597820702,0,0,0,0,0,0,0,0.118836926278285,0,0,0.0054312007326357,0,0,0,0,-0.012616937882199,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0941612116137576,0.098759910307608,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111265648454884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159125878222181,0,0,0,0,0,0,0,0,0,0.260496492724973,0,0,-0.00550110673793425,-0.01808629598353,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211632695547978,0,0,0,0,0,0,0,0,0.0741789479371064,0.603694491600842,0,0,0,0,0.0865688933016026,0,0,0,0,0.0824550725284947,0,0,0,0,0,0,0,0,0,0,0,0.0556105057405794,0,0,0,-0.00747796626827688,0,0,0,0,0.0104526877245912,0,0
