,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600271.SH,X600690.SH,X002292.SZ,X600703.SH,X600741.SH,X000100.SZ,X600031.SH,X600066.SH,X002241.SZ,X002506.SZ,X600118.SH,X002236.SZ,X000559.SZ,X600177.SH,X002475.SZ,X000157.SZ,X600372.SH,X000338.SZ,X000568.SZ,X002074.SZ,X002085.SZ,X300003.SZ,X300124.SZ,X002294.SZ,X600089.SH,X600867.SH,X002426.SZ,X002456.SZ,X002465.SZ,X600498.SH,X601877.SH,X600699.SH,X002180.SZ,X002007.SZ,X000977.SZ,X002512.SZ,X000869.SZ,X002049.SZ,X300001.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0844187051370262,0,0.180896183566362,0.413579776907141,0,0,0,0,0,0,-0.0264003040721607,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129581272427349,0,0,0,0.110409480371357,0,0,0,0,0,0,0,0,-0.00171183550150911,0.00386551709650091,0,0,0,0,0,0
X600104.SH,0,0,0.140477971121477,0,0,0,0,0,0,0,0,0,0,0,0.35361610382119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146866594143081,0,0,0,0,0,0,0,0,-0.011347194759562,0,0,0,0,0,0,0
X002415.SZ,0,0.068256643219229,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304984809678233,0,0,0,0.040601864015367,0,0,0.0280923943103579,0,0,0,0,0,0,0.10766495496731,0,0,0,0,0,0,0,0.117283792466683,0,0,0,0,0,0,0,0,0,0,0,0.0643161813379826,0,0.0444334125051968,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.023274587382356,0.0695825649616283,0,0,0,0,0,0,0,0,0,0.0140584408507086,0,0,0.00629064922222553,0,0,0,0,0,0.00259462624622509,4.33680868994202e-19,0,0,0,0,0,0,0,0.00595837131256318,0,0,0.0161898145361037,0,0,0,0,0,0,0,0.0134597014090925,0,0,0.0514262771004728,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.11932062289861,0,0,0,0,0,0,0.101948308660535,0,0,0,0,0,0,0,0,0.00612645818901388,0.050150437623405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025525007862191,0,0,0,0,0,0,0.0559328070193987,0,0,0,0,0.0589879949877499,0,0,0,0,0,0,0,0,0
X002304.SZ,0.251330883014165,0.0378899261081034,0,0,0.101696799218662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118240910556207,0,0,0,0,0,0,0.00407597010900217,0,0,0,0,0,0,0,0,0,0.0263947145587365,0,0,0.0343761101039261,0,0,0,0,0,0.152086891454522,0.0460794647599495,0,0,0,-0.00910792229986109,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0920662358233959,0,0,0,0.033411426892816,0,0.0170982734910011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0679620984215645,0,0,0,0,0,0,0,0,0,0.0753180388833069,-2.16840434497101e-19,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0159955923301514,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00996727386818969,0,0,0.173372445170224,0,0,0.139086152800647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057528731236612,0,0.100908363250204,0,0,0,0,0,0,0,0,0,0,0,0.00553870012144049,0,0,0,0,0,0,0
X000625.SZ,0.132385640879206,0,0,0,0,0,0,0,0,0.088354295962695,0,0,0,0,0.0385652431945762,0,0,0,0,0.0335221202858406,0,0,0,0.0488826658006091,0.0282063726838537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017545952850438,0,0,0,0,0.101368606763462,0,0,0,0,0.067383381096746,0.108388168746647,0,-0.00292787919145513,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0139568722539073,0,0,0,0,0,0,0,0,0,0,0.077430096623593,0,0,0.0837191661527392,0.397735877129095,0,0,0,0,0,0,0,0,0,0,0.15790060315012,0,0,0,0,0,0,0,0.0246080597385983,0,0,0,0,0,0,0,0,-0.0286948375106058,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.20276164715079,0,0,0,0,0,0,0.0954259242422011,0.00190673246820281,0.224909346330303,0,0,0,0.120832018418133,0,0.0198910612805017,0,0,0,0,0,0,0.116153961752049,0,-0.099239144295773,0,0,0,0,0,0,0,0,0,0,0.0373031264854609,-0.178183051351074,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217979563051517,0.155487946549238,0,0,0,0,0,0,0,0,0,0.0956215250758503,0,0,0,0,0,0,0.0649057810031302,0.320444648754387,0,0,0,0,0,0,0,0,0,0,0.104202201537084,0.120490282317526,0,0.0057665780446455,0,0,0,0,0,0,0
