,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000568.SZ,X002475.SZ,X000338.SZ,X600703.SH,X600741.SH,X601877.SH,X300003.SZ,X600271.SH,X002236.SZ,X002007.SZ,X300124.SZ,X002008.SZ,X000661.SZ,X600809.SH,X600487.SH,X000100.SZ,X600498.SH,X600867.SH,X002179.SZ,X300146.SZ,X000625.SZ,X300142.SZ,X000596.SZ,X000157.SZ,X600177.SH,X002456.SZ,X600566.SH,X600066.SH,X600089.SH,X002180.SZ,X002506.SZ,X600372.SH,X300136.SZ,X600522.SH,X002294.SZ,X002241.SZ,X600699.SH,X000977.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.631615581832276,0.175273417324534,0,0,0,0,0,-0.0179183462741562,0,0,0,0,0,0,-0.0224766760058146,0,0,0,0,0,0.104013016396138,0,0,0,0,0,0,0,0.0549877713366082,0,0,0,0,0,0,-0.0135342695885269,0,0,0,0,0,0,0,0,0,0,0.00719084591570294,0,0,0,0,-0.0457629249071535,0,0
X600104.SH,0,0,0,0,0,0.0460266458507867,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.247225600822012,0,0.09299146961912,0,0,0,0.271141092502848,0,0,0,0,0,0.0992057329005105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00458700415326001,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0683143620778784,0,0,0,0,0,0,0,0,0.00152790560228841,0.669207712871399,0,0,0.137361741835501,0,0,0,0.0150015195465762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136535442076384,0
X600276.SH,0,0,0.126168239904046,0,0,0,0,0,0,0.0151296185631514,0,0,0,0,0,0,0,0.392172904607264,0,0,0,0,0,0.00974567158803989,0,0,0,0,0.10656092355041,0,0,0,0,0,0,0,0.0322042724163395,0.105176123746437,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003183329694368,0,0,0,0,0,0,0
X000651.SZ,0,0.116125048632206,0,0,0,0.121503580523538,0.179796850061155,0,0,0,0,0,0,0,0,0.0813828709428754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10321294214413,0,0.051739800642066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0906647913347353,0,0.00155977617588472,0,0,0,0,0,0,0
X000858.SZ,0.19669891081319,0.0191559471005406,0,0,0,0,0.121261003299879,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.300403372408902,0,0,0,0,0,0,0,0,0.128787703374346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00395320391979178,0.00206035071738308,0,0,0,0,0,0
X002304.SZ,0,0,0,-0.021522051755406,0,0.26125535966671,0,0,0,0,0,0.380911537495976,0,0,0,0,0,0.0711647034168681,0,0,0,0,0,0,0.189415871394995,0,0,0,0,0,0.120087455140635,0,0,0.162336356917983,0,0,0,0,-0.0490538094321641,0,-0.116608373310237,0,0,-0.0249567472036402,0,0,0,0,0,0,0.0781789161125471,0.00673016616122276,0.0447179558207195,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215855503441607,0,0,0,0,0,0.0601041911056934,0,0,0,0,0.284322960074448,0,0,0,0.124402200300122,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,-0.0109485672057656,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.128249489812058,0.128192944286829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0234784732297925,0,0,0,0,0,0,0,0,0,0.0463304020543626,0,0,0,0,0,0,0.125135016136107,0,0,0,0,0,0,0,0,0,0.293612080061008,0,0,-0.00725044729822334,-0.0301787197614022,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.227608331380671,0,0,0,0,0,0,0,0,0,0,0,0,0.145737419473588,0,0.440202428171421,0,0,0,0,0.0494163895595579,0,0,0,0.108302538428504,0,0,0,0,0,0,0.0155987995325972,0,0,0,0,0,0,0,0,-0.0487146680184364,0,0,0,0,0,0
