,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X002241.SZ,X000338.SZ,X000625.SZ,X600031.SH,X002456.SZ,X600066.SH,X601877.SH,X000100.SZ,X300124.SZ,X600809.SH,X002008.SZ,X600487.SH,X300136.SZ,X002508.SZ,X300003.SZ,X600522.SH,X600089.SH,X002294.SZ,X002085.SZ,X600867.SH,X600699.SH,X600498.SH,X000596.SZ,X600271.SH,X000157.SZ,X600177.SH,X000050.SZ,X600566.SH,X600118.SH,X000559.SZ,X600584.SH,X600707.SH,X300115.SZ,X300142.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.236420325417382,0,0,0,0.0601895023871072,0,0.0053333517206545,0,0,-0.0568672776383518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0465396596801993,0,0,0,0,0.0152942737087178,0,0,0,0.0352605424511401,0,-0.0404217334345691,0,0,0,0.0089578230273399,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0217452064766538,0,0,0,0.312561923176037,0.0846301849867876,0,-0.11580071302101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0591892203724145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0526027242407171,0.0632818115683181,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.00757598699693912,0,0,0,0,0,0,0.0925063706832486,0,0,0.0739367610044686,0,0,0,0,0,0,0,0.0785328384309458,0,0.0946499426341307,0,0.119935438747138,0,0.00840452216140639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706292316577442,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.0580142021750148,0,0,0,0.347330164537643,0,0,0,0,0,0,0,0,0,0,0,0,0.20132945383772,0,0.0713760530807405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0268478872556253,0,0,0.0737404565695964,0,0,0,0,0,0,-0.0182533057183949,0.00975251823076515,0,0,0,0,0,0
X000651.SZ,0,0.0698060830386584,-0.116282442326558,0.113545988017083,0,0,0,8.67361737988404e-19,0,0,0,0,0.071362431736258,0,0,0,-0.0196428137017504,0,0.0604552811844773,0,0,0,0,0,0.029526462238292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0135386949167964,0,0,0.0168022342043399,0,0,0,0,0,0,0
X000725.SZ,0,0,0.0687421980826732,0,0,0,0,0,0.248041787581605,0,0,0,0,-0.0421601635096,0.0725103419369307,-0.113859186246001,0,0,0,0,-0.0814837381913967,0,0.108627667638377,0,0,0,0,0.154456643768393,0,0,0,0,0,0,0,-0.0603216886771769,0,0,0,0,0,0,0,0,0.280260728299613,0,0.109554048995292,0,0,0,0,-0.0194780087073408,-1.0842021724855e-19,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.046002067585628,0,0.0415370968481597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0114878606936525,0,0,0,0,0,0,0.131396300285176,0,0,0,0,0.00754500099728582,0,0,0,-0.130323196773812,0,0.00412734814722918,0.00926281748909893,0,0,5.42101086242752e-20,-0.00194285683854891,0,0,0,0,0,0
X002304.SZ,0,0,-0.00806582603005505,0.23034050136012,0,0,0,0,0,0,0,0,0,0,-0.0630525658709055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0530018916222383,0,0,0,0,0,0.0709466270942016,0,-0.0506700655476048,0,-0.0357315965361319,0.0428465409831893,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0.0630100035397323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.349372266985671,0,0,0,0,0,-0.0170660972235777,0.0532981188741141,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.052297041895412,0.150578050176875,0,0,0,0.109179553281746,0,0.100290019649779,0,0,0,0,0,0,0,0,-0.191150324490755,0,0,0,0,-0.063320795712772,0,0,0,0,0,0,0,0,0,0.130040324398051,0,0,0,0,0,0,0,0,-0.0547628283966744,0,0,0,0,0,0.0214024921023592,-0.000695535954701208,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0478743149089052,0.0868691917776577,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384992812538874,0,0,0.0264144566489668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.247525875810245,0,0.0364043172603173,0,0,0,0,0.00237303944317789,0,0,0,0,0,0
X000568.SZ,0,0,0,0.3333141915127,0.0799329794563085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425177838929111,0,0,0.0517154500213062,0,0,0,0,0,0,0,0,0,0.122769029408431,0,0,0,0,0,0,0,0.00995526302671236,0.130813246692442,0,0,0,0,0,-0.000261415012742838,0,0,0,0,0,0
X002236.SZ,-0.128576758796777,0,0.361077194842269,0,0,-0.157668925099928,0,0,0.213999028665078,0,0.241627749459353,0,0,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,-0.0456657624225998,0,0,0,0,0,0,-0.0354405598941044,0,0,0,0,0,0,0,0.0310819491393957,0,0,1.73472347597681e-18,0,0,0,-0.0209261071000288,0,0,0,0,0,0
X600741.SH,0,0.385354207546623,0,0,0,0,0,0,0,0,0.120294926500067,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103825292109937,0.0175969438554071,0.0176749417832738,0.0395991585176519,0,0,0,0,0,0,0.0273707824640121,0,0,0,0,0,0,0,0.0650340185638216,0,0,0,0,0,0,0,0,0,0.00861912530239536,0,0,0,0,0,0
X002475.SZ,0,0.129367009066371,0,0,0,0,0,0,0.0251478525993943,0,0,0,0,0,0,0.0375849719125108,0,0,0,0.145236380604224,0.048303555024603,-0.171293523948386,0,0,0,0,0,0.43654002795389,0.01473134964358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0286066862082095,0.241102075141652,0,0,0,-0.0472475996758232,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0497341661294652,0,0,0,0,0,0,0,0.518218346775168,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0732171150277318,0.211955421656711,0,0,0,0,0,0,0,-0.0343516965863242,0,0,0,0,0,-0.176803113883369,0,0,-1.73472347597681e-18,-0.0121910504186259,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0740746776843998,0,0,0,0,-0.0166285221200656,0,0,0,0,0,0,0,0,0,0,0.0521944601504146,0,0,0,0,0,0,0.159704392608252,0,0,0,0,0,0,0,0,0,0.304582394781293,0,0,0.00867623296163394,0,0,0,0,0,0,0.00461474647723833,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0,0.0352914539313618,0,0,0.0548204709135144,0,0,0,0,0.0438788069579969,0,0,0,0,0,0,0,0,0,0,0,0,0.0791233049123848,0,0,0,0.0978489810088518,0,0,0,0,0,0.0665098025108293,0,0,0,0,0.130468499959428,0,0,0,0,-0.0133653826781605,0.0287993999342635,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0952070452151129,0,0,0,0,0,0,0,0,0.00307254074493686,0,0,0,0.0969527961950123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76470254611612,0,0,0,0,-0.0188926422183164,0,0,-0.060125351619489,0.0197398491556855,0,0,-0.0342739345287292,0.00586454866194147,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0.028518133743863,0,0,0,0.113555578113345,0,0,0.311788517443642,0,0,-0.0475907913721259,0,0,0,0,0,0,0.13514024996251,0,0,0,0,0,0,0,0,0,0,0.0733766166935444,0,0,0,0,0.121307048945696,0,0,0,0,0,0,0,0.0885762542482072,0,0,0.0151351032084669,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0.110438163202321,0,0.0295411156165077,0.122947732920271,0,0.0392395255090054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.126390007546036,0,0,0,0,0.161286212608517,0,0,0,0,0,0,0,0,0,0,0,-0.0410526781825779,0,0,0.010634406658209,0,0,0,0,0,0
X601877.SH,0,0,0,0,0.0929918274370405,-0.00740805896020361,0,0,0,-0.0437119599368333,0,0,0,0,0,0,0,0,0.0224394446645201,0,0,0,0,0,0,0,0,0,0.0387416849092931,0,0,0,0,0,0,0.214996646929891,0,0,0,0,0,0,0,0,0,0.1033366110981,0,0,0,0,0,0,0.0063973016132815,0,0,0,0,0,0
