,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X002475.SZ,X600271.SH,X300003.SZ,X601877.SH,X002008.SZ,X300124.SZ,X600487.SH,X002236.SZ,X000596.SZ,X600809.SH,X000100.SZ,X000661.SZ,X002456.SZ,X002179.SZ,X600867.SH,X000625.SZ,X300142.SZ,X002007.SZ,X600498.SH,X000977.SZ,X600066.SH,X600566.SH,X000157.SZ,X002294.SZ,X300136.SZ,X002241.SZ,X002180.SZ,X600522.SH,X600177.SH,X300146.SZ,X600089.SH,X600372.SH,X000050.SZ,X000869.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.437900683797214,0,0,0,0,0,0,0,0,0.066198901256316,0,0,0.0171441201021348,0,0.112022975329102,0,0,0.0460676150351413,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.070453905161099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000890001511097699,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.0594907289119851,0,0,0.344308790178311,0.0374593339218645,0.365155212523386,0,0.0124714724736988,0,0,0,0,0,0,0,0,0,0,0,0.0260639629238355,0,0,0,-0.0268697141248911,0.0239811362869061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00634346979949251,-0.00598566850717262,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0466687844318351,0.118086098647082,0,0,0,0,0,0,0,0,0,0,0.0224121205828464,0,0,0,0,0.445474482973387,0,0,0,0,0,0,0,0,0,0,0,0.114440352727504,0,0,0,0,0,0,0,0,0,0,0,-0.0245025188599652,0,0,0,0,0,0.0154528629140979,0,0,0,0,0,0
X000858.SZ,0.142950963658326,0,0,0,0,0,0.279828090898889,0,0.0196288266570966,0,0,0,0.189517337466696,0,0,0,0,0,0,0.055118506325803,0,0,0.000114405908554833,0.0461872407785785,0,0,0,0,0,0,0,0.0170418242408393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110284445730112,0,0,0,0,0,0,0
X000651.SZ,0.0833010104407783,0,0,0,0,0,0,0,0,0,0,0,0.266271601712926,0,0,0,0,0,0,0.269253377553783,0,0,0,0,0.0120829117670278,0,0,0,0,0.017520785741094,0,0,0,0,0,0.0681862829648188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504217294371164,0.00956512476750085,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.425329056298936,0,0,0,0,0.0281345445593785,0.183336572648805,0,0,0.0963965732261861,0,0,0,0,0,0,0,0,0,0.000611054318600399,0,0.118803626830509,0,0,0,0,0,0.116045016195552,0,0,0,0,0,0,0.0307001486465136,0.0420154246986589,0,0,0,0,0,0
X002304.SZ,0,0,0.0838080403482093,0.419065246334348,0,0,0,0,0,0,0,0,0.285867452106397,0,0,0,0,0,0,0,0,0,0,0,0.301266234114895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355635284242449,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0353398048744997,0,0.121260585249498,0,0,0,0.0380857106584162,0.0406716459392368,0,0,0.298937282784459,0,0,0,0,0,0,0,0.0893260909558376,0,0,0,0,0,0,0,0,0.0946615260975573,0,0,0,0.235252808346939,0,0,0,0,0,0.0139514121963124,0,0,0,0,0,0
X600690.SH,0,0,3.46944695195361e-18,0.259351332426964,0,0,0,0.0984574939705626,0,0,0,0,0,0,0,0.0472845227797419,0,0,0,0.0260925781938121,0,0,0,0,0,0,0,0,0,0.169740093966633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183884770771575,0.0022931773569432,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171997475916949,0,-0.0273468938043581,0,0.147126313484698,0,0.134051750241197,0,0,0.0485670583027651,0,0,0.0837359026095489,0,0,0,0,0,0,0,0,0,0,0,0.115602600386931,0,0,0.144689254605228,0,-0.129442931014161,0,0,0,0,0,0,4.33680868994202e-19,-0.0346882853927522,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.289822409979479,0,-0.0887691836235338,0,0,0,0,0,0,0.0531504506526479,0.0519264476936041,0,0,0,0.0674364660230111,0,0,0,0,0,0.0761449703733681,-0.160719770799994,0,0,0.00767570985790727,0,0,0.109025147994383,0,0,0,0,0,0,0.0125923322767954,0,0,0,0,0,0,0,0,0,0.026432544648156,0.0226176993258766,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0.473997346676149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0218561040593685,0.0185866315037911,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0237401398758463,0,0,0,0,0,0,0,0,0.0106184890926336,-0.00813521440935314,0,0,0,0,0,0
X000568.SZ,0,0,0,0.445958360608216,0,0,0.100843466442938,0,0.0988320364896765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0297672611559619,0.0753466213371529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.181988661611294,0,0,0,0,0,0,0,0,0,0.0203757844905737,0.0235135627189107,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.144160255764815,0,0,0,0.160542356994421,0,0,0,0.125184179522687,0,0,0,0,0,0,0,0,0,0,0,0.109297431479867,0,0,0,0,0,0.0184527459010244,0,0,0,0,0.00707479197020183,0,0.0111172912417227,0,0,0.0142072143090664,0.00428543210549415,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0.0919975103789394,0.0201685794399332,0,0,0,0,0,0,-0.0419672867715555,0,0.138517076559437,0,0,0.128929050715725,0,0,0,0,0.111474002952115,0,-8.67361737988404e-19,0,0.0889257382694241,0,0.0957930171317203,0,0,0,0,0,0,0.0435478593261618,0.0502531747929362,0,0,0,0,0,0,0,0,0,-0.0142464878965656,-0.00547876617392711,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201814232710864,0,0,0,0,0,0,0,0,0,0.398161588102464,0,0,0,0,0,0,0,0,0,0,0,0.288622103990476,0,0,0,0,0,0,0,0,0,0,0,0.011826871423931,0.0463548503782933,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,-0.178037836898834,0,0,0.0830283511615683,0,0,0,0,0,0,0,0,0,0,0,0.262938673760288,0,0,0,0,0,0,0,0,0,0,0,0,0.349146808054085,0,0.0606945726271823,0,0,0,0,0,0,0,0.0783818018993986,0,0.272039576492265,0,0,0,0,0,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.744924659906773,0,0,0,-0.0237394259419721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108183759213227,0,0,0.0808382996943979,0,0,0.0476759729807653,0,0,0,0,0,0,0,0,0,0,0,-0.0340613270206839,0,0.106631155216343,0,0,0,0,-0.00384171358431517,0.0286677860745613,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0.132012850031245,0.0189428727425052,0,0.071064298305111,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.102647559737438,0,0,0,0,0,0.0171759614414623,0,0.0885226928972051,0,0,0,0,0,0,0,0,0,0,0,0.0675800134159196,0,0,0,0,0,0,0.0334745811628492,0,0,0,0,0.00629564729942206,0,0,0,0,0,0,0
X002008.SZ,0,0.0370050294624848,0.186572887353247,0,0,0,0,0,0,0.106722843813922,0.046635365479222,0,0.35831292796104,0.118339730391782,0.0577716470746137,0.108972691589272,0,0.0633415093562874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0283811528000032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123755206655566,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.0840643151900622,0,0,0,0.20903129182101,0,0,0,0.0941117137927002,0,0,0,0,0,0,0.0648901968874658,0,0,0.00578794027770277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0638154972389011,0,0,0,0,0,0,0.000891012656161972,0,0,0,0,0,0,0
X600487.SH,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.110517216203171,0,0,0,0,0,0,0.102994753654938,0,0,0,0,0,0.0991345468764621,0,0,0,0,0.058896473268492,0,0,0,0,0,0.202610352626751,0,0,0,0,0,0,0,0.024290858709198,0.505122550442479,0,0.00999629891981911,0,0,0,0,0,0,0,-0.0227366528570897,0,0,0,0,0,0
X002236.SZ,0,0,0.701930878697922,0,0,0,0,0,0,0.185410589117973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0503829860183523,0,0,0,0,-0.0781908364996094,0.0362442246392494,0,0.333404570910763,0,-0.00115773723764822,0.00565909885249605,0,0,0,0,0,0
X000596.SZ,0,0,3.46944695195361e-18,0,0,0,0.0684160802847896,0,0,0,0,0,0.482121659047545,0,0,0,0,0,0,0,0,0,0,0,0.216756790651857,0,0,0,0,0,0,0,0,0,0,0,0.0657651320545401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0137801708164101,0.021092960542351,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.173722074971843,0,0,0,0,0,0,0,0,0,0,0,0,0.124337671582207,0.0141706206780432,0,0,0.459493048324649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0146044177241806,0,0.0154081318258796,0.172978087899867,0,0,0,-4.33680868994202e-19,-0.00120505516775256,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.174100570431765,0,0.0516016039891833,0,0,0,0,0,0,0,0,0,0.0399815229577641,0,0,0.0755648760172623,0,0.00124745746334813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0744597902175116,0,0,0,0.00295872567272791,0,0,0,0,0.0034579821534553,0,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.0445657179943087,0,-0.15126589627438,0,0,0,0,0,0,0,0.17891535249173,0,0.200915027243586,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447029190996087,0.231257802816931,0,0,0,0,0,0,0,0,0,0,0,0.0434210114965221,0,0,0,0,0,0,-0.0423896628335337,-0.0691888758673801,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.481720098750231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123717051405123,0,0,0.187488659463472,0,0.112698642074706,0,0,0,0,0,0.30876861579912,0,0,0,-0.00355567781684333,0,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0.0861951481642148,-0.0678571711775879,0,0,0,0,0,0.0615389905929004,0,0,0.17026995520506,0,0,0.0689867316613751,0,0,0,0,0,0,0,0,0,0,0,0.150493372108035,0,0,0,0,0,0,0.00196701617423476,0,0,0,0,0.049463327747054,0,0,0,0,0.0121342497008232,0.0180423857614214,0,0,0,0,0,0
X600867.SH,0,0,0,0,0.476643079946167,0.0395768551928244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112343373992125,0,0,0,0,0,0,0,0,0,0.526401582678623,0,0,0.26182514873544,0,0,0,0,0,0,-0.0232768752534929,0,0,0,0,-0.0104449113904746,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,-3.60512207070781e-05,0,0,0,0,0,0,0.0971019389001544,0,0.0315713562834418,0,0,0,0,0,0,0.134535471816807,0,0,0,0,0,0,0,0,0,-0.01443034421892,0,0.0576051090426555,0,0,0,0,0,0,0,0,0,0,0,0.126418181087906,0,0,0,-0.0225257913958468,-0.0192024612826535,-0.0307475436328144,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,6.93889390390723e-18,0,0.162065830629907,0,0,0,0,-0.101937221437673,0,-0.0188364048306053,0,0,0,0,0,-0.0519532513785704,0,0.0688847275418629,0,0,0.134089300378656,0,0,0,0,0,0.176427953090298,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.164188139665222,0,0,0,0,0.0334308851717902,-0.00923649939996668,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0.212835156143575,0,0,0,0,0,0,0,0,0,0,0,0.0584165875749532,0,0,0,0,0,0,0,0,0.435445742654204,0,0,0.0222824836560369,0,0.0295302252508062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.244237352154262,0.220600063778144,0,0,0,0.00771362289361308,0,0,0,0,0,0,0
X600498.SH,0,0,0.115644739288311,0,0,0,0,0,0,0.226853163787819,0,0,0,0,0,0,0,0,0,0.289292109033921,0,0.296068005783189,0.0238568980529625,0,0,0,-0.0721355792700646,0,0,0,0,0,-0.0429642506674049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0293729645642031,0,0,0,0,0,0,0
X000977.SZ,0,0,0,0,0,0,0,0,0,0.0911443081999339,0,0,0,0,0,0.0771408287636311,0.61461666337996,0,0,0,0,0.0520563718848163,0.114293910169678,0,0,0,0.259016655361259,0,0,0,0,0,0.0175775335704181,0,0,0,0,0,0,0,0,0,0,0,-0.107363149373218,0,0,0,0,0,0,-0.0328829460671104,-0.0189865608435285,0,0,0,0,0,0
