,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X002236.SZ,X000338.SZ,X000625.SZ,X601877.SH,X002456.SZ,X600487.SH,X002241.SZ,X600066.SH,X002008.SZ,X000100.SZ,X300136.SZ,X600809.SH,X300124.SZ,X002508.SZ,X002294.SZ,X600522.SH,X300003.SZ,X600271.SH,X600867.SH,X600089.SH,X002085.SZ,X000981.SZ,X000157.SZ,X000596.SZ,X600498.SH,X600177.SH,X600699.SH,X600566.SH,X002179.SZ,X000661.SZ,X002129.SZ,X600118.SH,X002049.SZ,X600584.SH,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.173902016822082,0,0.586994451608485,0,0,0.155485107734804,0,0,0,0,0,0,0,0,-0.0170043985865793,0,0,0,0,0,-0.0139832732180814,0,0,0,0,0,0,0.048044173207519,0,0,0,0,0.0406880948686931,0,0,0,0,0,0,0,0.0475885482520096,0,0.0211975063203377,0.00584062828432398,0,0,0,0,0,0,-0.00259104703457042,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0577732750637563,0.0560132252717706,0,0.227189279205795,0.109052419445471,0,0,0,0,0,0,0,0,0,0,0.0608770876413419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00486764872499712,0,0,0,-0.0235243736009548,0,0,0,-0.0197141779732143,0.0194165687902816,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0457087610448753,0,0,0,0,0.0783844579136946,0.0268966668550001,0,0.0528361101117641,0,0.211170447083575,0,0,0.318776767577132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108656531292849,0,0,0,0.0793994688408058,0,0,-0.00532249547846398,0,0,0,0,0,0,0
X000858.SZ,0.01168665903969,0,0,0,0.0868941848693399,0,0,0.0856245261354661,0,0,0,0.422342896638049,0,0,0,0,0,0,0,0,0.0451219271674729,0,0,0.0613317061773619,0,0,0.0822486880592852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000797071869118534,0,0,0,0,0,0
X000651.SZ,0,0.202877235988635,0,0.296527437707234,0,0,0,0.0232263924434434,0.0286832157817968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351006716670957,0,0,0,0,0.0977274392079317,0.0235886145746269,0,0,0,0,0,0,0,0,0,0.127017807025239,0,0,0,0,0.0311936089652849,0,0,0.00741837514852556,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.299825464250492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2342350841088,0,0,0.0581357348944668,0.162794465364634,0.0544917138809755,0,0,0,0,0,0,0.166861549042552,0,0,0,0,0,0,0,0,0,0.176777976187995,0,0,-0.0461789990698199,0.0681902688442501,0,0,0,0,0,0
X600276.SH,0,0,0.10731289630408,0,0,0,0,0,0,0,0.236086623252201,0.0744915175164673,0,0,0,0,0.162589294399689,0,0,-0.150291274253215,0.0315256393499668,0,0,0,0,0.0732906319238735,0,0,0,0,0,0,0,0,0,0,0,0,0.0447597541534309,0,0,0,0,0,0,0,0,-0.0491502667821009,0,0,0,-0.0159018240100598,0.0395849723752593,0,0,0,0,0,0
X002304.SZ,0.237200566543627,0,0,0.233092346016795,0,1.73472347597681e-18,0,0,0,0,0,0.171195097675027,0.0369501129547197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158507510643615,0,0,0,-0.0303069200308133,0,0,-0.00944862141417674,-0.00373157988736861,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.329188515788549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.079675760181024,0,0,0,0,0,0,0.111367077353792,0,0,0,0,0,0,0,0,0.342739560702,0,0,0,0,0,0,0,0.108881023048377,0.171748337600509,0,0,-0.00447357147454546,8.67361737988404e-19,0,0,0,0,0,0
X600690.SH,0,0.428080834752101,0,0,0.104546232186188,0,0.0788588466026014,0,0,0,0,0,0.0405534082842829,0,0,0,0,0,0,0,0,0,0,0.14205366456691,0.0759307360964415,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00401047716616541,-0.0356836228849913,0,0,0,0,0,0
