,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X600690.SH,X000651.SZ,X002415.SZ,X600809.SH,X600104.SH,X002371.SZ,X003816.SZ,X000568.SZ,X000063.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002304.SZ,X000100.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X002463.SZ,X600418.SH,X002179.SZ,X000977.SZ,X600584.SH,X600066.SH,X600089.SH,X000157.SZ,X600183.SH,X600703.SH,X002028.SZ,X600372.SH,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X000921.SZ,X600522.SH,X000066.SZ,X002156.SZ,X600460.SH,X000988.SZ,X600839.SH,X002281.SZ,X600487.SH,X000800.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.276489134896953,0,0,0,0,0,0,0,0,0,0,0.0415411801240011,0,0,0,0,0,0,0,0,0.168446345203429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253887470385968,0,0,-0.0137660839788731,0,0,0,0,0,0.00307923762941064,0,0,0,0,-0.00550615779079425,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.0365185834762203,0,0,0.238279337266991,0,0,0,0,0,0,0,0,0,0.209114162038958,0,0,0,0,0,0,0.0398436220017198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00467865386961157,0,0,0,-0.0199747051072835,0,0
X002475.SZ,0,0,0,0.118904817707511,0,0,0,0,0.0602560669438754,0,0,0,0,0,0,0,0,0,0,0.0101075129932077,0,0,0.21476379764479,0.126067467916739,0.0296331832073002,0,0.0785853858176254,0,0.111694091043042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171050092007828,0,0,0,0,0,0,0.00990121455451378,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0815396183804421,0,0,0,0.202771175217822,0,0,0,0,0,0,0.171745604160564,0,0,0,0,0,0,0,0,0,0,0,0,0.0523797363737432,0,0,0,0,0,0,0,0,0,0.0196501303192787,0,0,0,0,-0.0658459405954438,0,0
X600690.SH,0,0,0.070155239719102,0,0,0,0,0,-0.0155071854856626,0,0,0,0,0,0,0,0,0,0,-0.0155794252770152,0,0,0,0,0,0,0,0,0,0,0,0.174477682057168,0,0,0,0,0,0,0,0.243700750169207,0,0,-0.0259025696366249,0,0,0.0377264616657604,0,0,0,0,0,0,0.00168187577523884,0,0,0,0,0,0
X000651.SZ,0,0,0.0372932876910625,0,0.0730587288397441,0,0,0,0,0,0,0,0.00735855587490893,0,0,0,0,0,0,0,0,0,0,0,-0.0295503790503163,0,0,0,0.17000613894894,0,0,0,0,0,0,0,0,0,0,0.0274385663511132,0,0,-0.0474203071103758,0,0.109468146640468,0,0,0,0,0,0,0,0,0,0,0,-0.00127933011302646,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0589305157192195,0,0,0,0,0.143873772289306,0,0,0,0,0,0,0,0.0714238169985227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132387750491986,0.054159269673104,0,0.00990503010793063,0,0,0,0,0,0,0.00862280268314895,0,0,0,0,-0.0942838779639502,0,0
X600809.SH,0,0.0126524915565878,0.0013823404882045,0,0,0,0,0,0,0,0,0.463160245887448,0,0,0,0,0,0,0,0,0.00276804819280831,0.263195196713317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0173963007819426,0,0,0,0,0,0,0,0,0.00184932466880765,0,0,0,0,4.33680868994202e-19,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.154874803509079,0,0,0,0,0.259215779202782,0,0,0,0,0,-0.182495311891504,0.345665911388213,0,0.0196018950363404,0,0,0,0,0,0,0,0,1.00092956650855,-0.253274305074395,0,0,-0.281215863485694,0,-0.179259215244009,0,0,0,0.00154476338959318,0,0,0,0,0,0.0659167674384828,0,0,0,0,-6.93889390390723e-18,0,0
X002371.SZ,0,0,0,0,0,0,0,0,-0.0218854461675821,0,0,0,0,0,0.332322496395641,0,0,0,0,0,0,0,-0.00885547181713228,0.0265416162605102,0,0,0.206406762424849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.42101086242752e-20,0.138730782062077,0,0.0099812363073275,0,0,0,0,0,0,-0.00922856923116198,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0882438487800575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776627839224342,0.0599285675447466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0565229451725985,0,0,0,0,-0.020694818560965,-0.0150957352418146,-0.0607945592156232,0,0,0,-0.0357985300927076,0,0
X000568.SZ,0,0,0,0,0,0,0,0.319640135367798,0,0,0,0,0,0,0,0,0,0,0.0443261555959027,0,0,0.176435049052078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0336363445650425,-0.0118963027647021,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0817749166615908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134553063133791,0.0632876049904287,0,0,0,0.052525949635876,0,0,0,0,0.401973488816592,0,0,0,0,0.128486615698366,0,-0.0228543105806451,0,-0.0360129326493156,0,0,0,0,0,0,-0.011300439038768,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287105889965398,0.0439113450440933,0,0,0,0,0.0699776811676267,0,0,0,0,0,0,0,0,0,0,0.0334760718653302,0,0,-0.0369200942438397,0,0,0,0.0676995678028102,0.0420760722718676,0.0620690936562326,0.00158839651786896,0,0,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.0882975436815632,0,0,0,0,0,0,0,0,0,0,0.269348143805282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178131517032283,0,0,0,0,0.0234704810022004,0,0,0.046254499468109,0.014548366659892,0,0,0,0,0,-0.0179188449297733,0.0203713605006567,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.258512237562205,0.0270220778963182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0608309901442829,0.0204114872994247,0.0251045305404076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148085852734686,0,-0.07721266894426,0,0,0,0,-0.0102752522585591,0,0,0,0,-0.0169126840156246,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0.085390897898484,0,0,0,0,0,0.05398595075825,0,0,0.085660227830713,0.122324171655855,0,0,0.0513310719345802,0,0,0,0.00822866157425698,0,0,0,0,0,0,0,0,0,0,0.118939613873127,0,0,0,0,0,0,0,0,0.0716865907314147,0,0,-0.0402542813050196,0.0309861583704521,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,-0.0158435607719046,0,0,0,0,0,0,0,0,0,0,0,0,0.104639260105781,0,0,0.129923740697585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00631253900013664,0,0,0.014196220252794,0,0,0.237262842577916,0,0,0,0.00213270087217136,0,0,0,0.00177095786766259,0,0
X002304.SZ,0,0,0.00404736900463692,0,0,0,0,0,0,0,0,0.550129443666904,0,0,0,0,0,0,0,0,0,0,0.0589732846589587,0.0836765632983129,-0.0693546699255001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0363178928220538,-0.0142418214442038,0,0,0,0,0,0,0,0,0,0,0.00911279497716042,0,0,0,0.0302228323966976,0,0
X000100.SZ,0,0,0.131152095455958,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.201926797567628,0,0,0,0,0,0,0,0,0,0,0.036877596314549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214890476591557,0,0,0.0934590332823126,0.050351566967478,0,0,0,0,0,-0.0139947987049754,0.0118506700939223,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.0391372009408231,0.11414314891919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.035301789899753,0,0.182699210443904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0319963853465533,0.0297420932119644,0,0,0,0.00892572722369255,0,0,0,0,-0.0012130382797229,2.71050543121376e-20,0,0,0,-0.153876896236321,0,0
X000596.SZ,0,0,0,0,0,0,0,0.313442696499777,0,0,0,0.268223908505563,0,0,0.084263812383931,0,0,0.0389575987685844,0,0,0.0242014680332109,0,0,0,0.0184354861341433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.107630408060464,0,0,0,0,-0.00226386092802326,0,0.0783419895689581,0,0,-0.0207094701469349,0,0
