,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600690.SH,X600276.SH,X000568.SZ,X002475.SZ,X000651.SZ,X003816.SZ,X002371.SZ,X600104.SH,X000725.SZ,X300124.SZ,X002304.SZ,X000338.SZ,X000625.SZ,X000596.SZ,X600031.SH,X000063.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X000157.SZ,X002463.SZ,X600703.SH,X002241.SZ,X600372.SH,X000921.SZ,X002028.SZ,X600066.SH,X002236.SZ,X000977.SZ,X600522.SH,X600741.SH,X600584.SH,X600183.SH,X002049.SZ,X601877.SH,X002129.SZ,X000661.SZ,X002223.SZ,X000800.SZ,X002180.SZ,X600060.SH,X600487.SH,X002074.SZ,X600177.SH,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.3106051256946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00108714974547942,0,0,0,0,0,0,0,0,0,0,0,0,0.0109851596921419,0,0,0.0164427504059625,0,0,0,0.00591995018861388,0,0,0,0,0,0,0.0228972767953883,0,0,0,0.000576414325625534,0,-0.0524559216232218,0,0,-0.00989386257573647,0,0
X000858.SZ,0,0,0,0,0,0,0.392897186437197,0,0,0,0,0,0,0,0.0205032971631489,0,0,0.0629650208430834,0,0,0,0,0,0,0,0.0291565987637468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00029502364615317,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0715438772921284,0,0,0,0,0,0,0.196326060841076,0,0,0,0,0,0.0237979951739924,0,0,-0.0395800289897314,0,-0.00544317194253139,0,0,0,0,0,0,0.13755288309998,0,-0.0105392402823082,0,0.0398157342179736,0,0.103664273809898,0,0,0,0,0.104549616430533,0.0210858128177017,0,0,0,0,0,0,0.021333459232129,-0.0277141508576847,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0.177307031741448,0,0,0,0.00273633901791908,0,0,0.0291753770161682,0,0,0,0.145586484797576,0,0,0.0397048388182282,0,0,0,-0.116128855442699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0602696799276013,0,0,0,0,0,0,0,0.0245374794466674,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0.103536582782531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244792390428738,0,-0.00167351368891138,0,0,0,0.287944703992512,0,0,0,0,0,0,0.00193587544657822,0,0,0,0,0,0,0,-0.0929444111585766,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0198432764138768,0,0,0.130450263623435,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.00959776958683189,0,0,0,0,0,0,0,0,0,0.197649259293272,0.0872427925929875,0,0,0,0,0,0,0,0,0,0.0903826373268913,0,0,0,0,0.189920579658835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016606365936935,0,-0.0566724048538967,0,0,0,0,0
X000568.SZ,0,0.994460338536117,0,0,0,0,0,-0.0431365264116255,0,0,0,0,0,0,0,0,0,0.131018437680389,0,0,0,0,0,0,0,-0.130603030213126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0679755486763459,0.0480269680053247,0,0,0,0,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169167195974135,0,0,0,0,0.199696173385935,0,0.0955299458544535,0,0,0,0,0,0,0,0,0,0.0681833955653754,0.11651745727767,0,0.0859309035527165,0,0,0,0,0,0,0,0,0,0,0.0534686238567084,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.173046199317501,0,0.0533819451722319,0,0,0,0,0,0,0.08292587290199,0,0,-0.181682743806601,0.0562573028246502,0,0,0,0.0593266164781909,0,0.0530305038970178,0.0590630717476172,0,0,0,0,0.177738763092004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136304278210077,0,0,0,0,0,0,-0.0248882042011431,0.0190091499480749,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.106042124826467,-0.00552483944177508,0,0,0,0,0,0,-0.204263110296984,0,0,0,0,0,0,0,0,0,0.0722584092290306,0,0,0,0,0,0.0359555816171523,0,0,0,0,0,-0.0169566275476468,0,0,0,0,0,0,0,0,0,0,0.0168318750100046,0,0.0852242026363204,0,0,-0.0244738584517832,0,0,0,-0.0258973841722952,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0576224922129995,0,0,0,0,0,0,0,0,0.046073577369196,0.218201955780917,0,0,0.00826798679400978,0,0,0,0.0249949089971622,0,0,0.149968183674591,0,0.0817515723887573,0,0,0,0,0,0,0,0,-0.125647382196368,0,0,0,0,0.0439392118748221,-0.00110536800280775,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0867598945511226,0,0,0,0,0.0862492277185661,0,0,0,0,0,0,0,0,0,0,0,-0.0119432781536822,0,0,0.0167903286413706,-0.0125484040723232,0,0,0,0,0,0,0,0,0,0.0414607335922316,0,0,0,-0.0672235397615844,0.0107990290675089,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333049263222731,0,0,0,0,0,0.0629153952281535,0,0,0,0,0,0.0523808484989144,0,0,0,0,0,0,0,0,0,0.0124141681533455,0.0317050985281398,0,0,0.138915079674522,0,0,0,0,0.0233930202218697,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,-0.0823981507960567,0.139266727852271,-0.0390582819670735,0,0,0,0,0,0,0,0.138601768687522,0,0,0,0,-0.0130358980789878,0,0,0.129551189771039,0,-0.0652454578459674,0,0,0,0,0,0,0,0,-0.0309584210705001,0,0,0.151957981012612,0.106933076105466,0,0,0,0,0,0,0,0,0,0,0,0,0.0504508351751329,0.0482522702654991,0,0,0,0,0,0
X002304.SZ,0,0.295925918804382,0,0,0,0,0,0.0680952690830234,0,0,-0.0191245245463462,0,0,0,0,0,-0.0343250411671604,0.0850378299125113,0,0,0.103877808514622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.203991965636122,0,0,0,0,0,0,0,0,0,0,0.0014401988817879,0,0,0,0,0.00409551205802022,0,-0.213740213277679,0,0,0,0,0
X000338.SZ,0,0,0,0,0,-0.0637843513298918,-0.0033458643724344,0,0,0,0,0,0,0,0,0,0.0612423820755399,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0.190452356766786,0,0,0,0,0,0,0,0,0,0,0,0,-0.147526335174164,0,0.216860974607059,0,0,0,0,-0.00612731207468664,0.0181765221539678,-0.193591104395047,0,0,0,0,0
X000625.SZ,0,0,0,0,-0.0831165426811232,0,0,0,0,0,0,0,0,0,0,0.0666528620711126,0,0,0,0,0.131455900479049,0.186848300040198,0,0,0,0,0,0,0.30598735489143,0,0,0,0,0,0,0,0.0111863901851939,0,0,0,0.0376960930227731,0,0,0,0,0,0,0.170715071221589,0,0,0,0,0.00884467531247588,-0.0891021211207661,0,0,0,0,0
X000596.SZ,0,0,0,0.0823756712237771,0,0,0.470875896866546,0,0,0,0,0,0,0,0,0,0.00577898843626353,0,0,0,0.0904579502859539,0.124213254173106,0,0,0,0,0,0,0.151670522371769,0,0,0,0,-0.0596056677687707,0,0,0.07636377768364,0,0,0,0,0,0,0,-0.0368513669340556,0,-0.0646673040030187,0,0,0,0,0,0.00505212209803164,0,0,0,-0.0117385707672911,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174915505777118,0,0,0.0308323137105244,0,0,0,0,0.0206617022360602,0.0432000486803168,0,0.374393808091072,0,0,0.0756027463654991,0,0,0,0,0,-0.0858661553785831,0,0,0,0,0,0,0.207373555625943,0,0,0,0,0.067765604454301,0,3.46944695195361e-18,0,0,0,-0.0447392753481207,0.00933045945772073,0.0811139061317482,0,0,0.0446271990377528,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12175920928809,0,0,0,0,0,0.0125897031485446,0,0,0.0364569473901111,0.125765989512423,0,0,0.0542964899432495,0,0,-0.00312363831317228,0,0.0726913313866938,0,0,0,0.0543467704276796,0,0,0,0.0700982395257733,0,0,0,0,0.0659438016801816,-0.0157863579686879,-0.0207682123797395,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0.0909544995396254,0,0.0541252798587614,0,0,0,0,0,0,0,0,0,0.183935778902201,0,0,0,0,0,0,0,-0.0413604482382876,0,0.0730080599643675,0,0,0,0,0,0,0,0,0,0,0,0,0.270579731712275,0,0,0,0,0,0,0.256099650851267,0,0,0,0,0.0138246174498724,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0,0.0319838250198596,0,0,0,0,0.471166019182701,0,0,0,0,0,0,0.155100607316736,0,0,0,0,0,0,0,0,0,0.0619425867911776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581748235486493,8.67361737988404e-19,0,0,0,-0.26583853675652,0,0.00786344439980153,0,0,0,0,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120625535962057,0,0.0497431401731481,0,0,0,0.0898696992816939,0,0,0,0,0,0,0.218974897229353,0,0,0,0.0159943377551158,0.0921503565834121,0,0,0,0,0,0,0,0.0395198374204872,0,0,0,0,0,0,0,0,0,0,0,-0.0255736614439061,0,0,0,-0.0368985351311291,0,0
X600089.SH,0,0,0,0,0,0,0.0587169114937856,0,0.0452450053686226,0,0,0,0,0.023587759860253,0,0.203696191915207,0,0,0.144309080046812,0,0,0.0151025259498114,0,0,-8.67361737988404e-19,0,0,0.120155508045477,0,0,0.0145166715453838,0,0,0.132602294186457,0,0,0.0152099456970735,0,0,0,0,0,0,0,0,0,0,0,0,0.0499590482743258,0,0,-0.0209228531815233,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147195613642497,0,0,0.245743571818758,0,0,0,0,0,0,0,0,0,0,0.241062131700356,0,0.0175147532305758,0,0,0,0,0,0,0,0,0,0.0653621127964377,0,0,0,0,0,0,0,0.0855691059484744,0,0,0,0,0,0,0,0,0
X002463.SZ,0,0,0,0,0,0,-0.333568401246025,0.0122493776820705,0,0,0.0666607650344453,0,0,0,0,0,0,0,0,0.180579550757829,4.33680868994202e-19,0.0255627942394838,0,0,0,0,0,0,0,0,0,0,0,0.127394280779415,0,0,0.0585788092088293,0.203477846765462,0,0,0,0,0,0,0,0,0,0.154730491606143,0,0,0,0,0.000715461578998301,0,0,0,0,0,0
X600703.SH,0,0,0,0,-0.0554167517180425,0,0,0.134767456545435,0,0,0,0,0,0.060813536253679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0767939745827973,0,-0.0593226978414434,0,-0.0119596232600128,0,0,0,-0.0494351550413604,0,0.223880260997173,0,0.0221858342215547,0,0,0,0.0514365746312552,0,0.104057860878831,0.111552403126412,0,0,0,0,-0.0213323652096542,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0.256751057496606,0,0,0,0,0,0,0,0,0,0,0,0,0.149012486006382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062149140465924,0,0,0,0,0,0.243635545189154,0.00695076809624459,0,0,0,0.0195167980392326,-0.0251833726396466,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250793866125759,0.160968965302615,0,0.146489147949097,0,0,0,0,0,0.000457629011255276,0,0,0,-0.0473286149777066,0,0,0,0,0.0146618985660362,0,0,0.104086243847633,0.123216805312754,0,0.0873718360388602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000921.SZ,0,0,0,0,0,0,0,0,0.0607291028954932,0,0,0,0,0,0,0,-0.0537931073783881,0,0,0.100242377811539,0,0.175597905447443,0,0,0.248715723783923,0.0373471730015185,0,0,0,0,0,0.0358526200548846,-0.123011294709102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128007679381536,0,0,0,0,0,0,0,0,0,0,0,0
