,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600276.SH,X002304.SZ,X600690.SH,X002475.SZ,X000651.SZ,X300124.SZ,X300014.SZ,X600104.SH,X600031.SH,X000596.SZ,X003816.SZ,X000725.SZ,X000625.SZ,X002371.SZ,X002129.SZ,X000063.SZ,X002049.SZ,X002179.SZ,X000338.SZ,X600703.SH,X600089.SH,X002180.SZ,X000661.SZ,X300142.SZ,X601877.SH,X002241.SZ,X000733.SZ,X002074.SZ,X600741.SH,X000100.SZ,X600702.SH,X600522.SH,X600460.SH,X000157.SZ,X300003.SZ,X000799.SZ,X600584.SH,X600884.SH,X002007.SZ,X000800.SZ,X002414.SZ,X600487.SH,X002236.SZ,X300146.SZ,X601799.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.225282172515692,0.100280516212438,0,0.251388548089289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0485332449210472,-0.0151307859409033,0,0,0,0,0,0,0,0,0.0215089294121576,0,0,0,0,0,0,0,0,0,0,-0.00146341333073414,0,0,0,0,0,0,0
X000858.SZ,0,0,0.169438448765219,0,0.428195135482743,0,0,0,0,0,0,-0.0386863141708116,0,0.0954671180465703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0.0387771353116587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0181181075309891,0,0,0,0,0,0
X600809.SH,0.247993822544584,0,0,0,0.554800169498081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.109933593259156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00752759234028696,0,-0.0171680113737824,0,0,0,0,0,0,0,0,0,0,0,-0.0195848620216673,0,0,2.16840434497101e-19,-0.0577130084054003,0,0,0,0,0
X002415.SZ,0,0,0,0,0.0698919655606519,0,0,0,0,0,0,0,0,0,0,0,0,0.0472225287317317,0,0,0,0,0,0,0.021855179263138,0,0,0,0,0,0.192764887098564,0,0,0,0,0,0,0,0,0,0.0387985773705246,0,0,0.166191061378584,0,0,0,0.0755623178001357,0,0,0,0,0.0035777733442498,0,0,0,0,0,0
X000568.SZ,0.371604364725031,0.26136937516504,0.600868383474056,0,0,0,0,0,0,0,0,0,0,0,0.0115868349390981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0420501457244257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0133618723804881,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0117571825869086,0,0,0,0,0,0,0,0,0,0,0,0,0.0822984155410813,0,0,0,0,0,0.067268140353112,0,0,0,0,0,0,0,0,-0.148707373398883,0,0,0.0795361816188075,0.0256545922416256,0,0,0,0,0,0,0.0345738174693887,0,0,0,0,-0.00707773788136981,0,0,0,0,0,0
X002304.SZ,0.182521387374084,0,0.00511426832441807,0.0959345118549445,0.275992286983249,0,0,0,0,0,0,0,0,0,0.0573960694513698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.052680347951051,0,0,0,0,0.0172173579626832,0,0,0,0,0,0,0,0,0,0,-0.00230693580997822,0,0,0,0,0,0,0
X600690.SH,0.0669795054917269,0,0,0,0.204852976365335,0,0,0,0,0,0,0,0,0.0780239921166102,0,0,0,0,0,0.0349000099332004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0208909586452268,-0.0445568555173541,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0.118964992265068,0,0,0,0,0,0,0.0434069107360191,0.116582595087398,0,0,0,0,0,0,0,0,0.0107359892766561,0,0.185758295308724,0,0,0,0,0.0288602242689782,0,0,0,0,0,0,0,0,-0.0187200777012816,0.126493360783677,0,0,0,0,0,-0.0104396042068581,0,0,0,0,0,0,0
X000651.SZ,0,0.0355711009875293,0,0,0,0,0,0.39725037536256,0,0,0,0,0,0.123699126628156,0,0,0,0,0,0,0,0,0,0,0,0,-0.0754670585592574,0.0340427312379368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0789559900417344,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0
