,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X600690.SH,X600031.SH,X002475.SZ,X000338.SZ,X600741.SH,X600809.SH,X000596.SZ,X000661.SZ,X601877.SH,X600703.SH,X002007.SZ,X000100.SZ,X000157.SZ,X300003.SZ,X300142.SZ,X002236.SZ,X600271.SH,X002008.SZ,X300124.SZ,X002179.SZ,X000625.SZ,X600183.SH,X002506.SZ,X600177.SH,X600498.SH,X600487.SH,X300014.SZ,X600066.SH,X002371.SZ,X600867.SH,X000977.SZ,X002241.SZ,X000050.SZ,X600522.SH,X300146.SZ,X600118.SH,X000066.SZ,X600372.SH,X600776.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.228608783776559,0,0,0,0,0,0,0,0.0271309142783015,0,0,0.0927126897252063,0,0,0,0,0,0,0,0,0,0,0,0,0.106479173388288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308768193747811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226970176426703,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.00222612992319748,0,0,0.402147489538422,0,0,0,0,0,0,0,0,0,0.284610387179667,0,0,0,0,0,0,0,0,0,0,0,0,0.0460389710585951,0,0.108951098851606,0.0244221736763186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0441458208925853,0,0
X000651.SZ,0,0.0540126595384174,0,0,0,0,0,0.138365836934964,0,0,0,0.0966309676255886,0.209139083876122,0,0.0487823186318328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0364264821931105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00736086962502302,0,0,0,0,0.0156392354314435,0,0
X600104.SH,0,0,0.0710070126627787,0,0,0.0205110115753037,0,0,0,0,0,0,0.00587141636351684,0,0.196757872082058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223835750092098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0110372354631591,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.177490289766174,0,0.0530050269279922,0,0,0.253141419663584,0,0,0,0,0,0,0.0423718213672827,0,0,0,0,0,0,0.0238711342896138,0,0,0,0,0.105868031119211,0,0,0,0,0,0,0,0.00401516734194678,0,0,0,0,0,0,-0.00270780269871963,0,0,0,0,0.0120995004121341,0,0
X002415.SZ,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0.315454131186314,0,0,0,0,0,0,-0.0598078688499525,0.0364865685237517,0,0,0,0,0.578856230689891,0,0,0,-0.15515651661192,0.0161406052198316,0,0,0,0,0.174505026344055,0,-0.0665629809599267,0,0,-0.0664789565572723,0,0,0,0,-0.00614232445956484,0,0,0,0,0,-0.00131722695139034,0,0,0,0,0,0,0
X002304.SZ,0,0.165508747824682,0.201859193607617,0,0,0,0,0,0,0,0,0,0,0,0,0.0982340468430673,0.148204368869805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0620941332802111,0,0,0.0307039119652877,0,0,0,0,0,0,0,0,0,0,0,0,-0.0212071349624444,-0.028071847010566,0,0,0,0,0,0
X000063.SZ,0,-6.93889390390723e-18,0.118057594780735,0,0,0,0,0,0,0,0,0,0.182381938748887,0,0,0,0,0,0,0.047842424273442,0,0,0,0,0,0,0,0,0,0,0,0,0.0187262314463543,0,0,0,0.0815136049094236,0,0,0,0,0,0,0,0,0,0,0,0.207269871896509,0,0,0,-0.0692122854867426,0,0,0,0.00617776432542476,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00574735571089817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0846672875250247,0,0,0.134808110539999,0,0.0893368070767154,0,0.37338917654287,0,0,0,0,0,0,0,0,-0.000851552920457167,0,0,0,0,0.0175778419040945,0,0
X000568.SZ,0,0.204724699646246,0,0,0,0,0,0.024271052069844,0,0,0,0,0,0,0,0.239640466307072,0.000747318096153577,0,0,0.0446676567075351,0,0,0,0,0,0,0,0,0,0,0.073660442734066,0,0,0,0,0,0.0399576611671501,0,0,0,0,0.155730394025861,0,0,0,0,0,0,0,0,0,0,-0.0533161300034024,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0.005671849308682,0.0187080772078559,0.0149881635148687,0.151701102259025,0,0.129606461427291,0,0,0,0,0,0,0,1.38777878078145e-17,0.148519101958396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0543294900742387,0,0
X600031.SH,0,0.0153312024302655,0.226000374488439,0,0,0,0,0,0,0,0,0,0,0.161061360958449,0,0.0339896021570408,0.125773004490179,0,0,0,0,0,0,0,0.0742440927529493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102594345285886,0,0,0,0.0606593701682646,0,0
X002475.SZ,0.288416274173995,0,0,0,0,0.125558196137406,0,0.183993523922591,0,0,0,0,0,0,0.247910613903821,0,0,0,0,0.170322439227491,0,0,0,0,0,0,0,0.151456245005513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0102547862915828,0,0,0,0,-0.00623045164816814,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.104728640456358,0,0,0.00533142864556284,0,0,0,0,0,0,0,0,0,0,0,0,0.0658693886915304,0.117828817923632,0,0,0,0,0,0,0,0,0,0,0.185325411233159,0.0540878645673632,0,0,0,0,0,0,0,0,0,0,0.0340853547019777,0,0,-0.0818339966038842,0,0,0,0,0,0,0
X600741.SH,0,0,0.148478756181604,0,0,0,0,0,0,0,0,0,0.148692524675427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279814317729661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251096930336876,0,0
X600809.SH,0,0.351041358651491,0,0,0,0,0,0,0,0.065343997136102,0,0,0,0,0,0,0.101378702158929,0,0,0.0329619549302393,0,0,0,0,0.0275092335010002,0.0168323471201782,0,0,0,0,0,0,0,0,0,0,0,0.0622134427506762,0,0,0.0711936777445148,0.0130950680371428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572245418985446,0,0
X000596.SZ,0,0.0710943005533216,0,0,0,0,0.0141199531751472,0,0,0.281352580520236,0,0,0,0,0,0.330661319249818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0149385323057383,0.145269970049078,0,0,0,0,0,0,0,0,0,0,-0.0229802098834397,0,0,0,0.039854798309884,0,0
X000661.SZ,0.101493225357196,0,0.0613388323101504,0,0.297231914586017,0,0,0,0,0,0,0,0,0,0,0,0.175314271990067,0,0,0,0.0674733039071728,0,0,0,0,0,0,0,0,0,0,0,0.0159584647404507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00200929072072878,0,0,0.0027067289832721,0.00732104443394492,0,0,0,0,0,0
X601877.SH,0,0,0,0,0.176334947205562,0,0,0,0,0,0,0,0.0831701982072819,0,0,0,0,0,0,0,0,0,0,0,0.0365307992597138,0,0,0.0049540928858833,0,0,0,0,0,0,0,0,0,0.0434971057374407,0,0,0,0,0.106099671938593,0,0,0,0,0,0,0,0,-0.00263870125956984,-0.0319947196983822,0,0,0,0.00799345687864651,0,0
X600703.SH,0,0,0,0,0,0,-0.302809988488087,0,0,0,0,0,0.463242215572761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44900316548967,0,0.0453613168802543,0,-0.00904722301176797,0,0,0,0,0,0,0,0,0,0,0.0333832482557163,0,0,0,0,0.259275777375801,0.00688315308850381,0,0.215308847640163,0,0,0.070432818346146,0,0
X002007.SZ,0,0,0,0,0.0476285211722493,0,0,0,0,0,0,0,0,0,0,0.0984390283009196,0,0.251741277579967,0.107758212482112,0,0,0,0,0,0.275941348432759,0,0.0922890698008816,0,0,0,0,0,0,0,0,0,0,0,0.0512257017357666,0,0,0,0,0,0,0,0,0,0.118357676108436,0,0,0,0,0,0,0,0.0436985113783862,0,0
X000100.SZ,0,0,0.0749923400290606,0,0,0,0,0.0059364632697827,0.0119652522886328,0,0,0,0,0.0860579230811928,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.0542232424824772,0,0,0,0,0,0,0,0,0,0,0.018885516474501,0,0,0,0,0,0.168974221319707,0,0,0,0.0896234809442313,0,0,0,0,-0.00599484416404018,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0.0109531543068984,0,0.0804821176850164,0,0.0964512832034268,0.108463395454373,0,0.124145056058216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466137958126766,0.0750542166124505,0,0.0191952220576162,0,0,0,0.0233456595766229,0,0,0,0,0,0,0,-0.0270016843655899,0,0,0,0,-0.0222422463902528,0,0
X300003.SZ,0,0.111183852518943,0,0,0,0,0,0,0,0.0601434853109632,0,0,0,0,0,0,0,0,0,0,0.0591301384342888,0,0,0,0.111337925235056,0,0,0,0,0,0,0.01155717533406,0,0,0,0,0.0988528456984293,0,0.0676321098359472,0,0.0430804246234289,0,0,0,0,0,0,0,0.0241696343846087,0,0,0.0468352227241246,0,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0.0690631202264349,0,0,0,0.0803530997228812,0,0.13434428643069,0,0,0,0,0.0696589500624544,0,0,0,0,0.0818258806583207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930845178817416,0,0,0,0,0,0,0,0,0.067042107359903,0,0,0,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0.538755114610205,0,0.0542237422492125,0,0.0508634735718438,0,0,0,0,0,0,0,0,0,0.0420560690412062,0,0,0,0,0.0406195773945656,0,0,0,0,0,0,0,0.0556992446193494,0,0,0,0.0185336991193473,0,0,0,0,0.087500311958085,0.00304141658308533,0,0,0.042384308636031,0,0,0,0,0,0,-0.117640102443971,0,0,0,-0.0208548606037678,0,0
X600271.SH,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.0616121361299036,0,0,0,0,0,0.0112044690260321,0,0,0,0,0,0.0376184271527187,0,0,0,0,0,0,0,0,0.0323736744166633,0,0.0581482477742304,0,0.0553006918774207,0,0,0,0.0922653521415812,0,0,0.239479986881664,0.0144632911728368,0,0,0,0,-0.0339714354368313,0,0,0,0,0.00717475716966044,0,0
X002008.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.202296790655824,0.201911178948944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143418409896162,0,0,0,0.00128647898739832,0.0349496191487902,0,0,0,0,0.143587617353115,0.0468910967427794,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0391913068100273,0,0
X300124.SZ,0,0.084789794817421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0571206068923344,0,0,0,0,0,0,0,0,0.110522814706176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0283231341171694,0,0,0,0,0.00577541028807873,0,0
