,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X002475.SZ,X000338.SZ,X600031.SH,X600741.SH,X600703.SH,X000568.SZ,X300003.SZ,X601877.SH,X600271.SH,X300124.SZ,X002456.SZ,X600487.SH,X000100.SZ,X002007.SZ,X002236.SZ,X002008.SZ,X600498.SH,X600566.SH,X002179.SZ,X000625.SZ,X000596.SZ,X000661.SZ,X600809.SH,X600177.SH,X002506.SZ,X000157.SZ,X300136.SZ,X300146.SZ,X600089.SH,X600867.SH,X600066.SH,X002294.SZ,X600372.SH,X300142.SZ,X002241.SZ,X002180.SZ,X000981.SZ,X000977.SZ,X600522.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.89478936237707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0070278504659813,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0.25860869915848,0,0,0.197612729012206,0,0.0547379261669122,0.0882927829217036,0,0,0,0,0,0,0,0,0.0153342408716848,0,0,0,0,0,0,0,0,0,0,0,0.062273359178379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102597854791296,0,0,0,0.0127916805513982,-0.00554360806725874,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0422529580807441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665962777672954,0,0.0486164033209888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010085658635857,0.0458467538371613,0,0,0,0,0,0
X000651.SZ,0.175148538562037,0,0,0,0,0,0,0,0,0,0,0.0103551888659589,0,0.0526599126999868,0,0.183384361756118,0.00325975882727125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163023213469416,0,0,0,0,0,0,0.0212560480929607,0,0,0,0.084810158374642,0,0,0,0,0,0,0,0.0082600824601862,0,0,0,0,0,0,0
X600276.SH,0,0,0.022554928871706,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.354397034681051,0,0,0,0,0,0,0.075110747627356,0.121776504530096,0,0,-1.73472347597681e-18,0,0,0,1.73472347597681e-18,0,0,0,0,0,0.149307986178939,0,0.0621161658779235,0,0.0672710440857622,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0.0185191843959836,0,0,0,0,0,0
X000858.SZ,0.210699237279346,0.0686312499895942,0,0,0,0,0.178560569060508,0,0,0,0,0,0,0,0,0.155558613990767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00660247145430488,0,0.20810276331777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017740398401744,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.202709510072402,0,0,0,0.00411662792408476,0,0,0,0,0,0.477409713339846,0.0591190368447432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270543264461417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0409671635631035,3.46944695195361e-18,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0977025017446554,0,0,0,0.0871959018824166,0,0.276620047984685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104957510921523,0,0,0.392859478353207,0,0,-0.0155887747625542,-0.00612279923421151,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.205922377482729,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139327327402425,0,0,0,0,0,0,-0.0242490685127435,0,0,0,0,0,0,0,0,0,0,0,0,0.0203555871206009,0.205429270498565,0,0,0,0,0,0,0.245152202761843,0,0,0,0.000785082758018984,-0.0266884080984309,0,0,0,0,0,0
X000063.SZ,0,0,0.186671793164252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.508451902870095,0,0,0,0.0786275075665713,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430690077285084,0,0,0,0,0,0,0,0,0,0.0254481606056114,0.128456607727659,0,0,0.00197244848231012,-0.038879463726574,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.0222339731439691,0,0,0.0553631402302297,0,0,0,0,0,0,0.0461944825204772,0,0,0,0.61459763893804,0,0,0.108431515877887,0,0,0,0,0,0,0,0.00546383641177574,0,0,0,0,0.14646326730292,0,0,0,0,0,0,0,0,0,0,0.0319862416083289,0,0,0,0.00911315811117011,0.0861052034444333,0,0,0,0,0,0
X000338.SZ,0,0.125324926864772,0,0.202419774384378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697087970907811,0,0,0,0,0,0,0,0,0,0,0,0.00724738424946707,0.144783645674384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936015874424222,0,0,0.00636749052610796,-0.0128802539613207,0,0,0,0,0,0
