,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600031.SH,X000651.SZ,X002475.SZ,X600809.SH,X002304.SZ,X600690.SH,X600104.SH,X000725.SZ,X000338.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X003816.SZ,X000100.SZ,X600703.SH,X000157.SZ,X000596.SZ,X002241.SZ,X000625.SZ,X002371.SZ,X002129.SZ,X002007.SZ,X600741.SH,X300142.SZ,X601877.SH,X002179.SZ,X002236.SZ,X600584.SH,X002049.SZ,X002414.SZ,X300003.SZ,X600183.SH,X000800.SZ,X601799.SH,X002008.SZ,X600089.SH,X000799.SZ,X002074.SZ,X000066.SZ,X000977.SZ,X000050.SZ,X600779.SH,X600177.SH,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.432859664234105,0,0,0.0293390222089035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0265688498660289,0,0,0,0,-0.0135503829435322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259282216803184,0,0,0,0,0,0,0,0,-0.011832775932368,-0.012991414872882,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.418652422478532,0,0,0,0.132615574638616,0.0417923639024912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126147227767436,0,0,0,0,0,0,0,0.0102444676824935,0,0,0,0,0,0,0,0,0,0.10864977963769,0,0,0,0,0,0,0,0,-0.0076747300123639,-0.0189663721599447,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0224029113620873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0546143437604639,0,0,0,0,0,0.518718772628509,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0.0200174487333368,0,0,0,0.0551217054029111,0,0.00548910284438709,0,-0.01146943766404,0,0,0,0,-0.00239612764677101,0,0
X600276.SH,0,0,0.174236218671889,0,0,0,0,0,0,0,0.0121861799717976,0,0,0,0.111748415476263,0,0,0,0,0,0.0513822416393043,0.0110862696782183,0,0,0,0,0,0,0,0,0,0.00630722436545111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146235240322263,0,0,0,0,-0.0156708239412594,0,0
X000568.SZ,0,0.206566241277292,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.343022467614681,0,0,-0.0197220686507312,0,0.154483439753978,0,0,0,0,-0.0274888874866122,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0.120170390515801,0,0,0,0,0,0,0,0,0.0584690754928741,0,0.0695500446867211,0,0,0,0,0,0,0,0,0,0,0,0,0.126383378715325,0,0,0,0,0,1.73472347597681e-18,0,0,0.0414425665348508,0,0,0,0.0236912442408108,0,0,0,-0.0295185939241233,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.125478697975924,0,0,0,0,0,0.0667385937977186,0,0,0,0,-0.0666741493073655,0,0,0,0,0.00789963558225259,0.146561681023632,0,0,0,0,0.1146171661383,0,0,0.0156181105610306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00359087358049782,0,0,0,0,0,0.0742454185127143,0,0,-0.010549290113789,0,0,0,-0.00229280447348249,0,0
X002475.SZ,0,0,0.11006057250496,0,0,0,0,0,0.0768064384820945,0,0,0,0,0,0,0,0,0,0,0,0,0.000158378201742678,0,0.223429948509087,0,0,0,0.105328429258358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0165239067283448,0,0,0,0,-0.0199043503385467,0,0
X600809.SH,0,0,0,0,0,0.120827613336559,0,0,0,0,0.214238987989839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014737827178178,0,0,0,0,0,0,0,0,0.0904686084887449,0,0,0,0,0.162920995021183,0,-0.0741549908255119,0,0,-0.0934234430637266,0,0,0,0.0485019047433349,0,0
X002304.SZ,0,0,0,0,0.0394058892617423,0,0,0,0.14648227153189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.169164028674677,0,0,0.0807189495842507,0,0,0,0,0,0,0,0,-0.0617095344051419,0,0,0,0,0.0539575881146057,0,0
X600690.SH,0,0,0.126206504023316,0,0,0,0,0,0.33846698852708,0,0,0,0,0,0.149443363632367,0,0,0,0,0,0,0.0549564015263643,0,0,0,0,0,0,0.0664782322577283,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0166991999000874,0,0,0,0,0.0744106127061737,0,0,0,0,0,0,0,0,0.0185153229365822,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0270842257486758,0,0,0.0338303903849254,0,0,0,0,0.113186222948553,0,0,0,0.0360893367892201,0,0,-0.14170327975766,0,0,0,0,0,0,0.208074887877511,0,0,0,-0.0969828524406472,0.292439592321048,0,0,0,0,0,0,0,-0.00701387856224753,0,0,0,0,-0.00385787574287032,0,0
X000725.SZ,0,0,0,0,0,0,0,0.117748715116155,0,0,0,0,0,0,0,0,0,0,0,0.294583473978871,0.100794734985804,0,0,0.0506606107204421,0.066959151480978,0.013015504140874,0.0898284147180279,0,0,0,0,0,0.121254570592066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0101858259567235,0,0,0,0,-0.0238579741940909,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22800436636885,0,0,0,0.0255667647306246,0,0,0,0,0,0,0,0.0319871441244076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.146072098514811,0,0,0,0,0.0191631494723328,0,0,0,-0.0278391058405553,0,0
X000661.SZ,0,0,0,0,0,0,0,0,0,0,0.0169151573030257,0,0,0,0,0.0648168721507934,0,0,0,0,0,0.113724219462232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0302628233880427,0.00365471671923823,0,0,0,0,0.0690227207457643,0,0,0,-0.0288443501072681,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,0,0,0,0.0597951485125243,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0164537214122914,0,0,0,0,0,0.0236297044264318,0,0,0,0.131515347706417,0,0,0,0,0,0,0,0,0,0.154960064725188,0,0.213951324898639,0,-0.125612205107705,0,0,0,0,0,-0.0174206356007479,-0.0169748692869106,0,0,0,0.000424089686335316,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.210256838510034,0,0,0,0,0,0,0,0,0.14412042647411,0,0.20723012991914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439843501661897,0.170539479858766,0,0,0,0,0,0,-0.0690141691991828,-0.0111292459177972,0,0,0,0.0780230933811631,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0813142549745914,-0.00157063424577502,0,0,0,0,0.0332028658954602,0,0,0,0.0826352336091036,0,0,0,0,0,0,0,0,0,0,0.226603352726631,0,0,0.113002456461949,0,0,0,-1.0842021724855e-19,0.0117869431352658,0,0,0,-0.0189492935535204,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0.010887356473476,0,0,0,0,0.0550553811464336,0,0,0,0,0,0,-0.0304206803831887,0,0,0,0,0,0.0234929134844663,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110978860053582,0,0,0,0,0,0.00631443954120065,0.0391227055838544,0,0,0,0,0,-0.0139657976144182,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,-0.0499701057018773,0,0,0.300749685039933,0,0,0,0,0,0,0,0.356428533611111,0,0,0,0.0286237666089808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881300970066818,0.0840029593528425,0,0,0,0,0.225188225394064,0,0,0,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0.0809160643349279,0,0,0,0,0.0568732625369763,0,0,1.73472347597681e-18,0,0,0.107838839085933,0,0,0,0,0,0.176593154485664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333592732671865,0,0,0,0,0,0,0,0,0.0184782295091932,0,0,-0.00918686674046171,0,0,0,-0.0452454300591855,0,0
