,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X003816.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X600690.SH,X000338.SZ,X600741.SH,X600809.SH,X600703.SH,X000661.SZ,X002241.SZ,X000596.SZ,X300003.SZ,X600183.SH,X000100.SZ,X002236.SZ,X601877.SH,X300124.SZ,X000157.SZ,X300014.SZ,X002007.SZ,X300142.SZ,X000066.SZ,X002179.SZ,X000625.SZ,X002463.SZ,X000977.SZ,X002371.SZ,X600271.SH,X300136.SZ,X002008.SZ,X002456.SZ,X600584.SH,X600177.SH,X002506.SZ,X000050.SZ,X600066.SH,X002180.SZ,X600498.SH,X002508.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.130043685468092,0,0,0,0,0.053847671681583,0,0,0,0,0,0.351393418149495,0,0,0,0.119659214079983,0,0,0,0.0220048291716021,0.0110622986543183,0,0,0,0,0,0,-0.0590758645349752,0,0,0,0,0,0,0,0,0,0,0,0.0165709635217546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.132248113641842,0.0205019257951825,0,0,0.0054632252205646,0,0.52850451147765,0,0,0,0.0503749959155984,0.0181616705353966,0,0,0.0321823674895944,0.00472250383039215,0.000304188295985055,0,0,0,0,0,0,0,0,0.000665232482451078,0,0,0,0,0.0112483966286933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0146382188188865,0,0,0,0,-0.0211662903228232,0,0
X600276.SH,0.0406047441956621,0.0924743060198355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301309619153836,0,0.0335342953502071,0.00332686162715429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00122016989636292,-0.0223039273397396,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.258829944614357,0,0,0,-0.202855987166037,0.0371399174944686,0,0.0442229676885548,0,-0.0316038169134224,0,0,0,0,0,0,0,0,0,0.0475276558951686,0,0,0,0,0,0.0284381151367595,0,0.0816040776285539,0,0,0,0,-0.17671743325556,0,0,0.112157275108668,0.214897436834827,0.156313105386606,0,-0.0219910905428752,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,-0.0267099311809219,0,0,0,0,0,0,0,0,0,0,0.0615904003515501,0,0,0.0118407816609706,0,0,0.544668943663055,0,0,0,0,0,0,0,0,0,-0.0471632929435418,0,0.0396437831729463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0209861967013789,-0.0352260486200851,0,0,0,0,0,0
X600104.SH,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0.199990985894131,0,0.037007187496059,0,-0.0130232657757778,0,0,0,0.0442581427579282,0,0,0,0,0.0141339003103808,0,0,0,0,0,0.044898861545605,0,0,0,0,0,0,0.0243533165177951,0,0,0,0,-0.0534402241598711,0,0,0,0,0.00183023419608461,0.0140046886639591,0,0,0,-0.00481385676074291,0,0
X002475.SZ,0,0.229413963946642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142356136863274,0,0,0,0,0,0,0,0,0,0,0,0.0772195847611654,0,0,0,-0.0858894807440939,0,0,0.0707903472464611,0.27704969400237,0.0778776809982348,0,0,-0.019800851875012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.110158538893445,0,0.0208850130427231,0,0,0.126201006321083,0,0,0,0.131471016969261,0,0,0,0,0,0.0753234648234771,0,0,0,0,-0.0155232314626165,0,0,0,0,0,0,0,-0.133630561449343,0,0.0494870233761799,0,0,0,0,0,0.114566173429873,0,0,0,0,0,0,0.0683280483061846,0,0,0,0,0,0,0
X002304.SZ,0,0.168915785074153,0,0,0,0,0.00589461452743139,0.126672501087837,0,0,0,0,0,0,0,0,0,0.0218266248118617,0.0166140385759849,0,0.172704168781786,0,0.0505356596992384,0,0,0,0,0,-0.00307856599702178,0.040529254926404,0,0,0,0,0,0,-0.010119680408581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0095171913787996,0.0466943975058286,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,1.73472347597681e-18,0,0,0,0.136492473938539,0,0,0,0,0,0,0,0.0226652676315492,0,0,0.0303432420995102,0,0,0.0391300128735058,0.0256897290229889,0.038216169654312,0,0.1352209058903,0,0,0,0,0,0,0,0,0,0.0231160032480525,0.0301157463166125,0,0,0,0,0,0
X000063.SZ,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0.0986290032800873,0,0,0,0,0.0823883304766182,0.132607465233682,0,0,0,0.0321336045031264,0,0,0,0,0,0.0175798362788197,0,0,0,0,0,0,0.0141790939622726,0,0.0415187694428753,0.188754187208272,0,0,0,0,0,0,0,-0.0268548768112971,0,0.11607888725226,0.132287033967341,0,0,0,0,0,0,-0.0779382959226588,0,0
X600031.SH,0,0,0,0,0,0,0.0484958014473466,0,0,0,0,0,0,0,0.144890828497469,0,0.19922342302153,0,0,0,0,0.0171354588925693,0,0,0,0,0,0,0.0362812394757211,0,0,0,0,0,0,-3.46944695195361e-18,-0.0177928147074784,0,0,0,0,0.0268440255279794,0,0,0,0,0,0,0,0,0,-0.0180632692738065,0,0,0,0,0,0,0
