,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X600690.SH,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X601877.SH,X600809.SH,X000100.SZ,X600703.SH,X600271.SH,X000157.SZ,X300003.SZ,X002007.SZ,X002236.SZ,X300124.SZ,X300142.SZ,X002008.SZ,X002179.SZ,X000625.SZ,X600177.SH,X000977.SZ,X002371.SZ,X600498.SH,X002506.SZ,X600776.SH,X600867.SH,X600183.SH,X600487.SH,X300146.SZ,X000066.SZ,X000050.SZ,X600066.SH,X600566.SH,X002129.SZ,X600118.SH,X002049.SZ,X600522.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.101598432645142,0,0,0,0,0,0,0.138762210161335,0,0,0,0,0.0311102782958177,0.012728481250614,0.0936753383151989,0,0,0,0,0,0,0,0,0,0,0,0.118417431453718,0,0,0,0,0,0,0,0,0.00312539114189332,0,0,0.0465747072534947,0,0,0,0,0,0,0,0,0,0,0,0,-0.0359419497228355,0,0,0,-4.33680868994202e-19,0,0
X000858.SZ,0,0,0,0,0,0,0.103738141598422,0,0,0,0,0,0.178555230034793,0.0832381421333048,0,0.0105142655013393,0,0,0.444677339834247,0,0,0,0,0,0,0,0,0.032130781472219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189717104189837,0,0,0,0,0,-0.0164266589167393,0,0,0,0,0,0,0
X000651.SZ,0,0.159002574612607,0,0,0,0,0,0,0,0,0.075924702076621,0,0,0.115654478147302,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134798842016986,0,0,0.024723116177068,0,0,0.00801310828940375,0,0.0480952639006445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0393431356338563,0,0,0,0,-0.0319562271173738,0,0
X600104.SH,0,0,0.0433712509717023,0,0,0.123132476491443,0,0,0,0.028212755462475,0.0893128455604288,0,0,0.0334297462505483,0.0564160462817232,0,0.0186033206138005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075045708713146,0,0,0,0,0,0,0,0,0,0,0.120787895277661,0,0.0743467045510147,0,0,0,0,0,0,0,-0.0193231002354688,-0.00184835813102179,0,0,0,0,0,0
X600276.SH,0,0,0.0865382311865346,0,0,0,0.0182442620981655,0,0,0,0,0,0,0.218273384602791,0.0913516270738823,0,0.127223413694321,0.0201284241727074,0,0,0,0,0,0,0,0,0,0.00247995411837635,0,0,0.0106568978944781,0,0,0,0,0,0,0,0,0,0.059801577207589,0,0,0,0,0,0,0,0,0,0,-0.00373223424672532,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.00330181087678396,0.0219225258967026,0,0,0,0.0763431927726141,0.0981053238666781,0,0,0,0,0,0,0,0,0,0,0.461826095760994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000856002073545654,0,0,0,0,0,0,0,0,-0.029825177739054,0,0,0,0,-0.0415423083027994,0,0
X002304.SZ,0,0.128194557402229,0.225365756497567,0,0,0,0,0,0,0,0.040172656507828,0,0,0,0,0.214403816665818,0,0,0.133449902117703,0,0,0,0,0,0.108844348635162,0,0,0,0,0,0,0,0.00858757305994089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0348891492204416,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188894648056809,0,0.00425120205701302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0766088346227762,0,0.197758910066031,0,0,0.0550385392140072,0.130048839033222,0,0,0.129201949388265,0.00654566042205903,0,0,0,0,-0.0305832226538019,0,0,0,0,0.0396767922276062,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.042345668941482,0,0,0,0,0,0,0,0,0,0,0.0826403946452406,0,0,0,0,0,0,0,0,0,0,0,0.0611229841695776,0.204941819040735,0,0.0761058163010304,0.0572683842671582,0,0.10151831598537,0,0,0,0,0,0,0,0,0,0,0,0,-0.0578070919807519,-0.0448991055987131,0,0,0,0,0,0
X000568.SZ,0,0.314659177212245,0,0,0,0,0,0,0,0,0,0,0.159233328472731,0,0,0.0259209830063597,0,0,0.165114545283158,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0.0999224188205146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00273354245391276,0,0,0,0,-0.0203234782193849,0,0
